date,close,ema_20,ema_50,ema_200,bull_regime,bear_regime,neutral_regime,regime
2025-09-23,25169.5,25040.306401563543,24924.538477161674,24564.030681563916,True,False,False,BULL
2025-09-24,25056.900390625,25041.886781474157,24929.729140434745,24568.934857773478,True,False,False,BULL
2025-09-25,24890.849609375,25027.502288893287,24928.204452942206,24572.13798963021,True,False,False,BULL
2025-09-26,24654.69921875,24991.997234593928,24917.47875748369,24572.959494397575,True,False,False,BULL
2025-09-29,24634.900390625,24957.98801135879,24906.397252900995,24573.575821723225,True,False,False,BULL
2025-09-30,24611.099609375,24924.95102069367,24894.81695315488,24573.949192744636,True,False,False,BULL
2025-10-01,24836.30078125,24916.508140746653,24892.522201315474,24576.559656311852,True,False,False,BULL
2025-10-03,24894.25,24914.388317818404,24892.589958126635,24579.720754258997,True,False,False,BULL
2025-10-06,25077.650390625,24929.937086657126,24899.847229989315,24584.675278003935,True,False,False,BULL
2025-10-07,25108.30078125,24946.92410518978,24908.02187905836,24589.885482016336,True,False,False,BULL
2025-10-08,25046.150390625,24956.37422761218,24913.438683433524,24594.42543135573,True,False,False,BULL
2025-10-09,25181.80078125,24977.843423196733,24923.962687269464,24600.269962200447,True,False,False,BULL
2025-10-10,25285.349609375,25007.129726642284,24938.134723430467,24607.086675107657,True,False,False,BULL
2025-10-13,25227.349609375,25028.103048807305,24949.476483663584,24613.258445597883,True,False,False,BULL
2025-10-14,25145.5,25039.283710825657,24957.16368038266,24618.55438146258,True,False,False,BULL
2025-10-15,25323.55078125,25066.356765151784,24971.5318019853,24625.569271012708,True,False,False,BULL
2025-10-16,25585.30078125,25115.780004780187,24995.601173721174,24635.11883827875,True,False,False,BULL
2025-10-17,25709.849609375,25172.358062360647,25023.610916295835,24645.812676797123,True,False,False,BULL
2025-10-20,25843.150390625,25236.24304600487,25055.749719210704,24657.726484894913,True,False,False,BULL
2025-10-21,25868.599609375,25296.46748061155,25087.62618549166,24669.774973695712,True,False,False,BULL
2025-10-23,25891.400390625,25353.12775775569,25119.146742555713,24681.930450481083,True,False,False,BULL
2025-10-24,25795.150390625,25395.22515136229,25145.656689538824,24693.007265805896,True,False,False,BULL
2025-10-27,25966.05078125,25449.58949706588,25177.82900686083,24705.674365462055,True,False,False,BULL
2025-10-28,25936.19921875,25495.933280083416,25207.569015170207,24717.91839385298,True,False,False,BULL
2025-10-29,26053.900390625,25549.0730048969,25240.758480874316,24731.21174705469,True,False,False,BULL
