trades,win_rate_pct,avg_net_pct,profit_factor,avg_winner_pct,avg_loser_pct,avg_holding_days,variant,direction
234,36.75213675213676,-0.018119392806510985,0.9889348197071128,4.406261015077482,-2.589043143333696,3.8076923076923075,CURRENT,LONG
201,37.81094527363184,0.17352022393331515,1.1107510390973636,4.602581454723343,-2.5193490043870215,4.223880597014926,CURRENT,SHORT
350,37.714285714285715,0.09571128844812689,1.0597883565005712,4.498417957104495,-2.570147795325454,3.894285714285714,EMA_MACD,LONG
324,37.65432098765432,0.15450326506971407,1.0981025122730559,4.592885272296377,-2.526103689789954,4.145061728395062,EMA_MACD,SHORT
