exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,scan_status,signal,signal_date,entry,stop_loss,target,risk,reward,risk_reward,rsi,ema_5,ema_13,ema_26,macd,macd_signal,volume_ratio,scan_error
NSE,STOCK,AEROPLANE,Amir Chand Jagdish Kumar (Exports) Limited,INE05TO01019,,EQ,AEROPLANE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.9585901665977,180.20804043881662,179.6960250347537,179.99930420566187,-0.45280991902447454,0.006496359945905139,1.335316831709265,
NSE,STOCK,AEROFLEX,Aeroflex Industries Limited,INE024001021,,EQ,AEROFLEX.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,62.86512527382622,537.5439555219168,519.0758944374724,494.7230591404959,26.78281643896804,22.99043552847177,0.6775398737876522,
NSE,STOCK,AFFLE,Affle 3i Limited,INE00WC01027,,EQ,AFFLE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,36.402447139504275,1562.3062183237967,1614.797635712086,1620.4191782829832,-8.797710423962599,18.615453035271486,5.403008799781534,
NSE,STOCK,AGARWALEYE,Dr. Agarwal's Health Care Limited,INE943P01029,,EQ,AGARWALEYE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.423695063626745,511.34851779082686,508.4013974967891,505.08062253938124,3.5321549903015352,3.5007630314357323,0.02816277544207224,
NSE,STOCK,AGI,AGI Greenpac Limited,INE415A01038,,EQ,AGI.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,51.581150624860115,748.0302551049757,743.9088489323367,731.3323094870069,13.597073427227315,13.993740794798724,0.5317574423751821,
NSE,STOCK,AGIIL,Agi Infra Limited,INE976R01033,,EQ,AGIIL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,35.091964252789396,283.068981988651,287.3691433096232,295.9572044818987,-9.171772425509914,-9.806131236906953,0.2671889538110406,
NSE,STOCK,AHLUCONT,Ahluwalia Contracts (India) Limited,INE758C01029,,EQ,AHLUCONT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,18.271657818217975,612.8562603419912,656.1597924818474,708.2412612490061,-57.354502361273035,-47.982381615168585,0.4958644172610999,
NSE,STOCK,AJMERA,Ajmera Realty & Infra India Limited,INE298G01035,,EQ,AJMERA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.80645695737024,116.64930858694264,117.40255726945583,119.39698398962351,-2.131895956101758,-2.356251421625665,1.669171542278554,
NSE,STOCK,AIIL,Authum Investment & Infrastructure Limited,INE206F01022,,EQ,AIIL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.99198747608945,526.8661367310714,540.0159553582475,545.1866001769235,-6.208523545553817,-0.3492900764883403,0.3412242045770498,
NSE,STOCK,ALEMBICLTD,Alembic Limited,INE426A01027,,EQ,ALEMBICLTD.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,76.78905064190502,105.49103027482593,99.81532846004951,95.69894418653172,4.62974771821186,2.811560264878091,1.9741514526036157,
NSE,STOCK,AKUMS,Akums Drugs and Pharmaceuticals Limited,INE09XN01023,,EQ,AKUMS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,64.87345398075168,774.188045073317,761.6926620752038,739.4141951516922,23.996549635087035,24.38877836348346,0.6519972889167002,
NSE,STOCK,ALPINETEX,Alpine Texworld Limited,INE1JCQ01037,,EQ,ALPINETEX.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_34
NSE,STOCK,ALGOQUANT,Algoquant Fintech Limited,INE598D01035,,EQ,ALGOQUANT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,46.296156176029115,64.20246650295317,64.89043732837018,65.03706402766605,-0.21237879973431006,0.2178249419535275,0.7854068008115911,
NSE,STOCK,ALIVUS,Alivus Life Sciences Limited,INE03Q201024,,EQ,ALIVUS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,65.99233212954124,1408.7318890143208,1383.0529132863005,1338.7807197262528,47.422831666800676,49.74563227408861,0.41694968004592703,
NSE,STOCK,ALKEM,Alkem Laboratories Limited,INE540L01014,,EQ,ALKEM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,31.538701294074187,5256.747169916724,5330.922987024784,5406.409963876517,-83.53029669097305,-66.19510593977564,0.6936166830452627,
NSE,STOCK,ALLTIME,All Time Plastics Limited,INE0GV601021,,EQ,ALLTIME.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,42.36137845567346,202.6578451672661,205.04760963331492,210.74951851415196,-6.125784090357428,-6.49871138967828,1.4108341839651313,
NSE,STOCK,ALKYLAMINE,Alkyl Amines Chemicals Limited,INE150B01039,,EQ,ALKYLAMINE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,55.15759457229446,2006.8133810631366,1999.2909632254275,1963.0659260869998,38.81243877320321,43.790105460289475,0.49952732177357617,
NSE,STOCK,AMBER,Amber Enterprises India Limited,INE371P01015,,EQ,AMBER.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.81270741451555,7475.133388131848,7452.254166838599,7434.150807976165,22.411920721925526,1.7976180702170113,0.27823145191318377,
NSE,STOCK,AMAGI,Amagi Media Labs Limited,INE121R01077,,EQ,AMAGI.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.90573469133665,568.9010042939742,579.718120473592,588.7750636922877,-10.397610319579371,-6.0631238750403895,0.1164598705504186,
NSE,STOCK,AMANTA,Amanta Healthcare Limited,INE084K01015,,BE,AMANTA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,59.69219221339254,188.84168117485189,185.5119118965837,179.51162745041987,6.538311062089832,6.224908583180137,0.1882965276789392,
NSE,STOCK,AMRUTANJAN,Amrutanjan Health Care Limited,INE098F01031,,EQ,AMRUTANJAN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,45.476392942246505,506.36662361312716,509.8010032772366,513.4738250621496,-3.96026425786431,-3.603258105814897,0.2257113281321919,
NSE,STOCK,ANANDRATHI,Anand Rathi Wealth Limited,INE463V01026,,EQ,ANANDRATHI.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,64.87411643451419,2199.2850364943165,2185.0061077109476,2153.060549876919,34.077353856992886,37.25457889059462,0.606372315619263,
NSE,STOCK,ANNU,Annu Projects Limited,INE103001017,,BE,ANNU.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_3
NSE,STOCK,AMBUJACEM,Ambuja Cements Limited,INE079A01024,,EQ,AMBUJACEM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,40.069907030351914,405.1794324857471,409.2685423730325,415.0182693390092,-6.289673946683195,-5.6869812075402075,0.3504530526150946,
NSE,STOCK,ANGELONE,Angel One Limited,INE732I01021,,EQ,ANGELONE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,53.124953168373395,290.36791238973973,290.79259399850326,295.4299345008386,-4.847859625531669,-6.166605607040361,4.479819894877007,
NSE,STOCK,ANANTRAJ,Anant Raj Limited,INE242C01024,,EQ,ANANTRAJ.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.637724197445834,613.5006239827308,612.1078460862713,609.9805409456284,2.043801411707932,3.517324558821377,1.5135666777173435,
NSE,STOCK,ANDHRAPAP,ANDHRA PAPER LIMITED,INE435A01051,,EQ,ANDHRAPAP.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,61.225456807390465,61.59199349369452,61.008165952326785,60.96509009426675,0.07128400919688005,-0.19568918093573057,3.633024928745443,
NSE,STOCK,APARINDS,Apar Industries Limited,INE372A01015,,EQ,APARINDS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.62136357370192,17411.95236548397,17200.36127541429,16676.87709352755,560.3962041270061,613.8221000513237,0.5898605891193115,
NSE,STOCK,ANTHEM,Anthem Biosciences Limited,INE0CZ201020,,EQ,ANTHEM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,64.88978519911237,930.0042763356214,909.7544791871965,881.977759663663,30.136381135368993,28.35489243704781,1.0444357807613311,
NSE,STOCK,ANURAS,Anupam Rasayan India Limited,INE930P01018,,EQ,ANURAS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.935819230106546,1248.7380817337769,1245.9303058134312,1241.9570923962715,4.667268598913097,2.4137006071707257,0.27042484502884767,
NSE,STOCK,ANDHRSUGAR,The Andhra Sugars Limited,INE715B01021,,EQ,ANDHRSUGAR.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,60.47849601294585,99.2882342668643,98.35245320428557,95.86414804999518,2.638112654048115,3.083573837275919,0.6626473478574452,
NSE,STOCK,ANTELOPUS,Antelopus Selan Energy Limited,INE818A01017,,EQ,ANTELOPUS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,74.88315039990815,900.0013549751674,846.5156810136947,832.4597613988245,16.920230934706183,-3.1813050191453827,11.357338427418224,
NSE,STOCK,APCOTEXIND,Apcotex Industries Limited,INE116A01032,,EQ,APCOTEXIND.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,62.16488315798612,637.1111504979131,627.1577167433285,614.2177278063544,13.922558295930344,13.49687791737086,1.9413349850806185,
NSE,STOCK,APEX,Apex Frozen Foods Limited,INE346W01013,,EQ,APEX.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.44534896500082,376.5004182636229,382.518331580481,386.1192281867107,-4.060309374411247,-1.9643944872411436,0.3124124536429078,
NSE,STOCK,APOLLOTYRE,Apollo Tyres Limited,INE438A01022,,EQ,APOLLOTYRE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,42.55530358571896,434.78059570396636,437.4548521497961,437.0352735021584,0.30603736838185114,1.778541257406171,0.48635337721333355,
NSE,STOCK,ARDEE,Ardee Industries Limited,INE0XNF01022,,EQ,ARDEE.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_18
NSE,STOCK,APTUS,Aptus Value Housing Finance India Limited,INE852O01025,,EQ,APTUS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,47.0074749583275,254.99096663897694,255.65146921028372,259.5414252251595,-4.10469548196761,-5.075488765442243,1.1991068097524866,
NSE,STOCK,APLLTD,Alembic Pharmaceuticals Limited,INE901L01018,,EQ,APLLTD.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.01825599961454,820.6327481049362,822.1605784103417,820.5637534136235,1.5806195029826995,2.7538550364564207,1.5248816026430125,
