exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,scan_status,signal,signal_date,entry,stop_loss,target,risk,reward,risk_reward,rsi,ema_5,ema_13,ema_26,macd,macd_signal,volume_ratio,scan_error
NSE,STOCK,CORDSCABLE,Cords Cable Industries Limited,INE792I01017,,EQ,CORDSCABLE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,77.67427201149391,301.74426429884636,275.8812493812304,254.46013530141659,23.901484794339524,16.249844552008746,1.450400142097046,
NSE,STOCK,CPL,Captain Polyplast Limited,INE536P01021,,EQ,CPL.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_31
NSE,STOCK,COROMANDEL,Coromandel International Limited,INE169A01031,,EQ,COROMANDEL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,39.37367799871016,1925.2387503956274,1954.9308335311107,1985.9308090793656,-34.83451885818954,-24.341692956593487,0.7799111634767368,
NSE,STOCK,COSMOFIRST,COSMO FIRST LIMITED,INE757A01017,,EQ,COSMOFIRST.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.177151378979836,942.0310271278629,935.1359554090521,919.1509221929459,16.93266301402832,19.198549148796147,0.5300167845546052,
NSE,STOCK,CSM,CSM Technologies Limited,INE0ZK601013,,EQ,CSM.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_46
NSE,STOCK,CPPLUS,Aditya Infotech Limited,INE819V01029,,EQ,CPPLUS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.60844179815237,3688.4390958487934,3617.239729098683,3583.4720406377,39.175666678074776,10.438174852229286,0.6844783297373733,
NSE,STOCK,CRAMC,Canara Robeco Asset Management Company Limited,INE218I01013,,EQ,CRAMC.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.4601922935223,253.57173171858568,256.0856413852574,257.22586041695644,-1.3283339135073788,-0.37242733206001644,0.6578912591003868,
NSE,STOCK,CREDITACC,CREDITACCESS GRAMEEN LIMITED,INE741K01010,,EQ,CREDITACC.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.480096298599555,1414.3666166929445,1440.4436103758312,1469.063380374908,-32.14794082921844,-22.75285134614227,0.8415174187493835,
NSE,STOCK,CSBBANK,CSB Bank Limited,INE679A01013,,EQ,CSBBANK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.993358212960246,333.0638305592462,333.15723294300005,333.56040283744943,-0.26578915209313436,-1.363407831919093,1.2269043949234333,
NSE,STOCK,CRIZAC,Crizac Limited,INE0S4R01014,,EQ,CRIZAC.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,27.03432837676081,166.1234105390334,171.1687426382694,176.96944252846527,-6.328062759330237,-5.5563178224292304,0.9692949162238578,
NSE,STOCK,CUB,City Union Bank Limited,INE491A01021,,EQ,CUB.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,60.577825903337825,230.89839363348074,225.71610289393834,221.6587851742729,4.544355666190597,2.879153880560341,1.0853694471125053,
NSE,STOCK,CROMPTON,Crompton Greaves Consumer Electricals Limited,INE299U01018,,EQ,CROMPTON.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,37.386454369386385,231.35576637361805,236.8644726521673,243.35997951576653,-7.130527250496954,-6.000569207793612,1.1157723636640753,
NSE,STOCK,CUPID,Cupid Limited,INE509F01029,,EQ,CUPID.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,61.46150137764776,280.89412664763694,279.08864884758947,268.5925534775366,10.966250308273175,14.07474313739262,0.32820717525166804,
NSE,STOCK,CUMMINSIND,Cummins India Limited,INE298A01020,,EQ,CUMMINSIND.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,30.881907520991348,5084.501662574579,5160.636823302189,5257.655754266129,-105.85128132047248,-94.9498549293686,1.1015014865972887,
NSE,STOCK,CYIENT,Cyient Limited,INE136B01020,,EQ,CYIENT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,69.81443953915807,1108.6928627595312,1050.3842418986583,985.755909579441,71.75945929182342,54.909789304056545,0.1868740309781447,
NSE,STOCK,CYIENTDLM,Cyient DLM Limited,INE055S01018,,EQ,CYIENTDLM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,74.51996561824913,842.4941716088659,804.916726132857,754.1447251231353,55.249181801107284,50.32710590532343,1.6048321479305714,
NSE,STOCK,DABUR,Dabur India Limited,INE016A01026,,EQ,DABUR.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,26.77412286229766,382.19174707976896,389.0906877391082,398.5538323787512,-10.327166494197286,-9.353241627951348,1.1080433774972398,
NSE,STOCK,DALBHARAT,Dalmia Bharat Limited,INE00R701025,,EQ,DALBHARAT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,37.40794478302777,1785.1981156120182,1817.5031276820632,1824.0369328281638,-8.534241062541923,6.5120373983689,0.24558934291417808,
NSE,STOCK,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,INE495A01022,,EQ,DALMIASUG.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.96511507550888,457.2086904384485,460.28405649406017,443.1723688066275,17.88346099174578,24.44394373933526,0.46769582657653586,
NSE,STOCK,DATAPATTNS,Data Patterns (India) Limited,INE0IX101010,,EQ,DATAPATTNS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,51.13231890663991,4575.269754696636,4590.072750277945,4562.758695186308,27.831374162467,45.95728942055711,0.5021182667953042,
NSE,STOCK,DBL,Dilip Buildcon Limited,INE917M01012,,EQ,DBL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,36.6712897193555,400.2464466510638,407.81662101402867,414.9326763362493,-7.915155005199551,-5.777585844905672,0.2217369274646594,
NSE,STOCK,DAMCAPITAL,Dam Capital Advisors Limited,INE284H01025,,EQ,DAMCAPITAL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.505533128188674,144.92144191062127,146.0692304588584,147.95774011029482,-2.046168521077334,-2.0170591070195005,0.5769222622128357,
NSE,STOCK,DBOL,Dhampur Bio Organics Limited,INE0I3401014,,EQ,DBOL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,54.93067904689354,126.98274605757403,125.76989388246801,122.00136900228037,4.0430863881880015,4.487489380182785,0.5204035087915918,
NSE,STOCK,DCAL,Dishman Carbogen Amcis Limited,INE385W01011,,EQ,DCAL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.037498627461744,176.41711162731605,177.50660992396007,180.01653667748533,-2.7098197993866506,-2.874403569192264,0.27408237302246546,
NSE,STOCK,DCBBANK,DCB Bank Limited,INE503A01015,,EQ,DCBBANK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,67.38891107011607,220.05977959961643,212.0671773015054,203.85290772861237,9.12807340314805,6.797328766307811,0.1697152268305897,
NSE,STOCK,DBREALTY,Valor Estate Limited,INE879I01012,,EQ,DBREALTY.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,35.39877385648869,103.38569102943094,105.24269768848049,107.64071608669958,-2.621673144912833,-2.3395947578044445,1.0819494827445457,
NSE,STOCK,DECNGOLD,Deccan Gold Mines Limited,INE945F01025,,EQ,DECNGOLD.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_14
NSE,STOCK,DCMSHRIRAM,DCM Shriram Limited,INE499A01024,,EQ,DCMSHRIRAM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,45.671511234715155,1024.6191300493838,1030.98704865725,1031.9201015288882,-1.2731155110600412,1.7986005254599169,0.7080061707640276,
NSE,STOCK,DCI,Dc Infotech And Communication Limited,INE0A1101019,,EQ,DCI.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,50.09607542871166,368.4841230945102,372.39780390063356,358.5686850031562,14.379422571829991,20.362544414880126,0.24582716070852131,
NSE,STOCK,DCXINDIA,DCX Systems Limited,INE0KL801015,,EQ,DCXINDIA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,37.828671678506474,171.01391907608917,173.32143343195966,176.25218170570827,-3.159568951142006,-3.032688071850409,0.7279164543331387,
NSE,STOCK,DDEVPLSTIK,Ddev Plastiks Industries Limited,INE0HR601026,,EQ,DDEVPLSTIK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.28449914236322,275.23681146146043,277.0669960735633,278.22626059322056,-1.339894655189994,-0.6353028211783702,0.30517193334447973,
NSE,STOCK,DEEDEV,DEE Development Engineers Limited,INE841L01016,,EQ,DEEDEV.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,51.19952148348899,632.5098347417434,632.8226705595955,640.5526159992453,-8.225447135451077,-9.764136313284297,0.7703712706355897,
NSE,STOCK,DEEPAKNTR,Deepak Nitrite Limited,INE288B01029,,EQ,DEEPAKNTR.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,46.28403921871039,1733.891706908657,1743.1215970701019,1734.507647879613,8.535740689020486,16.129294440959598,0.5195874146796231,
NSE,STOCK,DELHIVERY,Delhivery Limited,INE148O01028,,EQ,DELHIVERY.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,47.19266985759806,459.3246805167704,459.0277208478074,462.2753700913365,-3.3802518014462066,-4.737722574742668,0.6947459013866886,
NSE,STOCK,DELTACORP,Delta Corp Limited,INE124G01033,,EQ,DELTACORP.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,28.239962211775037,57.05356045681012,58.52059034617004,59.96966775465071,-1.5945409433896387,-1.2767464195650262,1.1171908552378829,
NSE,STOCK,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,INE501A01019,,EQ,DEEPAKFERT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,31.907013087366437,1390.597003810205,1429.1159480169713,1466.5567172925655,-41.320936895963996,-32.63797935307177,0.8430016498565758,
NSE,STOCK,DHOOTTRANS,Dhoot Transmission Limited,INE01NH01023,,EQ,DHOOTTRANS.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_15
NSE,STOCK,DEEPINDS,Deep Industries Limited,INE0FHS01024,,EQ,DEEPINDS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,72.3398546638241,729.7223251362757,695.9483413345096,659.8767912113831,39.078780820800375,35.65711437090587,2.578932356659627,
NSE,STOCK,DENTA,Denta Water and Infra Solutions Limited,INE0R4L01018,,EQ,DENTA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,26.866406807821903,273.59737611013145,283.83803396705014,297.0077209704424,-14.502082544067491,-12.51671093414722,0.4244763332256269,
NSE,STOCK,DEVYANI,Devyani International Limited,INE872J01023,,EQ,DEVYANI.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,55.060147611701304,139.46517012817762,140.38276160860218,136.67606340195977,3.820848623820609,5.664639263928814,0.474914121497886,
NSE,STOCK,DIFFNKG,Diffusion Engineers Limited,INE184O01015,,EQ,DIFFNKG.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,68.22686668383024,467.145067453616,441.9111290437811,423.9570126997397,20.209037720671233,11.692540554032748,2.6563348179362873,
NSE,STOCK,DHAMPURSUG,Dhampur Sugar Mills Limited,INE041A01016,,EQ,DHAMPURSUG.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,50.523937319088596,172.6425217333362,172.84514368746954,167.35109099090437,5.784180635616281,7.506734766134696,0.4672430906655398,
NSE,STOCK,DIGITIDE,Digitide Solutions Limited,INE0U4701011,,EQ,DIGITIDE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,42.45331690755901,96.92073755715307,98.19810335386434,98.76172075018698,-0.6638008298796194,-0.16514164850081323,0.36417676275409777,
NSE,STOCK,DIACABS,Diamond Power Infrastructure Limited,INE989C01038,,BE,DIACABS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,44.804926934195635,334.2348792995798,341.1206688604496,332.9744618674981,7.950597791837538,15.395054208759685,1.716245983645368,
NSE,STOCK,DIXON,Dixon Technologies (India) Limited,INE935N01020,,EQ,DIXON.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,52.51296895092686,14568.608768080067,14547.186311387428,14339.22993795244,219.02564250726755,269.4991206531496,0.7489868137059834,
NSE,STOCK,DIVGIITTS,Divgi Torqtransfer Systems Limited,INE753U01022,,EQ,DIVGIITTS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,61.87992917418593,1229.0867193125746,1208.4733883673744,1157.6485148224856,54.104496679286285,61.24893402811019,0.5314027157848183,
NSE,STOCK,DLF,DLF Limited,INE271C01023,,EQ,DLF.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.15101154189242,679.0647868917717,676.1382361680409,669.5814020861513,7.047320245864398,7.3678171924699845,1.1771596958692834,
NSE,STOCK,DIVISLAB,Divi's Laboratories Limited,INE361B01024,,EQ,DIVISLAB.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,65.20340064299381,9165.946800154847,8986.398470791288,8645.833406514492,366.63644233633204,373.6135412575951,0.5830459877924848,
NSE,STOCK,DJML,DJ Mediaprint & Logistics Limited,INE0B1K01014,,EQ,DJML.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,24.977915507239018,72.82541629893288,81.5334528237609,91.08737307536418,-10.585585476164326,-8.240559439942508,0.41542735073791426,
NSE,STOCK,DLINKINDIA,D-Link (India) Limited,INE250K01012,,EQ,DLINKINDIA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,54.40330851892935,445.79908782230837,442.35316065790806,445.057983092204,-2.536565876796658,-5.818563200025216,0.4399041104639028,
NSE,STOCK,DMCC,DMCC SPECIALITY CHEMICALS LIMITED,INE505A01010,,EQ,DMCC.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.085456218205515,292.1520616728619,289.97804573229024,286.0686152134378,4.133862114945941,4.655677136843344,0.3611924312745448,
NSE,STOCK,DOLATALGO,Dolat Algotech Limited,INE966A01022,,EQ,DOLATALGO.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,42.72028749363599,71.09513575796817,71.95621810518756,71.73643030691896,0.2076215395914005,0.6358926784195978,0.7196314452863759,
NSE,STOCK,DMART,Avenue Supermarts Limited,INE192R01011,,EQ,DMART.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,35.66277586201396,3801.350439040834,3856.6021784965224,3908.7935755042095,-57.70829619475626,-43.474323888215395,0.6560402244039463,
NSE,STOCK,DOLLAR,Dollar Industries Limited,INE325C01035,,EQ,DOLLAR.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,45.53771589620238,265.9414543249882,268.35000372016367,268.77023633290275,-0.5927358819023425,0.7213962628509671,0.4424007423735926,
NSE,STOCK,DOLPHIN,Dolphin Offshore Enterprises (India) Limited,INE920A01037,,EQ,DOLPHIN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,76.26570492500738,628.8062280774373,600.9696871144541,553.4138187068808,51.33515835924413,52.20283538661182,1.09310461580471,
NSE,STOCK,DYCL,Dynamic Cables Limited,INE600Y01019,,EQ,DYCL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,56.35321534157792,509.64255626396414,487.0085771651929,460.8502748516249,28.718470307427197,23.86086451962737,1.3007784805022635,
NSE,STOCK,E2E,E2E Networks Limited,INE255Z01027,,BE,E2E.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,53.39266514361262,605.5976840183787,610.1668643904839,591.9257439581756,18.548158339126417,28.682965877162964,0.7204952020037919,
NSE,STOCK,DREDGECORP,Dredging Corporation of India Limited,INE506A01018,,EQ,DREDGECORP.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.141384652065476,1084.880010842118,1096.5636578219546,1097.3667876680595,-1.4914833422401443,5.171029448413559,0.6575081276328748,
NSE,STOCK,EBGNG,GNG Electronics Limited,INE18JU01028,,EQ,EBGNG.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,51.92819695735622,617.638907627876,607.9304801101496,592.9169157846,16.45871582451332,14.604846478494764,1.4117198557352217,
NSE,STOCK,DRREDDY,Dr. Reddy's Laboratories Limited,INE089A01031,,EQ,DRREDDY.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,39.91758288052542,1162.7562378275509,1171.7267886322725,1182.2285204392447,-11.265110125367983,-10.681846467228516,0.22238638604076644,
NSE,STOCK,ECLERX,eClerx Services Limited,INE738I01010,,EQ,ECLERX.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,53.376159775572525,1947.8691560020302,1922.9563257083712,1878.675355590417,47.7151094864887,46.69926020468487,0.6858721462108676,
NSE,STOCK,EDELWEISS,Edelweiss Financial Services Limited,INE532F01054,,EQ,EDELWEISS.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,67.91081581557475,131.68094684744136,128.156047603106,125.23222060332265,3.246524836580022,2.341058870450178,1.8880600787519382,
NSE,STOCK,ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,,EQ,ECOSMOBLTY.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,37.6430456070353,114.11194203843256,115.17196349016854,118.81110278502705,-3.9058881537946917,-4.3466611051924335,1.0900478568089855,
NSE,STOCK,EICHERMOT,Eicher Motors Limited,INE066A01021,,EQ,EICHERMOT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,34.590687372357166,7766.889984032604,7886.1051701273445,7887.478763304969,-8.125003968453711,56.920859974777,1.1768069103393566,
NSE,STOCK,EFCIL,EFC (I) Limited,INE886D01026,,EQ,EFCIL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.053962628804996,200.71190285793534,197.54761079145948,194.34794062469345,3.5936824500305136,2.415961362902825,0.6101676489775782,
NSE,STOCK,EKC,Everest Kanto Cylinder Limited,INE184H01027,,EQ,EKC.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.969736331440714,107.29710918622445,108.87963671283654,110.05066545565907,-1.3085918642749732,-0.8135704401541919,0.4779589369611552,
NSE,STOCK,EIHOTEL,EIH Limited,INE230A01023,,EQ,EIHOTEL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.17285159347028,291.44090949470285,295.6167101343321,302.23191154198116,-7.18029197871607,-6.944401956442359,0.7673436350221092,
NSE,STOCK,EIDPARRY,EID Parry India Limited,INE126A01031,,EQ,EIDPARRY.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,47.31906881886814,788.8457987406855,793.2055050376496,789.2924872121224,3.873850168202239,7.35539558123685,0.2833431414054002,
NSE,STOCK,ELECON,Elecon Engineering Company Limited,INE205B01031,,EQ,ELECON.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.776807554884286,427.4049909701311,428.3329446895123,435.3310956090327,-7.3549911764276885,-8.916909201360083,0.7600557882116188,
NSE,STOCK,EIEL,Enviro Infra Engineers Limited,INE0LLY01014,,EQ,EIEL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,41.19388483063795,194.9849785198354,197.75695412884326,202.67283969055282,-5.326574179530667,-5.329902471114955,0.4793448125655575,
NSE,STOCK,ELECTCAST,Electrosteel Castings Limited,INE086A01029,,EQ,ELECTCAST.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,72.70681043238886,83.0173543983329,79.53137581141979,77.08746418626131,2.774851624946166,1.4910526565629438,1.2566896254667417,
NSE,STOCK,ELGIEQUIP,Elgi Equipments Limited,INE285A01027,,EQ,ELGIEQUIP.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,61.144713505053716,630.271814388989,622.0042251905832,612.4972459044305,10.437473495603513,9.01960538597272,0.7721626551164074,
NSE,STOCK,EMAMILTD,Emami Limited,INE548C01032,,EQ,EMAMILTD.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,34.454062580464566,373.6425602948212,384.8327907924347,392.90774603744,-9.08777041184652,-5.389487808468749,1.0355632979856044,
NSE,STOCK,ELLEN,Ellenbarrie Industrial Gases Limited,INE236E01022,,EQ,ELLEN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,61.99347614164165,325.21143104828025,321.195615899368,313.1200994558981,8.623137566130936,9.495854919209028,0.9915466668965187,
NSE,STOCK,ELIN,Elin Electronics Limited,INE050401020,,EQ,ELIN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,40.67925027425835,97.13743566713542,98.71840638425239,99.67003109875986,-1.0569623573849043,-0.6503761621043613,0.20981723793970633,
NSE,STOCK,EMBDL,Embassy Developments Limited,INE069I01010,,EQ,EMBDL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,32.78530015056481,59.19609783907767,60.79761553428169,61.58335907065701,-0.9040869023236482,-0.31355400358238916,0.796856478516272,
NSE,STOCK,EMCURE,Emcure Pharmaceuticals Limited,INE168P01015,,EQ,EMCURE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.75044670107001,1880.6693317585782,1879.8733464140353,1886.0957969604212,-7.18366147079746,-5.74853327341316,2.0751184662572313,
NSE,STOCK,EMIL,Electronics Mart India Limited,INE02YR01019,,EQ,EMIL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,53.40427578138961,176.2789922757059,177.83642462634572,171.4884571281464,6.503424057934097,9.842625944330226,0.15369899114625726,
NSE,STOCK,EMMVEE,Emmvee Photovoltaic Power Limited,INE1C6T01020,,EQ,EMMVEE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,50.05278652949995,324.79968933250245,324.5809157705195,325.0658864354375,-0.46013067502565264,-0.8997852557177686,0.515485965623704,
NSE,STOCK,EMUDHRA,eMudhra Limited,INE01QM01018,,EQ,EMUDHRA.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,48.50239847491166,531.5254984006798,535.4530991045592,524.159044898862,11.687170692534096,17.093217155602897,0.48503184702733787,
NSE,STOCK,EMSLIMITED,EMS Limited,INE0OV601013,,EQ,EMSLIMITED.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,47.848428919313974,382.66061197733444,383.188541431009,386.86540043895775,-3.945772035828554,-4.59310383035025,0.19953454340527352,
NSE,STOCK,ENDURANCE,Endurance Technologies Limited,INE913H01037,,EQ,ENDURANCE.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,36.41334144256231,2819.9586753185067,2884.1469508721557,2880.089390591802,0.7844739271204162,37.245531937841314,0.6895215109029871,
NSE,STOCK,ENGINERSIN,Engineers India Limited,INE510A01028,,EQ,ENGINERSIN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,72.69718033579065,272.1498922490089,259.7183060207908,250.73886389231964,10.077732702863756,6.230529614665755,1.2389503223467877,
NSE,STOCK,EPACKPEB,EPack Prefab Technologies Limited,INE0MLS01022,,EQ,EPACKPEB.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.96824614883929,226.37799725259163,229.53407877236268,234.6832926852583,-5.6095567842101275,-5.373901741361399,0.5519017790544918,
NSE,STOCK,ESDS,ESDS Software Solution Limited,INE0DRI01029,,EQ,ESDS.NS,INSUFFICIENT_DATA,,,,,,,,,,,,,,,,INSUFFICIENT_DATA_ROWS_1
NSE,STOCK,ENRIN,Siemens Energy India Limited,INE1NPP01017,,EQ,ENRIN.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,33.48876182657392,3165.030306146384,3263.0445359146374,3331.631642275914,-77.56491829569995,-41.92804480772216,0.6093011578793212,
NSE,STOCK,EPACK,EPACK Durable Limited,INE0G5901015,,EQ,EPACK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,23.490537177936375,189.76962596978362,196.20166932915797,205.6924998732625,-10.359876821522704,-9.520902022390466,0.7383002274556311,
NSE,STOCK,ENTERO,Entero Healthcare Solutions Limited,INE010601016,,EQ,ENTERO.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,86.05820640854432,1794.2515467023588,1670.5882320147389,1537.5116590274956,146.9120619603525,116.86280094592567,0.3979469245321415,
NSE,STOCK,EQUITASBNK,Equitas Small Finance Bank Limited,INE063P01018,,EQ,EQUITASBNK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,39.994255443929944,73.59266580817234,74.34820572754556,75.03389819743805,-0.7576692296081831,-0.5754244301833021,0.7905711806862927,
NSE,STOCK,ESTER,Ester Industries Limited,INE778B01029,,EQ,ESTER.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,50.881532055389656,93.62236888529155,94.07136926465516,93.70856964218781,0.33932840659035435,0.8353207876095241,0.1503228017741801,
NSE,STOCK,EPL,EPL Limited,INE255A01020,,EQ,EPL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,50.6533742899975,246.47896996524565,248.78573433491056,245.8035825701481,3.0646847565477344,4.964385221532552,0.9823850921640944,
NSE,STOCK,EUROPRATIK,Euro Pratik Sales Limited,INE198501012,,EQ,EUROPRATIK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,42.89493888030157,262.5908039569526,267.1427510492164,276.46973200975265,-10.187352995821584,-9.843367212499684,0.9088836801698567,
NSE,STOCK,EUREKAFORB,Eureka Forbes Limited,INE0KCE01017,,EQ,EUREKAFORB.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,46.528669446323924,426.9426376976352,428.44716815561696,434.41647076161337,-6.396255840298522,-7.234173724946086,0.5790771171588024,
NSE,STOCK,ETERNAL,ETERNAL LIMITED,INE758T01015,,EQ,ETERNAL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,57.036440642335215,325.3643486691685,324.59796647300215,318.40579476506105,6.507012115600048,8.132774124512547,0.47465698508491216,
NSE,STOCK,EXCELSOFT,Excelsoft Technologies Limited,INE606N01019,,EQ,EXCELSOFT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,37.02725655285046,70.27877728219867,71.17112531963875,73.01072205095805,-1.9891815303547844,-2.0239989484175105,0.8042402005487203,
NSE,STOCK,EXIDEIND,Exide Industries Limited,INE302A01020,,EQ,EXIDEIND.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,35.64425016029823,429.40281018079696,440.78771925845837,445.67447103529287,-5.9198158556298495,-0.2684781167887984,1.027730300208224,
NSE,STOCK,EXICOM,Exicom Tele-Systems Limited,INE777F01014,,EQ,EXICOM.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,65.118192652408,168.54017800601162,163.48601816906447,161.30904356108087,2.5496721832883225,0.5095959829559424,3.242087570798625,
NSE,STOCK,FIEMIND,Fiem Industries Limited,INE737H01014,,EQ,FIEMIND.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,39.12231934999087,2071.1413532061106,2130.076093799164,2202.993499978287,-80.91677339655598,-64.6774350104803,0.3803040374543942,
NSE,STOCK,EXPLEOSOL,Expleo Solutions Limited,INE201K01015,,EQ,EXPLEOSOL.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,58.91975117172448,882.0145244885223,873.8235747662782,861.7383530391446,13.080917203171794,12.9387174643256,0.14591631206566033,
NSE,STOCK,FACT,Fertilizers and Chemicals Travancore Limited,INE188A01015,,EQ,FACT.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.46636060435404,808.6659855281897,815.0210554812409,820.3891186955601,-5.75088701790844,-5.255545872668755,0.05021374198113659,
NSE,STOCK,FEDERALBNK,The Federal Bank  Limited,INE171A01029,,EQ,FEDERALBNK.NS,NO_SIGNAL,NO_SIGNAL,,,,,,,,43.93249732022802,346.99501000068483,349.73549990253815,350.0985698633576,-0.5905378581772993,1.0366968927344464,0.8575418993831357,
