trades,win_rate_pct,avg_net_pct,profit_factor,avg_winner_pct,avg_loser_pct,avg_holding_days,variant
435,37.24137931034483,0.07043132665258107,1.0438873489236702,4.4983619620718365,-2.5571319075522516,4.0,CURRENT
674,37.68545994065282,0.12397330688342992,1.0780503715169936,4.543792021881698,-2.548964677901237,4.014836795252226,EMA_MACD
