exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,yahoo_symbol,validation_method,data_rows,last_date,validation_error
BSE,STOCK,KIAASA,Kiaasa Retail,,544711,M,KIAASA.BO,KIAASA.BO,data_symbol,128,2026-09-03,
BSE,STOCK,KICL,Kalyani Investment Company,,533302,B,KICL.BO,KICL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIDUJA,Kiduja India,,507946,X,KIDUJA.BO,KIDUJA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIFS,KIFS Financial Services,,535566,X,KIFS.BO,KIFS.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KILITCH,Kilitch Drugs,,524500,T,KILITCH.BO,KILITCH.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KIMIABL,Kimia Biosciences,,530313,X,KIMIABL.BO,KIMIABL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIMS,Krishna Institute of Medical Sciences,,543308,A,KIMS.BO,KIMS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KINETICENG,Kinetic Engineering,,500240,XT,KINETICENG.BO,KINETICENG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KINETRU,Kinetic Trust,,531274,XT,KINETRU.BO,KINETRU.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KINGFA,Kingfa Science & Technology,,524019,B,KINGFA.BO,KINGFA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KINGSINFR,Kings Infra Ventures,,530215,X,KINGSINFR.BO,KINGSINFR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIOCL,KIOCL,,540680,B,KIOCL.BO,KIOCL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRANSY-B,Kiran Syntex,,530443,X,KIRANSY-B.BO,KIRANSY-B.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRANVYPAR,Kiran Vyapar,,537750,B,KIRANVYPAR.BO,KIRANVYPAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRIINDUS,Kiri Industries,,532967,A,KIRIINDUS.BO,KIRIINDUS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRLFER,Kirloskar Ferrous Industries,,500245,B,KIRLFER.BO,KIRLFER.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRLOSBROS,Kirloskar Brothers,,500241,A,500241.BO,500241.BO,symbol,210,2026-07-17,
BSE,STOCK,KIRLOSENG,Kirloskar Oil Engines,,533293,A,KIRLOSENG.BO,KIRLOSENG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIRLOSIND,Kirloskar Industries,,500243,B,500243.BO,500243.BO,symbol,210,2026-07-17,
BSE,STOCK,KIRLPNU,Kirloskar Pneumatic Company,,505283,A,KIRLPNU.BO,KIRLPNU.BO,data_symbol,251,2026-09-03,
BSE,STOCK,KISAAN,Kisaan Parivar Industries,,519230,X,KISAAN.BO,KISAAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KISAN,Kisan Mouldings,,530145,XT,KISAN.BO,KISAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KISSHT,OnEMI Technology Solutions,,544754,B,KISSHT.BO,KISSHT.BO,data_symbol,85,2026-09-03,
BSE,STOCK,KITEX,Kitex Garments,,521248,A,KITEX.BO,KITEX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KIZI,Kizi Apparels,,544221,MT,KIZI.BO,KIZI.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KJMCCORP,KJMC Corporate Advisors,,532304,X,KJMCCORP.BO,KJMCCORP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KJMCFIN,KJMC Financial Services,,530235,B,KJMCFIN.BO,KJMCFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KKALPANAIND,Kkalpana Industries,,526409,X,KKALPANAIND.BO,KKALPANAIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KKCL,Kewal Kiran Clothing,,532732,B,KKCL.BO,KKCL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KKSHL,KK Shah Hospitals,,544013,M,KKSHL.BO,KKSHL.BO,data_symbol,251,2026-09-03,
BSE,STOCK,KKSILK,K K Silk Mills,,544624,MT,KKSILK.BO,KKSILK.BO,data_symbol,188,2026-09-03,
BSE,STOCK,KLBRENG-B,Kilburn Engineering,,522101,B,KLBRENG-B.BO,KLBRENG-B.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KLRFM,Kovilpatti Lakshmi Roller,,507598,X,KLRFM.BO,KLRFM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KMCSHIL,KMC Speciality Hospitals,,524520,B,KMCSHIL.BO,KMCSHIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KMEW,Knowledge Marine & Engineering Works,,543273,B,KMEW.BO,KMEW.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KMFBLDR,KMF Builders & Developers,,531578,X,KMFBLDR.BO,KMFBLDR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KMGMILK,KMG Milk Food,,519415,P,KMGMILK.BO,KMGMILK.BO,data_symbol,251,2026-09-03,
BSE,STOCK,KMSMEDI,KMS Medisurgi,,540468,MT,KMSMEDI.BO,KMSMEDI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,KMSUGAR,KM Sugar Mills,,532673,B,KMSUGAR.BO,KMSUGAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KNACK,Knack Packaging,,544814,B,KNACK.BO,KNACK.BO,data_symbol,42,2026-09-03,
BSE,STOCK,KNRCON,KNR Constructions,,532942,A,KNRCON.BO,KNRCON.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOBO,Kobo Biotech,,531541,Z,KOBO.BO,KOBO.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KOHINOOR,Kohinoor Foods,,512559,B,KOHINOOR.BO,KOHINOOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOKUYOCMLN,Kokuyo Camlin,,523207,B,KOKUYOCMLN.BO,KOKUYOCMLN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOLTEPATIL,Kolte Patil Developers,,532924,B,KOLTEPATIL.BO,KOLTEPATIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KONNDOR,Konndor Industries,,532397,XT,KONNDOR.BO,KONNDOR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOPRAN,Kopran,,524280,B,KOPRAN.BO,KOPRAN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KORE,Jay Jalaram Technologies,,209084,NS,KORE.BO,KORE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOTHARIPRO,Kothari Products,,530299,B,KOTHARIPRO.BO,KOTHARIPRO.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KOTIC,Kothari Industrial Corporation,,509732,B,KOTIC.BO,KOTIC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KOTYARK,Kotyark Industries,,544726,T,KOTYARK.BO,KOTYARK.BO,data_symbol,122,2026-09-03,
BSE,STOCK,KOURA,Koura Fine Diamond Jewelry,,544139,MT,KOURA.BO,KOURA.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KOVAI,Kovai Medical Center Hospital,,523323,B,KOVAI.BO,KOVAI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPEL,KP Energy,,539686,B,KPEL.BO,KPEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPGEL,KP Green Engineering,,544150,M,KPGEL.BO,KPGEL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPIGREEN,KPI Green Energy,,542323,A,KPIGREEN.BO,KPIGREEN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPIL,Kalpataru Projects International,,522287,A,KPIL.BO,KPIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPITTECH,KPIT Technologies,,542651,A,KPITTECH.BO,KPITTECH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPL,Kwality Pharmaceuticals,,539997,B,KPL.BO,KPL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPRMILL,KPR Mill,,532889,A,KPRMILL.BO,KPRMILL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KPT,KPT Industries,,505299,X,KPT.BO,KPT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRANTI,Kranti Industries,,542459,B,KRANTI.BO,KRANTI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRATIKAL,Kratikal Tech,,544811,M,KRATIKAL.BO,KRATIKAL.BO,data_symbol,43,2026-09-03,
BSE,STOCK,KRBL,KRBL,,530813,A,KRBL.BO,KRBL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KREBSBIO,Krebs Biochemicals & Industries,,524518,B,KREBSBIO.BO,KREBSBIO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KREONFIN,Kreon Finnancial Services,,530139,XT,KREONFIN.BO,KREONFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRETTOSYS,Kretto Syscon,,531328,X,KRETTOSYS.BO,KRETTOSYS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRIDHANINF,Kridhan Infra,,533482,T,KRIDHANINF.BO,KRIDHANINF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRIFILIND,Krishna Filament Industries,,500248,X,KRIFILIND.BO,KRIFILIND.BO,data_symbol,251,2026-09-03,
BSE,STOCK,KRISHIVAL,Krishival Foods,,544416,B,KRISHIVAL.BO,KRISHIVAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRISHNA,Krishna Ventures,,504392,XT,KRISHNA.BO,KRISHNA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRISHNACAP,Krishna Capital & Securities,,539384,XT,KRISHNACAP.BO,KRISHNACAP.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KRITI,Kriti Industries India,,526423,B,KRITI.BO,KRITI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRITINUT,Kriti Nutrients,,533210,B,KRITINUT.BO,KRITINUT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRN,KRN Heat Exchanger and Refrigeration,,544263,A,KRN.BO,KRN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRONOX,Kronox Lab Sciences,,544187,T,KRONOX.BO,KRONOX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KROSS,Kross,,544253,B,KROSS.BO,KROSS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRRAIL,K&R Rail Engineering,,514360,X,KRRAIL.BO,KRRAIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRSNAA,Krsnaa Diagnostics,,543328,B,KRSNAA.BO,KRSNAA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRUPALU,Krupalu Metals,,544509,M,KRUPALU.BO,KRUPALU.BO,data_symbol,242,2026-09-03,
BSE,STOCK,KRYPTONQ,Krypton Industries,,523550,X,KRYPTONQ.BO,KRYPTONQ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KRYSTAL,Krystal Integrated Services,,544149,B,KRYSTAL.BO,KRYSTAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KSB,KSB,,500249,A,KSB.BO,KSB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KSCL,Kaveri Seed Company,,532899,B,KSCL.BO,KSCL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KSE,KSE,,519421,B,KSE.BO,KSE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KSHINTL,KSH International,,544664,B,KSHINTL.BO,KSHINTL.BO,data_symbol,174,2026-09-03,
BSE,STOCK,KSL,Kalyani Steels,,500235,B,500235.BO,500235.BO,symbol,210,2026-07-17,
BSE,STOCK,KSOLVES,Ksolves,,543599,B,KSOLVES.BO,KSOLVES.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KSR,KSR Footwear,,544615,B,KSR.BO,KSR.BO,data_symbol,192,2026-09-03,
BSE,STOCK,KSSMART,KS Smart Technologies,,516038,X,KSSMART.BO,KSSMART.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KTIL,Kesar Terminals & Infrastructure,,533289,X,KTIL.BO,KTIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KTKBANK,Karnataka Bank,,532652,A,KTKBANK.BO,KTKBANK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KUANTUM,Kuantum Papers,,532937,B,KUANTUM.BO,KUANTUM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KUBERJI,Kuber Udyog,,539408,XT,KUBERJI.BO,KUBERJI.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KUMPFIN,Kumbhat Financial Services,,526869,X,KUMPFIN.BO,KUMPFIN.BO,data_symbol,250,2026-09-03,
BSE,STOCK,KUNSTOFF,Kunststoffe Industries,,523594,X,KUNSTOFF.BO,KUNSTOFF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KUSHIND,Kush Industries,,514240,X,KUSHIND.BO,KUSHIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KUSUMGAR,Kusumgar,,544821,B,KUSUMGAR.BO,KUSUMGAR.BO,data_symbol,37,2026-09-03,
BSE,STOCK,KUWERIN,Kuwer Industries,,530421,X,KUWERIN.BO,KUWERIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KVFORGE,Krishnaveer Forge,,513369,XT,KVFORGE.BO,KVFORGE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,KVSCASTING,KVS Castings,,544554,MT,KVSCASTING.BO,KVSCASTING.BO,data_symbol,228,2026-09-03,
BSE,STOCK,KVTOYS,K V Toys,,544641,M,KVTOYS.BO,KVTOYS.BO,data_symbol,180,2026-09-03,
BSE,STOCK,KWIL,Kwality Walls,,544622,B,KWIL.BO,KWIL.BO,data_symbol,138,2026-09-03,
BSE,STOCK,KZLFIN,KZ Leasing & Finance,,511728,X,KZLFIN.BO,KZLFIN.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LABELKRAFT,Labelkraft Technologies,,543830,M,LABELKRAFT.BO,LABELKRAFT.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LACTOSE,Lactose,,524202,X,LACTOSE.BO,LACTOSE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LADDERUP,Ladderup Finance,,530577,B,LADDERUP.BO,LADDERUP.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LADDU,Laddu Gopal Online Services,,537707,X,LADDU.BO,LADDU.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAFFANSQ,Laffans Petrochemicals,,524522,X,LAFFANSQ.BO,LAFFANSQ.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAHL,Ladam Affordable Housing,,540026,X,LAHL.BO,LAHL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAHOTIOV,Lahoti Overseas,,531842,B,LAHOTIOV.BO,LAHOTIOV.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKESHORE,Mahaan Foods,,519612,X,LAKESHORE.BO,LAKESHORE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKHOTIA,Lakhotia Polyesters,,535387,X,LAKHOTIA.BO,LAKHOTIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKPRE,Lakshmi Precision Screws,,506079,Z,LAKPRE.BO,LAKPRE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKSELEC,Lakshmi Electrical Control Systems,,504258,X,LAKSELEC.BO,LAKSELEC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKSHMIEW,Lakshmi Engineering & Warehousing,,505302,X,LAKSHMIEW.BO,LAKSHMIEW.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAKSHMIMIL,Lakshmi Mills,,502958,B,LAKSHMIMIL.BO,LAKSHMIMIL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAL,Lorenzini Apparels,,540952,B,LAL.BO,LAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LALPATHLAB,Dr. Lal Path Labs,,539524,A,LALPATHLAB.BO,LALPATHLAB.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAMBODHARA,Lambodhara Textiles,,590075,B,LAMBODHARA.BO,LAMBODHARA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LANCER,Lancer Container Lines,,539841,B,LANCER.BO,LANCER.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LANCORHOL,Lancor Holdings,,509048,B,LANCORHOL.BO,LANCORHOL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LANDMARC,Landmarc Leisure Corporation,,532275,X,LANDMARC.BO,LANDMARC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LANDMARK,Landmark Cars,,543714,B,LANDMARK.BO,LANDMARK.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LANDSMILL,Landsmill Green,,533090,B,LANDSMILL.BO,LANDSMILL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAOPALA,La Opala RG,,526947,B,LAOPALA.BO,LAOPALA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LASA,Lasa Supergenerics,,540702,B,LASA.BO,LASA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LASERPOWER,Laser Power & Infra,,544822,B,LASERPOWER.BO,LASERPOWER.BO,data_symbol,36,2026-09-03,
BSE,STOCK,LASTMILE,Last Mile Enterprises,,526961,X,LASTMILE.BO,LASTMILE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LATENTVIEW,Latent View Analytics,,543398,A,LATENTVIEW.BO,LATENTVIEW.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LATIMMETAL,La Tim Metal & Industries,,505693,X,LATIMMETAL.BO,LATIMMETAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAURUSLABS,Laurus Labs,,540222,A,LAURUSLABS.BO,LAURUSLABS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAXMIDENTL,Laxmi Dental,,544339,B,LAXMIDENTL.BO,LAXMIDENTL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAXMIINDIA,Laxmi India Finance,,544465,B,LAXMIINDIA.BO,LAXMIINDIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LAXMIPATI,Laxmipati Engineering,,537669,MT,LAXMIPATI.BO,LAXMIPATI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LCCINFOTEC,LCC Infotech,,532019,B,532019.BO,532019.BO,symbol,211,2026-07-17,
BSE,STOCK,LEADFIN,Lead Financial Services,,531288,X,LEADFIN.BO,LEADFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LEENEE,Lee & Nee Softwares Exports,,517415,T,LEENEE.BO,LEENEE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LEHAR,Lehar Footwears,,532829,X,LEHAR.BO,LEHAR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LELAVOIR,Le Lavoir,,539814,X,LELAVOIR.BO,LELAVOIR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LEMONTREE,Lemon Tree Hotels,,541233,A,LEMONTREE.BO,LEMONTREE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LENSKART,Lenskart Solutions,,544600,B,LENSKART.BO,LENSKART.BO,data_symbol,205,2026-09-03,
BSE,STOCK,LERTHAI,Lerthai Finance,,502250,XT,LERTHAI.BO,LERTHAI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LESHAIND,Lesha Industries,,533602,X,LESHAIND.BO,LESHAIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LESL,Leapfrog Engineering Services,,544797,M,LESL.BO,LESL.BO,data_symbol,52,2026-09-03,
BSE,STOCK,LEX,Lex Nimble Solutions,,541196,MT,LEX.BO,LEX.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LEXGLOBAL,Lexora Global,,512345,XT,LEXGLOBAL.BO,LEXGLOBAL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LEXORAA,Lexoraa Industries,,531944,X,LEXORAA.BO,LEXORAA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LGBBROSLTD,LG Balakrishnan & Bros,,500250,A,500250.BO,500250.BO,symbol,210,2026-07-17,
BSE,STOCK,LGBFORGE,LGB Forge,,533007,XT,LGBFORGE.BO,LGBFORGE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LGEINDIA,LG Electronics,,544576,B,LGEINDIA.BO,LGEINDIA.BO,data_symbol,222,2026-09-03,
BSE,STOCK,LGLL,Landmark Global Learning,,544341,M,LGLL.BO,LGLL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LGT,LGT Global Hospitality,,544489,M,LGT.BO,LGT.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LIBERTSHOE,Liberty Shoes,,526596,B,LIBERTSHOE.BO,LIBERTSHOE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LIBORD,Libord Securities,,531027,X,LIBORD.BO,LIBORD.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LIBORDFIN,Libord Finance,,511593,X,LIBORDFIN.BO,LIBORDFIN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LIKHAMI,Likhami Consulting,,539927,X,LIKHAMI.BO,LIKHAMI.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LIKHITHA,Likhitha Infrastructure,,543240,B,LIKHITHA.BO,LIKHITHA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LIMECHM,Lime Chemicals,,507759,X,LIMECHM.BO,LIMECHM.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LINC,Linc,,531241,B,LINC.BO,LINC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LINCOLN,Lincoln Pharmaceuticals,,531633,B,LINCOLN.BO,LINCOLN.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LINDEINDIA,Linde,,523457,A,LINDEINDIA.BO,LINDEINDIA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LINKPH,Link Pharma Chem,,524748,X,LINKPH.BO,LINKPH.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LIOTECH,Liotech Industries,,544796,M,LIOTECH.BO,LIOTECH.BO,data_symbol,52,2026-09-03,
BSE,STOCK,LIPPISYS,Lippi Systems,,526604,XT,LIPPISYS.BO,LIPPISYS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LKMEHTA,LK Mehta Polymers,,544366,M,LKMEHTA.BO,LKMEHTA.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LKPSEC,LKP Securities,,540192,B,LKPSEC.BO,LKPSEC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LLFICL,Leading Leasing Finance,,540360,T,LLFICL.BO,LLFICL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LLOYDSENGG,Lloyds Engineering Works,,539992,A,LLOYDSENGG.BO,LLOYDSENGG.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LLOYDSENT,Lloyds Enterprises,,512463,A,LLOYDSENT.BO,LLOYDSENT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LLOYDSME,Lloyds Metals & Energy,,512455,A,LLOYDSME.BO,LLOYDSME.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LMW,LMW,,500252,A,LMW.BO,LMW.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LODHA,Lodha Developers,,543287,A,LODHA.BO,LODHA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOGICA,Logica Infoway,,543746,M,LOGICA.BO,LOGICA.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOGICIEL,Logiciel Solutions,,544625,M,LOGICIEL.BO,LOGICIEL.BO,data_symbol,186,2026-09-03,
BSE,STOCK,LOKESHMACH,Lokesh Machines,,532740,B,532740.BO,532740.BO,symbol,210,2026-07-17,
BSE,STOCK,LONGSPUR,Longspur International Ventures,,504340,X,LONGSPUR.BO,LONGSPUR.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOOKS,Looks Health Services,,534422,XT,LOOKS.BO,LOOKS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LORDSCHLO,Lords Chloro Alkali,,500284,B,LORDSCHLO.BO,LORDSCHLO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LORDSHOTL,Lords Ishwar Hotels,,530065,X,LORDSHOTL.BO,LORDSHOTL.BO,data_symbol,250,2026-09-03,
BSE,STOCK,LORDSMARK,Lords Mark Industries,,501261,XT,LORDSMARK.BO,LORDSMARK.BO,data_symbol,251,2026-09-03,
BSE,STOCK,LOTUSCHO,Lotus Chocolate,,523475,B,LOTUSCHO.BO,LOTUSCHO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOTUSDEV,Sri Lotus Developers & Realty,,544469,T,LOTUSDEV.BO,LOTUSDEV.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOTUSEYE,Lotus Eye Hospital,,532998,B,LOTUSEYE.BO,LOTUSEYE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOVABLE,Lovable Lingerie,,533343,B,LOVABLE.BO,LOVABLE.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOYAL,Loyal Equipments,,539227,X,LOYAL.BO,LOYAL.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LOYALTEX,Loyal Textile Mills,,514036,B,LOYALTEX.BO,LOYALTEX.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LPDC,Landmark Property Development,,533012,B,LPDC.BO,LPDC.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LT,Larsen & Toubro,,500510,A,500510.BO,500510.BO,symbol,210,2026-07-17,
BSE,STOCK,LTELEVATOR,L. T. Elevator,,544518,MT,LTELEVATOR.BO,LTELEVATOR.BO,data_symbol,238,2026-09-03,
BSE,STOCK,LTF,L&T Finance,,533519,A,LTF.BO,LTF.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LTFOODS,LT Foods,,532783,A,LTFOODS.BO,LTFOODS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LTM,LTM,,540005,A,LTM.BO,LTM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LTTS,L&T Technology Services,,540115,A,LTTS.BO,LTTS.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LUDLOWJUT,Ludlow Jute & Specialities,,526179,X,LUDLOWJUT.BO,LUDLOWJUT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LUMAXIND,Lumax Industries,,517206,B,LUMAXIND.BO,LUMAXIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LUPIN,Lupin,,500257,A,500257.BO,500257.BO,symbol,210,2026-07-17,
BSE,STOCK,LUXIND,Lux Industries,,539542,B,LUXIND.BO,LUXIND.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LUXURY,Luxury Time,,544635,M,LUXURY.BO,LUXURY.BO,data_symbol,183,2026-09-03,
BSE,STOCK,LWSKNIT,LWS Knitwear,,531402,X,LWSKNIT.BO,LWSKNIT.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LXCHEM,Laxmi Organic Industries,,543277,B,LXCHEM.BO,LXCHEM.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LYKALABS,Lyka Labs,,500259,T,500259.BO,500259.BO,symbol,210,2026-07-17,
BSE,STOCK,LYKISLTD,Lykis,,530689,X,LYKISLTD.BO,LYKISLTD.BO,data_symbol,249,2026-09-03,
BSE,STOCK,LYONSCO,Lyons Corporate Market,,531441,X,LYONSCO.BO,LYONSCO.BO,data_symbol,249,2026-09-03,
BSE,STOCK,M&M,Mahindra & Mahindra,,500520,A,500520.BO,500520.BO,symbol,210,2026-07-17,
BSE,STOCK,M&MFIN,M&M Financial Services,,532720,A,532720.BO,532720.BO,symbol,210,2026-07-17,
