variant,stocks_with_trades,profitable_stocks,losing_stocks,profitable_stock_pct,avg_stock_net_pct,median_stock_net_pct,avg_stock_pf,median_stock_pf,total_trades,total_wins,total_losses
CURRENT,85,39,46,45.88235294117647,0.1431761182526931,-0.149999999999998,1.123600245666796,0.9150943396226401,435,162,273
LONG_RSI_ZONE,85,40,45,47.05882352941176,0.30052890855961045,-0.1499999999999934,1.2415275597148097,0.915094339622642,400,158,242
