exchange,symbol,name,data_symbol,avg_volume,start_date_requested,end_date_requested,rows,first_date,last_date,historical_status,error,downloaded_at
NSE,TRIVENI,Triveni Engineering & Industries Limited,TRIVENI.NS,1509279.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:46
NSE,FORTIS,Fortis Healthcare Limited,FORTIS.NS,1508488.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:47
NSE,SARDAEN,Sarda Energy & Minerals Limited,SARDAEN.NS,1505841.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:47
NSE,SENCO,Senco Gold Limited,SENCO.NS,1496843.55,2021-01-01,2026-09-06,780,2023-07-14,2026-09-04,PASS,,2026-09-07T11:19:48
NSE,OMNI,Omnitech Engineering Limited,OMNI.NS,1494626.55,2021-01-01,2026-09-06,128,2026-03-05,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:19:48
NSE,RAYMOND,Raymond Limited,RAYMOND.NS,1481319.95,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:48
NSE,AUBANK,AU Small Finance Bank Limited,AUBANK.NS,1473666.85,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:49
NSE,PRECWIRE,Precision Wires India Limited,PRECWIRE.NS,1466429.55,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:49
NSE,HIKAL,Hikal Limited,HIKAL.NS,1461854.05,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:50
NSE,SJVN,SJVN Limited,SJVN.NS,1440720.3,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:50
NSE,SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,1435610.45,2021-01-01,2026-09-06,907,2023-01-06,2026-09-04,PASS,,2026-09-07T11:19:51
NSE,AARTIPHARM,Aarti Pharmalabs Limited,AARTIPHARM.NS,1434362.0,2021-01-01,2026-09-06,892,2023-01-30,2026-09-04,PASS,,2026-09-07T11:19:51
NSE,RELIGARE,Religare Enterprises Limited,RELIGARE.NS,1424866.9,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:52
NSE,JYOTICNC,Jyoti CNC Automation Limited,JYOTICNC.NS,1424828.65,2021-01-01,2026-09-06,655,2024-01-16,2026-09-04,PASS,,2026-09-07T11:19:52
NSE,MANINDS,Man Industries (India) Limited,MANINDS.NS,1416643.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:53
NSE,GIPCL,Gujarat Industries Power Company Limited,GIPCL.NS,1416103.25,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:53
NSE,SAMBHV,Sambhv Steel Tubes Limited,SAMBHV.NS,1405559.15,2021-01-01,2026-09-06,295,2025-07-02,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:19:53
NSE,KPITTECH,KPIT Technologies Limited,KPITTECH.NS,1398293.6,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:54
NSE,PURVA,Puravankara Limited,PURVA.NS,1391195.5,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:54
NSE,BHARATFORG,Bharat Forge Limited,BHARATFORG.NS,1390006.15,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:55
NSE,RAMCOIND,Ramco Industries Limited,RAMCOIND.NS,1378176.3,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:55
NSE,NAM-INDIA,Nippon Life India Asset Management Limited,NAM-INDIA.NS,1376135.25,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:56
NSE,DYCL,Dynamic Cables Limited,DYCL.NS,1375827.65,2021-01-01,2026-09-06,1018,2022-07-27,2026-09-04,PASS,,2026-09-07T11:19:56
NSE,SKIPPER,Skipper Limited,SKIPPER.NS,1362393.45,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:56
NSE,TATATECH,Tata Technologies Limited,TATATECH.NS,1351890.25,2021-01-01,2026-09-06,687,2023-11-30,2026-09-04,PASS,,2026-09-07T11:19:57
NSE,AARTIIND,Aarti Industries Limited,AARTIIND.NS,1341668.7,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:57
NSE,KAYNES,Kaynes Technology India Limited,KAYNES.NS,1341050.6,2021-01-01,2026-09-06,940,2022-11-22,2026-09-04,PASS,,2026-09-07T11:19:58
BSE,SWIGGY,Swiggy,SWIGGY.BO,1337931.85,2021-01-01,2026-09-06,449,2024-11-13,2026-09-04,PASS,,2026-09-07T11:19:58
NSE,PRABHA,Prabha Energy Limited,PRABHA.NS,1335002.65,2021-01-01,2026-09-06,365,2025-03-19,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:19:59
NSE,SETL,Standard Engineering Technology Limited,SETL.NS,1334968.6,2021-01-01,2026-09-06,411,2025-01-13,2026-09-04,PASS,,2026-09-07T11:19:59
NSE,DBREALTY,Valor Estate Limited,DBREALTY.NS,1330309.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:19:59
NSE,JINDRILL,Jindal Drilling And Industries Limited,JINDRILL.NS,1330167.3,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:00
NSE,ITCHOTELS,ITC Hotels Limited,ITCHOTELS.NS,1323016.15,2021-01-01,2026-09-06,399,2025-01-29,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:00
NSE,GRMOVER,GRM Overseas Limited,GRMOVER.NS,1321126.45,2021-01-01,2026-09-06,991,2022-09-07,2026-09-04,PASS,,2026-09-07T11:20:01
BSE,GMRAIRPORT,GMR Airports,GMRAIRPORT.BO,1314528.45,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:01
NSE,PARAGMILK,Parag Milk Foods Limited,PARAGMILK.NS,1306609.15,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:02
NSE,CAMS,Computer Age Management Services Limited,CAMS.NS,1305438.35,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:02
NSE,NEWGEN,Newgen Software Technologies Limited,NEWGEN.NS,1300738.35,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:03
NSE,IXIGO,Le Travenues Technology Limited,IXIGO.NS,1298564.2,2021-01-01,2026-09-06,555,2024-06-18,2026-09-04,PASS,,2026-09-07T11:20:03
NSE,LODHA,Lodha Developers Limited,LODHA.NS,1293761.75,2021-01-01,2026-09-06,1336,2021-04-19,2026-09-04,PASS,,2026-09-07T11:20:04
NSE,GRASIM,Grasim Industries Limited,GRASIM.NS,1289770.15,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:04
NSE,LT,Larsen & Toubro Limited,LT.NS,1282246.3,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:05
NSE,SHREEJISPG,Shreeji Shipping Global Limited,SHREEJISPG.NS,1278907.7,2021-01-01,2026-09-06,258,2025-08-26,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:05
NSE,CDSL,Central Depository Services (India) Limited,CDSL.NS,1275003.65,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:05
BSE,AYE,Aye Finance,AYE.BO,1273355.5,2021-01-01,2026-09-06,138,2026-02-17,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:06
BSE,UJJIVANSFB,Ujjivan Small Finance Bank,UJJIVANSFB.BO,1265972.45,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:06
BSE,IDFCFIRSTB,IDFC First Bank,IDFCFIRSTB.BO,1263332.8,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:07
BSE,HINDCOPPER,Hindustan Copper,HINDCOPPER.BO,1261866.75,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:07
NSE,IRCON,Ircon International Limited,IRCON.NS,1259820.0,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:08
NSE,AASTHA,Aastha Spintex Limited,AASTHA.NS,1256202.7,2021-01-01,2026-09-06,45,2026-07-06,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:08
NSE,ALGOQUANT,Algoquant Fintech Limited,ALGOQUANT.NS,1253882.7,2021-01-01,2026-09-06,167,2026-01-06,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:08
NSE,MOTILALOFS,Motilal Oswal Financial Services Limited,MOTILALOFS.NS,1250841.35,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:09
NSE,VISAKAIND,Visaka Industries Limited,VISAKAIND.NS,1249365.8,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:09
NSE,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS,1247955.05,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:10
NSE,JGCHEM,J.G.Chemicals Limited,JGCHEM.NS,1236456.05,2021-01-01,2026-09-06,616,2024-03-13,2026-09-04,PASS,,2026-09-07T11:20:10
NSE,BOROLTD,Borosil Limited,BOROLTD.NS,1227919.4,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:10
BSE,NMDC,NMDC,NMDC.BO,1227599.95,2021-01-01,2026-09-06,1404,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:11
NSE,SBCL,Shivalik Bimetal Controls Limited,SBCL.NS,1226397.6,2021-01-01,2026-09-06,1289,2021-06-24,2026-09-04,PASS,,2026-09-07T11:20:11
NSE,ARFIN,Arfin India Limited,ARFIN.NS,1222803.85,2021-01-01,2026-09-06,280,2025-07-22,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:12
NSE,COHANCE,Cohance Lifesciences Limited,COHANCE.NS,1219708.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:12
NSE,POLICYBZR,PB Fintech Limited,POLICYBZR.NS,1219462.55,2021-01-01,2026-09-06,1192,2021-11-15,2026-09-04,PASS,,2026-09-07T11:20:13
NSE,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS,1217775.55,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:13
NSE,PANAMAPET,Panama Petrochem Limited,PANAMAPET.NS,1207979.4,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:14
NSE,PRAJIND,Praj Industries Limited,PRAJIND.NS,1206906.0,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:14
NSE,JAINREC,Jain Resource Recycling Limited,JAINREC.NS,1204590.25,2021-01-01,2026-09-06,231,2025-10-06,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:15
NSE,MARINE,Marine Electricals (India) Limited,MARINE.NS,1204445.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:15
NSE,HINDUNILVR,Hindustan Unilever Limited,HINDUNILVR.NS,1203784.75,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:15
NSE,DIACABS,Diamond Power Infrastructure Limited,DIACABS.NS,1203610.1,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:16
NSE,KISSHT,OnEMI Technology Solutions Limited,KISSHT.NS,1203393.45,2021-01-01,2026-09-06,86,2026-05-08,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:16
NSE,TI,Tilaknagar Industries Limited,TI.NS,1203315.05,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:17
NSE,UGARSUGAR,The Ugar Sugar Works Limited,UGARSUGAR.NS,1196986.5,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:17
NSE,INDUSINDBK,IndusInd Bank Limited,INDUSINDBK.NS,1195560.75,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:18
NSE,APTUS,Aptus Value Housing Finance India Limited,APTUS.NS,1184473.3,2021-01-01,2026-09-06,1249,2021-08-24,2026-09-04,PASS,,2026-09-07T11:20:18
NSE,KNACK,Knack Packaging Limited,KNACK.NS,1184187.6,2021-01-01,2026-09-06,43,2026-07-08,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:18
BSE,ADANIPOWER,Adani Power,ADANIPOWER.BO,1182660.3,2021-01-01,2026-09-06,1405,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:19
NSE,LOTUSDEV,Sri Lotus Developers and Realty Limited,LOTUSDEV.NS,1177232.5,2021-01-01,2026-09-06,271,2025-08-06,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:19
NSE,GATEWAY,Gateway Distriparks Limited,GATEWAY.NS,1174798.2,2021-01-01,2026-09-06,1106,2022-03-22,2026-09-04,PASS,,2026-09-07T11:20:20
NSE,SOTL,Savita Oil Technologies Limited,SOTL.NS,1167126.7,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:20
NSE,GARUDA,Garuda Construction and Engineering Limited,GARUDA.NS,1164428.65,2021-01-01,2026-09-06,473,2024-10-15,2026-09-04,PASS,,2026-09-07T11:20:21
NSE,GANDHAR,Gandhar Oil Refinery (India) Limited,GANDHAR.NS,1145307.5,2021-01-01,2026-09-06,687,2023-11-30,2026-09-04,PASS,,2026-09-07T11:20:21
NSE,V2RETAIL,V2 Retail Limited,V2RETAIL.NS,1143959.2,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:22
NSE,KRBL,KRBL Limited,KRBL.NS,1138507.7,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:22
NSE,JSWCEMENT,JSW Cement Limited,JSWCEMENT.NS,1132076.75,2021-01-01,2026-09-06,265,2025-08-14,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:23
NSE,GICRE,General Insurance Corporation of India,GICRE.NS,1129981.45,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:23
NSE,GAEL,Gujarat Ambuja Exports Limited,GAEL.NS,1127258.85,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:23
NSE,INDOCO,Indoco Remedies Limited,INDOCO.NS,1125514.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:24
NSE,FSL,Firstsource Solutions Limited,FSL.NS,1124556.0,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:24
BSE,MAHABANK,Bank of Maharashtra,MAHABANK.BO,1121156.05,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:25
NSE,RAILTEL,Railtel Corporation Of India Limited,RAILTEL.NS,1120163.6,2021-01-01,2026-09-06,1368,2021-02-26,2026-09-04,PASS,,2026-09-07T11:20:25
NSE,ARE&M,Amara Raja Energy & Mobility Limited,ARE&M.NS,1108055.1,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:26
NSE,VIDYAWIRES,Vidya Wires Limited,VIDYAWIRES.NS,1102067.0,2021-01-01,2026-09-06,186,2025-12-10,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:26
NSE,KEC,KEC International Limited,KEC.NS,1099716.75,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:26
NSE,BSOFT,BIRLASOFT LIMITED,BSOFT.NS,1097495.25,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:27
NSE,BOMDYEING,Bombay Dyeing & Mfg Company Limited,BOMDYEING.NS,1095570.0,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:27
NSE,PREMIERENE,Premier Energies Limited,PREMIERENE.NS,1087437.0,2021-01-01,2026-09-06,502,2024-09-03,2026-09-04,PASS,,2026-09-07T11:20:28
NSE,LGEINDIA,LG Electronics India Limited,LGEINDIA.NS,1083973.4,2021-01-01,2026-09-06,225,2025-10-14,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:28
NSE,VOLTAS,Voltas Limited,VOLTAS.NS,1079640.6,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:29
NSE,CANHLIFE,Canara HSBC Life Insurance Company Limited,CANHLIFE.NS,1079057.25,2021-01-01,2026-09-06,222,2025-10-17,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:29
NSE,INDIANB,Indian Bank,INDIANB.NS,1064959.65,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:29
NSE,SYRMA,Syrma SGS Technology Limited,SYRMA.NS,1061853.25,2021-01-01,2026-09-06,998,2022-08-26,2026-09-04,PASS,,2026-09-07T11:20:30
NSE,GRAPHITE,Graphite India Limited,GRAPHITE.NS,1060872.25,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:30
NSE,CMSINFO,CMS Info Systems Limited,CMSINFO.NS,1057315.95,2021-01-01,2026-09-06,1160,2021-12-31,2026-09-04,PASS,,2026-09-07T11:20:31
NSE,MANORAMA,Manorama Industries Limited,MANORAMA.NS,1054094.45,2021-01-01,2026-09-06,1036,2022-07-01,2026-09-04,PASS,,2026-09-07T11:20:31
NSE,GODREJAGRO,Godrej Agrovet Limited,GODREJAGRO.NS,1053409.4,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:31
NSE,INOXGREEN,Inox Green Energy Services Limited,INOXGREEN.NS,1052175.7,2021-01-01,2026-09-06,939,2022-11-23,2026-09-04,PASS,,2026-09-07T11:20:32
NSE,MUFIN,Mufin Green Finance Limited,MUFIN.NS,1051741.6,2021-01-01,2026-09-06,703,2023-11-06,2026-09-04,PASS,,2026-09-07T11:20:32
NSE,TATACAP,Tata Capital Limited,TATACAP.NS,1049438.7,2021-01-01,2026-09-06,226,2025-10-13,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:33
NSE,POONAWALLA,Poonawalla Fincorp Limited,POONAWALLA.NS,1032603.05,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:33
NSE,JSFB,Jana Small Finance Bank Limited,JSFB.NS,1032467.7,2021-01-01,2026-09-06,636,2024-02-14,2026-09-04,PASS,,2026-09-07T11:20:34
NSE,GSFC,Gujarat State Fertilizers & Chemicals Limited,GSFC.NS,1029308.55,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:34
NSE,KFINTECH,Kfin Technologies Limited,KFINTECH.NS,1024042.75,2021-01-01,2026-09-06,913,2022-12-29,2026-09-04,PASS,,2026-09-07T11:20:34
NSE,AFCONS,Afcons Infrastructure Limited,AFCONS.NS,1023500.55,2021-01-01,2026-09-06,459,2024-11-04,2026-09-04,PASS,,2026-09-07T11:20:35
NSE,ONEPOINT,One Point One Solutions Limited,ONEPOINT.NS,1015570.6,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:35
NSE,JAIBALAJI,Jai Balaji Industries Limited,JAIBALAJI.NS,1014032.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:36
NSE,GMDCLTD,Gujarat Mineral Development Corporation Limited,GMDCLTD.NS,1013415.35,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:37
BSE,JSWENERGY,JSW Energy,JSWENERGY.BO,999914.9,2021-01-01,2026-09-06,1403,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:37
NSE,SHANTIGEAR,Shanthi Gears Limited,SHANTIGEAR.NS,999757.3,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:40
NSE,VGUARD,V-Guard Industries Limited,VGUARD.NS,998396.05,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:44
NSE,MUTHOOTFIN,Muthoot Finance Limited,MUTHOOTFIN.NS,997440.1,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:47
NSE,ATGL,Adani Total Gas Limited,ATGL.NS,995578.85,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:49
NSE,MOIL,MOIL Limited,MOIL.NS,983644.85,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:49
NSE,PFOCUS,Prime Focus Limited,PFOCUS.NS,983284.3,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:50
NSE,RKFORGE,Ramkrishna Forgings Limited,RKFORGE.NS,978139.45,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:51
NSE,AGIIL,Agi Infra Limited,AGIIL.NS,977495.5,2021-01-01,2026-09-06,536,2024-07-15,2026-09-04,PASS,,2026-09-07T11:20:52
NSE,GKSL,Gujarat Kidney And Super Speciality Limited,GKSL.NS,973287.75,2021-01-01,2026-09-06,173,2025-12-30,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:20:52
NSE,PCBL,PCBL Chemical Limited,PCBL.NS,973208.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:20:53
NSE,GREAVESCOT,Greaves Cotton Limited,GREAVESCOT.NS,970933.35,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:06
NSE,GLAND,Gland Pharma Limited,GLAND.NS,969220.3,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:08
BSE,SHADOWFAX,Shadowfax Technologies,SHADOWFAX.BO,968030.7,2021-01-01,2026-09-06,152,2026-01-28,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:21:09
NSE,EMAMILTD,Emami Limited,EMAMILTD.NS,962258.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:09
NSE,DELTACORP,Delta Corp Limited,DELTACORP.NS,958273.15,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:10
NSE,GOODLUCK,Goodluck India Limited,GOODLUCK.NS,956906.0,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:11
NSE,EIDPARRY,EID Parry India Limited,EIDPARRY.NS,955590.45,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:13
NSE,VERANDA,Veranda Learning Solutions Limited,VERANDA.NS,950531.8,2021-01-01,2026-09-06,1092,2022-04-11,2026-09-04,PASS,,2026-09-07T11:21:15
NSE,NFL,National Fertilizers Limited,NFL.NS,947805.3,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:22
BSE,INFY,Infosys,500209.BO,947593.65,2021-01-01,2026-09-06,1365,2021-01-04,2026-07-17,PASS,,2026-09-07T11:21:23
BSE,INOXWIND,Inox Wind,INOXWIND.BO,947484.05,2021-01-01,2026-09-06,1404,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:24
NSE,SUVEN,Suven Life Sciences Limited,SUVEN.NS,945870.15,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:24
NSE,SPARC,Sun Pharma Advanced Research Company Limited,SPARC.NS,939683.9,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:25
NSE,SONATSOFTW,Sonata Software Limited,SONATSOFTW.NS,936112.25,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:26
NSE,ABLBL,Aditya Birla Lifestyle Brands Limited,ABLBL.NS,934734.05,2021-01-01,2026-09-06,302,2025-06-24,2026-09-04,INSUFFICIENT_HISTORY,,2026-09-07T11:21:26
NSE,GVT&D,GE Vernova T&D India Limited,GVT&D.NS,926896.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:27
NSE,LUPIN,Lupin Limited,LUPIN.NS,926722.85,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:28
NSE,GESHIP,The Great Eastern Shipping Company Limited,GESHIP.NS,918896.4,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:29
NSE,CHOLAFIN,Cholamandalam Investment and Finance Company Limited,CHOLAFIN.NS,917027.4,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:29
NSE,BRIGADE,Brigade Enterprises Limited,BRIGADE.NS,915856.2,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:30
BSE,JIOFIN,Jio Financial Services,JIOFIN.BO,915737.2,2021-01-01,2026-09-06,751,2023-08-21,2026-09-04,PASS,,2026-09-07T11:21:31
BSE,MOTHERSON,Samvardhana Motherson International,MOTHERSON.BO,914003.05,2021-01-01,2026-09-06,1405,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:32
BSE,RELIANCE,Reliance Industries,500325.BO,913820.15,2021-01-01,2026-09-06,1376,2021-01-04,2026-07-17,PASS,,2026-09-07T11:21:32
NSE,AUROPHARMA,Aurobindo Pharma Limited,AUROPHARMA.NS,912720.7,2021-01-01,2026-09-06,1406,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:33
NSE,ICICIGI,ICICI Lombard General Insurance Company Limited,ICICIGI.NS,908921.8,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:33
NSE,HAL,Hindustan Aeronautics Limited,HAL.NS,906691.45,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:34
NSE,JBMA,JBM Auto Limited,JBMA.NS,904003.75,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:34
NSE,SBILIFE,SBI Life Insurance Company Limited,SBILIFE.NS,900972.05,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:35
NSE,HDFCAMC,HDFC Asset Management Company Limited,HDFCAMC.NS,897272.05,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:35
NSE,TVSMOTOR,TVS Motor Company Limited,TVSMOTOR.NS,896187.5,2021-01-01,2026-09-06,1407,2021-01-01,2026-09-04,PASS,,2026-09-07T11:21:36
