trades,wins,losses,win_rate_pct,avg_net_pct,median_net_pct,avg_gross_pct,avg_winner_pct,avg_loser_pct,profit_factor,expectancy_pct,compounded_return_pct,max_drawdown_pct,avg_holding_days,median_holding_days,target_exits,stop_exits,time_exits,symbol,exchange
4,1,3,25.0,-0.8259374999999928,-2.699999999999993,-0.6759374999999931,4.797500000000011,-2.7004166666666607,0.592192562876102,-0.8259374999999928,-3.4652082980294874,-2.7012499999999995,5.0,4.5,1,3,0,IDFCFIRSTB.BO,BSE
9,2,7,22.22222222222222,-1.0329166666666558,-2.6987499999999938,-0.8829166666666557,4.802500000000007,-2.7001785714285593,0.508167449242778,-1.0329166666666558,-9.316643283000714,-12.789298373428192,3.111111111111111,3.0,2,7,0,ICICIPRULI.BO,BSE
5,1,4,20.0,-1.1984999999999972,-2.698749999999998,-1.0484999999999975,4.802500000000006,-2.698749999999998,0.4448818897637804,-1.1984999999999972,-6.061132354178467,-5.32466748437499,2.4,1.0,1,4,0,FCL.NS,NSE
5,1,4,20.0,-1.199499999999987,-2.6987499999999924,-1.049499999999987,4.802500000000008,-2.6999999999999855,0.4446759259259291,-1.199499999999987,-6.065959510090657,-5.327100015624975,3.0,2.0,1,4,0,ETERNAL.NS,NSE
5,1,4,20.0,-1.199499999999989,-2.6987499999999995,-1.049499999999989,4.802500000000007,-2.6999999999999877,0.44467592592592864,-1.199499999999989,-6.065959510090668,-5.3271000156249855,3.0,2.0,1,4,0,ETERNAL.BO,BSE
5,1,4,20.0,-1.1999999999999926,-2.698749999999998,-1.0499999999999927,4.797500000000007,-2.6993749999999928,0.44431581384579955,-1.1999999999999926,-6.068027557284584,-7.88208490395329,5.8,6.0,1,4,0,500034.BO,BSE
5,1,4,20.0,-1.1999999999999926,-2.6987499999999915,-1.0499999999999932,4.797500000000017,-2.699374999999995,0.44431581384580005,-1.1999999999999926,-6.068027557284594,-7.879718020640425,2.6,2.0,1,4,0,MOTHERSON.NS,NSE
5,1,4,20.0,-1.199999999999998,-2.698750000000001,-1.0499999999999978,4.797499999999999,-2.699374999999997,0.44431581384579805,-1.199999999999998,-6.0680275572846165,-7.879718020640447,2.6,2.0,1,4,0,MOTHERSON.BO,BSE
6,1,5,16.666666666666664,-1.4493749999999979,-2.6987500000000013,-1.2993749999999977,4.802500000000005,-2.699749999999998,0.3557736827484032,-1.4493749999999979,-8.601004427812132,-7.882084903953313,3.0,3.0,1,5,0,PNB.NS,NSE
6,1,5,16.666666666666664,-1.4514583333333153,-2.7012499999999777,-1.3014583333333156,4.797500000000011,-2.7012499999999804,0.35520592318371463,-1.4514583333333153,-8.612409498818007,-7.886818488140768,2.8333333333333335,3.0,1,5,0,VEDL.NS,NSE
