symbol,exchange,direction,signal_date,entry_date,exit_date,entry_price,stop_loss,target,exit_price,raw_exit_price,exit_reason,holding_days,gross_pnl_pct,transaction_cost_pct,net_pnl_pct,pnl_pct,signal_close,rsi,ema_5,ema_13,ema_26,macd,macd_signal,macd_histogram,extension_pct,risk_reward,market_regime,display_symbol,data_symbol
VEDL.BO,BSE,SHORT,2025-08-29,2025-09-01,2025-09-01,422.038875,432.589846875,400.93693125,432.80614179843747,432.589846875,STOP_LOSS,1,-2.551249999999987,0.15,-2.701249999999987,-2.701249999999987,420.3500061035156,38.498522440528454,429.9732674626756,435.33708269846056,438.11571554598925,-3.086947522021262,-1.7982008868704211,-1.288746635150841,2.238106898121368,2.0,BEAR,VEDL,VEDL.BO
NTPC.BO,BSE,SHORT,2025-08-29,2025-09-01,2025-09-02,328.48566889953617,336.6978106220245,312.06138545455934,336.8661595273355,336.6978106220245,STOP_LOSS,2,-2.551249999999983,0.15,-2.701249999999983,-2.701249999999983,327.54998779296875,37.63847932097687,332.23586857831737,334.75674377679945,335.7663952779332,-1.1547175705434825,-0.3578869660141639,-0.7968306045293185,1.4104078543355776,2.0,BEAR,NTPC,NTPC.BO
ICICIPRULI.BO,BSE,SHORT,2025-08-29,2025-09-01,2025-09-04,599.6000744018555,614.5900762619019,569.6200706817627,614.8973713000329,614.5900762619019,STOP_LOSS,4,-2.551250000000004,0.15,-2.701250000000004,-2.701250000000004,599.7000122070312,35.25875772648152,613.0432484839299,619.3571728613692,623.2974498573373,-4.3102746770133535,-3.1490063340381154,-1.1612683429752382,2.176557087921088,2.0,BEAR,ICICIPRULI,ICICIPRULI.BO
JSWENERGY.BO,BSE,LONG,2025-09-16,2025-09-17,2025-09-25,541.2204872131348,527.6899750328064,568.2815115737916,527.42613004529,527.6899750328064,STOP_LOSS,7,-2.5487499999999934,0.15,-2.6987499999999933,-2.6987499999999933,540.2000122070312,62.643021964208074,528.5609249468654,520.2815923621293,519.1053772057833,1.5902593411950647,-2.1366521155972116,3.7269114567922763,2.202033239845701,2.0,BULL,JSWENERGY,JSWENERGY.BO
GMRAIRPORT.NS,NSE,LONG,2025-09-17,2025-09-18,2025-09-24,92.13604133605956,89.83264030265808,96.74284340286255,89.78772398250675,89.83264030265808,STOP_LOSS,5,-2.548749999999997,0.15,-2.698749999999997,-2.698749999999997,91.87999725341797,62.855534209439575,90.34800754137609,88.91602367892207,88.75293805797872,0.23156030146878948,-0.4127756596865642,0.6443359611553536,1.6956541198103143,2.0,BULL,GMRAIRPORT,GMRAIRPORT.NS
GMRAIRPORT.BO,BSE,LONG,2025-09-17,2025-09-18,2025-09-22,91.90593061065674,89.60828234539032,96.50122714118957,89.56347820421763,89.60828234539032,STOP_LOSS,3,-2.548749999999994,0.15,-2.6987499999999938,-2.6987499999999938,91.9000015258789,62.871779211672134,90.38001274393162,88.94322171521813,88.76671117012008,0.24619291842039104,-0.3984977784873842,0.6446906969077753,1.6817753569628118,2.0,BULL,GMRAIRPORT,GMRAIRPORT.BO
UJJIVANSFB.NS,NSE,LONG,2025-10-01,2025-10-03,2025-10-20,48.25411454200744,47.047761678457256,50.666820269107816,50.641486858973266,50.666820269107816,TARGET,12,4.947500000000011,0.15,4.797500000000011,4.797500000000011,48.22999954223633,64.88678221458183,46.49042630092878,45.821130556890296,45.38186718155774,0.48954604603754603,0.33326222003476585,0.15628382600278018,3.741788105033559,2.0,BULL,UJJIVANSFB,UJJIVANSFB.NS
UJJIVANSFB.BO,BSE,LONG,2025-10-01,2025-10-03,2025-10-20,48.09403469467163,46.89168382730484,50.49873642940521,50.47348706119051,50.49873642940521,TARGET,12,4.94750000000001,0.15,4.797500000000009,4.797500000000009,48.22999954223633,64.54474276187696,46.484402883965174,45.8194045862066,45.38225004869013,0.48707696988955007,0.3326968290264155,0.15438014086313456,3.7552308946046478,2.0,BULL,UJJIVANSFB,UJJIVANSFB.BO
IXIGO.BO,BSE,LONG,2025-10-06,2025-10-07,2025-10-07,314.907375,307.034690625,330.65274375,306.8811732796875,307.034690625,STOP_LOSS,1,-2.5487499999999956,0.15,-2.6987499999999955,-2.6987499999999955,311.79998779296875,64.42827963520148,290.58410347975195,284.84274434051395,280.4848802991125,4.59792210425843,4.385430734810742,0.21249136944768754,7.3011166334138915,2.0,BULL,IXIGO,IXIGO.BO
IFCI.NS,NSE,LONG,2025-10-08,2025-10-09,2025-10-09,59.0295,57.5537625,61.980975,57.52498561875,57.5537625,STOP_LOSS,1,-2.5487499999999956,0.15,-2.6987499999999955,-2.6987499999999955,58.93000030517578,60.093892165659156,57.3018826446899,56.448751122266074,55.954061357117595,0.5609311983866547,0.30926675776810064,0.2516644406185541,2.841298724129721,2.0,BULL,IFCI,IFCI.NS
IDFCFIRSTB.BO,BSE,LONG,2025-10-09,2025-10-10,2025-10-23,73.4867219467163,71.6495538980484,77.16105804405213,77.1224775150301,77.16105804405213,TARGET,9,4.947500000000011,0.15,4.797500000000011,4.797500000000011,73.44999694824219,64.03021880397827,71.84267983185173,71.04908985879678,70.89319496211813,0.1901850607399922,-0.09260159786361276,0.28278665860360497,2.2372733313295083,2.0,BULL,IDFCFIRSTB,IDFCFIRSTB.BO
IDFCFIRSTB.NS,NSE,LONG,2025-10-09,2025-10-10,2025-10-21,73.43670152664184,71.6007839884758,77.10853660297394,77.06998233467246,77.10853660297394,TARGET,8,4.947500000000019,0.15,4.797500000000019,4.797500000000019,73.44999694824219,64.10985359826671,71.86708735091531,71.06283878813423,70.90120274000522,0.19680074371626688,-0.09030764826192453,0.2871083919781914,2.2025514817343086,2.0,BULL,IDFCFIRSTB,IDFCFIRSTB.NS
WELSPUNLIV.BO,BSE,LONG,2025-10-15,2025-10-16,2025-10-17,126.86340305328369,123.6918179769516,133.20657320594788,123.62997206796312,123.6918179769516,STOP_LOSS,2,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,125.55000305175781,60.65575120534001,122.76442230375963,120.5835531672798,120.08731071033745,0.6207774751385955,-0.2872585238874045,0.9080359990260001,2.2690456206487393,2.0,BULL,WELSPUNLIV,WELSPUNLIV.BO
SWIGGY.BO,BSE,LONG,2025-10-16,2025-10-17,2025-10-17,449.5246377868652,438.28652184219357,472.0008696762085,438.06737858127246,438.28652184219357,STOP_LOSS,1,-2.5487499999999987,0.15,-2.6987499999999986,-2.6987499999999986,449.3500061035156,62.04939894817541,441.04768378318033,434.4878702029017,430.80444687838366,4.099804091396038,2.2246768373080883,1.8751272540879498,1.8824092327433526,2.0,BULL,SWIGGY,SWIGGY.BO
SWIGGY.NS,NSE,LONG,2025-10-16,2025-10-17,2025-10-17,447.2235,436.0429125,469.584675,435.82489104375003,436.0429125,STOP_LOSS,1,-2.548749999999994,0.15,-2.6987499999999938,-2.6987499999999938,448.3999938964844,62.08533837544077,440.7841994211064,434.44645637400737,430.81081676860634,4.041100741902767,2.251702168839372,1.7893985730633948,1.7277830025168794,2.0,BULL,SWIGGY,SWIGGY.NS
SBFC.BO,BSE,LONG,2025-10-17,2025-10-20,2025-11-03,112.40617347335815,109.59601913652419,118.02648214702606,117.96746890595256,118.02648214702606,TARGET,10,4.9475000000000104,0.15,4.79750000000001,4.79750000000001,112.94999694824219,61.407632800810696,109.52687932395509,108.77372522753542,108.45160642273339,0.3635043431103213,0.16992306330895407,0.19358127980136725,3.1253676224649056,2.0,BULL,SBFC,SBFC.BO
COALINDIA.BO,BSE,LONG,2025-10-24,2025-10-27,2025-10-29,396.14798721313474,386.24428753280637,415.9553865737915,386.05116538903997,386.24428753280637,STOP_LOSS,3,-2.5487500000000005,0.15,-2.6987500000000004,-2.6987500000000004,394.1000061035156,61.84510219911828,391.2565542236263,388.70709518095475,388.0136086817848,0.8287061249769181,-0.1895808327158527,1.0182869576927707,0.7267486893686896,2.0,BULL,COALINDIA,COALINDIA.BO
FCL.NS,NSE,LONG,2025-10-24,2025-10-27,2025-10-27,25.812899236679076,25.1675767557621,27.10354419851303,25.154992967384217,25.1675767557621,STOP_LOSS,1,-2.5487500000000036,0.15,-2.6987500000000035,-2.6987500000000035,25.61199951171875,62.807215027064046,24.89262613122552,24.581984388905052,24.468327848670967,0.13304380050607634,0.02449786764882458,0.10854593285725175,2.8899055354824243,2.0,BULL,FCL,FCL.NS
SAIL.NS,NSE,LONG,2025-10-29,2025-10-30,2025-10-31,138.7693469467163,135.3001132730484,145.70781429405213,135.23246321641187,135.3001132730484,STOP_LOSS,2,-2.5487499999999947,0.15,-2.6987499999999947,-2.6987499999999947,140.5500030517578,67.06836123058318,133.90208013799145,132.2221372110695,131.78187858658305,0.4957494144786665,0.06004044111573285,0.4357089733629336,4.964764480817188,2.0,BULL,SAIL,SAIL.NS
NORTHARC.BO,BSE,LONG,2025-11-03,2025-11-04,2025-11-04,284.09198721313476,276.9896875328064,298.2965865737915,276.85119268904,276.9896875328064,STOP_LOSS,1,-2.548750000000003,0.15,-2.698750000000003,-2.698750000000003,284.29998779296875,62.05439442201583,275.07384730941993,272.64913343137306,270.48265507299374,2.29331595880916,2.2676371527107104,0.025678806098449414,3.354059491221166,2.0,BULL,NORTHARC,NORTHARC.BO
500209.BO,BSE,LONG,2025-11-12,2025-11-13,2025-11-14,1559.7294261474608,1520.7361904937743,1637.715897454834,1519.9758223985275,1520.7361904937743,STOP_LOSS,2,-2.548749999999993,0.15,-2.698749999999993,-2.698749999999993,1551.4000244140625,63.488838971692104,1519.4876430046857,1502.4071771009242,1495.2466050830103,8.251239020010644,2.552357970325188,5.698881049685456,2.1002067082475406,2.0,BULL,INFY,500209.BO
MOTHERSON.NS,NSE,LONG,2025-11-13,2025-11-14,2025-11-18,111.36565255737304,108.58151124343871,116.9339351852417,108.527220487817,108.58151124343871,STOP_LOSS,3,-2.5487499999999907,0.15,-2.6987499999999907,-2.6987499999999907,109.12999725341797,61.586644684370526,106.33244729129984,105.71095997837679,105.39242833062431,0.3393079629922795,0.27174750330636355,0.06756045968591595,2.63094665211098,2.0,BULL,MOTHERSON,MOTHERSON.NS
MOTHERSON.BO,BSE,LONG,2025-11-13,2025-11-14,2025-11-18,111.40567347335815,108.62053163652419,116.97595714702607,108.56622137070593,108.62053163652419,STOP_LOSS,3,-2.548750000000001,0.15,-2.698750000000001,-2.698750000000001,109.1500015258789,61.81974488617345,106.37097776975077,105.75350663030886,105.42739635549329,0.34727070756856904,0.28271887498875325,0.06455183257981578,2.612577052872052,2.0,BULL,MOTHERSON,MOTHERSON.BO
MAHABANK.BO,BSE,LONG,2025-11-19,2025-11-20,2025-11-20,61.52074667930603,59.98272801232338,64.59678401327133,59.95273664831722,59.98272801232338,STOP_LOSS,1,-2.5487499999999943,0.15,-2.698749999999994,-2.698749999999994,61.119998931884766,60.76567410423723,59.78908846811283,59.012843610719166,58.453058706215515,0.6100801599768673,0.4780488144283808,0.13203134554848645,2.22600895560023,2.0,BULL,MAHABANK,MAHABANK.BO
MAHABANK.NS,NSE,LONG,2025-11-19,2025-11-20,2025-11-20,61.43070152664184,59.89493398847579,64.50223660297394,59.864986521481555,59.89493398847579,STOP_LOSS,1,-2.5487500000000027,0.15,-2.6987500000000026,-2.6987500000000026,61.13999938964844,60.53500728401558,59.796911488157505,59.01929231334411,58.46119263042888,0.6082148443616973,0.47580139542157696,0.1324134489401203,2.2460823946683672,2.0,BULL,MAHABANK,MAHABANK.NS
HINDCOPPER.BO,BSE,LONG,2025-12-04,2025-12-05,2025-12-09,363.0814438934326,354.00440779609676,381.23551608810425,353.8274055921987,354.00440779609676,STOP_LOSS,3,-2.5487500000000076,0.15,-2.6987500000000075,-2.6987500000000075,365.3999938964844,66.34372036966448,345.04074506334774,336.67700383784387,333.82442142538093,3.2504665982640404,0.5711130017581159,2.6793535965059245,5.9005346830557,2.0,BULL,HINDCOPPER,HINDCOPPER.BO
HINDCOPPER.NS,NSE,LONG,2025-12-04,2025-12-05,2025-12-09,363.0814438934326,354.00440779609676,381.23551608810425,353.8274055921987,354.00440779609676,STOP_LOSS,3,-2.5487500000000076,0.15,-2.6987500000000075,-2.6987500000000075,365.75,66.51460933936539,345.22031142563526,336.7791683757023,333.8984561093414,3.2834085792631527,0.5763415934263654,2.7070669858367875,5.946836815477206,2.0,BULL,HINDCOPPER,HINDCOPPER.NS
SHUKRAPHAR.BO,BSE,LONG,2025-12-09,2025-12-10,2025-12-11,46.46321862602234,45.30163816037178,48.78637955732346,45.2789873412916,45.30163816037178,STOP_LOSS,2,-2.548749999999996,0.15,-2.698749999999996,-2.698749999999996,44.22999954223633,65.81055103789753,41.58956721161323,40.5570682369681,40.01128229297597,0.5858576108475049,0.4244094806633164,0.16144813018418847,6.3487853027857435,2.0,BULL,SHUKRAPHAR,SHUKRAPHAR.BO
RUBICON.BO,BSE,LONG,2025-12-22,2025-12-23,2025-12-29,690.7952372131348,673.5253562828063,725.3349990737916,673.188593604665,673.5253562828063,STOP_LOSS,4,-2.548749999999999,0.15,-2.698749999999999,-2.698749999999999,687.0,61.97497600394881,658.9085767054255,648.2772377090539,646.258599398439,2.435318737503394,-1.3180507247940332,3.753369462297427,4.263326398790097,2.0,BULL,RUBICON,RUBICON.BO
UJJIVANSFB.NS,NSE,LONG,2026-01-02,2026-01-05,2026-01-08,57.028499999999994,55.60278749999999,59.87992499999999,59.8499850375,59.87992499999999,TARGET,4,4.947500000000008,0.15,4.797500000000007,4.797500000000007,55.709999084472656,62.19651205867903,53.844717306989416,53.47559856582513,53.32121397654088,0.16378504098482694,0.11634783547135538,0.04743720551347155,3.464187149221255,2.0,BULL,UJJIVANSFB,UJJIVANSFB.NS
UJJIVANSFB.BO,BSE,LONG,2026-01-02,2026-01-05,2026-01-08,56.688329847335815,55.271121601152416,59.52274633970261,59.49298496653276,59.52274633970261,TARGET,4,4.947500000000008,0.15,4.797500000000007,4.797500000000007,55.720001220703125,62.528139323180966,53.83769806308097,53.466994681684525,53.313995675466884,0.16244815392890644,0.11351656114212558,0.04893159278678086,3.4962549019400537,2.0,BULL,UJJIVANSFB,UJJIVANSFB.BO
IFCI.NS,NSE,LONG,2026-01-12,2026-01-13,2026-01-14,57.45871530532837,56.02224742269516,60.33165107059479,55.994236298983814,56.02224742269516,STOP_LOSS,2,-2.548749999999995,0.15,-2.698749999999995,-2.698749999999995,56.43000030517578,63.30972861203871,52.60450671352605,51.915133280529346,51.54303557639615,0.43711642355494007,0.16245223819337934,0.27466418536156073,7.2721784323206915,2.0,BULL,IFCI,IFCI.NS
URBANCO.NS,NSE,SHORT,2026-01-20,2026-01-21,2026-01-21,124.9375,128.0609375,118.690625,128.12496796874998,128.0609375,STOP_LOSS,1,-2.551249999999988,0.15,-2.701249999999988,-2.701249999999988,125.11000061035156,38.29011595145822,130.0182460906336,131.9122516229653,132.33673007262897,-0.46722516614204324,0.024771924238914972,-0.4919970903809582,3.775043601849987,2.0,BEAR,URBANCO,URBANCO.NS
ETERNAL.NS,NSE,SHORT,2026-01-20,2026-01-21,2026-01-21,269.11537500000003,275.843259375,255.65960625000002,275.98118100468747,275.843259375,STOP_LOSS,1,-2.5512499999999787,0.15,-2.7012499999999786,-2.7012499999999786,269.6000061035156,34.5322710684089,282.0944478278483,285.0660028713829,287.20471114074877,-2.255394292677863,-2.2191207802380677,-0.036273512439795486,4.429169670137411,2.0,BEAR,ETERNAL,ETERNAL.NS
URBANCO.BO,BSE,SHORT,2026-01-20,2026-01-21,2026-01-21,124.28782347488404,127.39501906175613,118.07343230113983,127.458716571287,127.39501906175613,STOP_LOSS,1,-2.5512499999999876,0.15,-2.7012499999999875,-2.7012499999999875,125.1500015258789,39.19095062428755,129.82886862843256,131.61277098006886,132.09573708305294,-0.519144967502541,-0.12682822939795194,-0.3923167381045891,3.603872660975326,2.0,BEAR,URBANCO,URBANCO.BO
SBFC.BO,BSE,SHORT,2026-01-27,2026-01-28,2026-01-28,91.704125,93.99672812499999,87.11891875,87.162478209375,87.11891875,TARGET,1,4.9525000000000095,0.15,4.802500000000009,4.802500000000009,89.94999694824219,29.175112939162887,98.50412822806885,101.26118960534578,102.70971322976003,-1.6181566172737405,-0.8955603187924437,-0.7225962984812968,8.68403328236263,2.0,BEAR,SBFC,SBFC.BO
