exit_reason,trades,avg_net_pct,median_net_pct,min_net_pct,max_net_pct,avg_holding_days
TARGET,144,4.7997916666666764,4.797500000000017,4.797499999999991,4.802500000000024,6.048611111111111
STOP_LOSS,271,-2.699921586715859,-2.698750000000007,-2.7012500000000057,-2.698749999999982,3.3431734317343174
TIME_EXIT,2,2.6910097333280882,2.6910097333280882,2.2950463416211035,3.0869731250350725,4.0
