trades,wins,losses,win_rate_pct,avg_net_pct,avg_gross_pct,profit_factor,expectancy_pct,compounded_return_pct,max_drawdown_pct,avg_holding_days,target_exits,stop_exits,time_exits,variant,regime
89,39,50,43.82022471910113,0.6617313705516935,0.8117313705516936,1.4583015763542857,0.6617313705516935,69.44228779065081,-19.701889976120647,3.269662921348315,37,49,3,CURRENT,BEAR
119,43,76,36.134453781512605,-0.04694878591736561,0.10305121408263435,0.9704208018906896,-0.04694878591736561,-11.486731986160015,-22.18955353198079,5.243697478991597,32,70,17,CURRENT,BULL
227,80,147,35.24229074889868,-0.09986590026899332,0.05013409973100668,0.940454889942726,-0.09986590026899332,-30.22405652662855,-43.91088551034783,3.6343612334801763,65,144,18,CURRENT,NEUTRAL
125,54,71,43.2,0.602797166484404,0.7527971664844039,1.4060027044062182,0.602797166484404,94.8029376800423,-17.150153404353762,3.904,52,71,2,EMA_MACD,BEAR
176,68,108,38.63636363636363,0.1293798387542473,0.2793798387542472,1.0848032099636464,0.1293798387542473,13.342318618051618,-44.61303664671574,5.028409090909091,54,100,22,EMA_MACD,BULL
368,130,238,35.32608695652174,-0.04504251762663899,0.104957482373361,0.9727603671458904,-0.04504251762663899,-31.919321255081268,-63.79008835181891,3.573369565217391,109,230,29,EMA_MACD,NEUTRAL
5,2,3,40.0,0.40263157894737117,0.5526315789473712,1.2532274081430006,0.40263157894737117,1.6794962852948903,-2.650000000000008,3.6,2,3,0,EMA_MACD,UNKNOWN
