variant,exchange,symbol,trades,wins,losses,win_rate_pct,avg_net_pct,profit_factor,compounded_return_pct,max_drawdown_pct
LONG_RSI_ZONE,NSE,IDBI,6,1,5,16.666666666666664,-0.9876336866809496,0.45008250392421156,-5.995620431893178,-5.39638306475998
LONG_RSI_ZONE,NSE,IDFCFIRSTB,3,1,2,33.33333333333333,-0.15000000000000271,0.9150943396226401,-0.633419087500009,-2.650000000000008
LONG_RSI_ZONE,NSE,IFCI,4,1,3,25.0,-0.7749999999999991,0.6100628930817615,-3.266633481681258,-5.229775000000004
LONG_RSI_ZONE,NSE,INOXWIND,7,3,4,42.857142857142854,0.5642857142857148,1.3726415094339628,3.5259269624906775,-5.229775000000004
LONG_RSI_ZONE,NSE,ITC,8,3,5,37.5,0.28020424300317454,1.226081081457044,1.88207875297135,-7.085362256731287
LONG_RSI_ZONE,NSE,JINDWORLD,5,3,2,60.0,1.8500000000000032,2.7452830188679296,9.238874300963928,-2.649999999999997
LONG_RSI_ZONE,NSE,JIOFIN,9,4,5,44.44444444444444,0.47499979411175897,1.3226413695853465,3.7807671049560954,-8.32557090051459
LONG_RSI_ZONE,NSE,LENSKART,1,1,0,100.0,4.85,inf,4.849999999999999,0.0
LONG_RSI_ZONE,NSE,LICI,5,2,3,40.0,0.3500000000000031,1.2201257861635242,1.4249347944572444,-2.650000000000008
LONG_RSI_ZONE,NSE,MAHABANK,3,0,3,0.0,-2.6499999999999986,0.0,-7.741185962499997,-5.229775000000004
LONG_RSI_ZONE,NSE,MOREPENLAB,4,1,3,25.0,-0.7749999999999907,0.6100628930817639,-3.2666334816812026,-5.22977499999997
LONG_RSI_ZONE,NSE,MOTHERSON,5,2,3,40.0,0.35000000000000087,1.2201257861635229,1.4249347944572222,-5.229774999999992
LONG_RSI_ZONE,NSE,NMDC,12,5,7,41.66666666666667,0.45270259849688266,1.3361421309314572,4.852177261081159,-5.9636321293528916
LONG_RSI_ZONE,NSE,PINELABS,3,2,1,66.66666666666666,2.350000000000005,3.660377358490584,7.0219415375000205,-2.6499999999999746
LONG_RSI_ZONE,NSE,PNB,6,2,4,33.33333333333333,-0.1499999999999965,0.9150943396226434,-1.2628259775958828,-2.650000000000008
