trades,wins,losses,win_rate_pct,avg_net_pct,avg_gross_pct,avg_winner_pct,avg_loser_pct,profit_factor,expectancy_pct,compounded_return_pct,max_drawdown_pct,avg_holding_days,target_exits,stop_exits,time_exits,experiment
997,361,636,36.2086258776329,-0.009619803762667722,0.14038019623733222,4.481959993290819,-2.5590856948574925,0.9941072308708856,-0.009619803762667722,-49.836603676333816,-82.69908023172677,3.8004012036108326,309,614,74,EMA_ONLY
2329,780,1549,33.4907685702018,-0.15991676034368144,-0.009916760343681453,4.604944699878357,-2.5592659785316667,0.906050033317234,-0.15991676034368144,-99.38862021990288,-99.60425966302985,3.666380420781451,689,1495,145,MACD_ONLY
2467,820,1647,33.23875152006486,-0.1689278741783684,-0.018927874178368487,4.628457295412425,-2.557425651388114,0.9010595570679811,-0.1689278741783684,-99.63707663816615,-99.75143368197331,3.4385893798135387,720,1590,157,RSI_ONLY
674,254,420,37.68545994065282,0.12397330688342989,0.27397330688342975,4.543792021881698,-2.548964677901237,1.0780503715169936,0.12397330688342989,52.84275507971561,-70.61886747752362,4.014836795252226,217,404,53,EMA_MACD
620,216,404,34.83870967741935,-0.08150518175498,0.06849481824501993,4.546235627711781,-2.555742842261961,0.9510583742794423,-0.08150518175498,-58.10827107585628,-65.14520141399699,3.696774193548387,183,388,49,EMA_RSI
1106,351,755,31.735985533453885,-0.30032302947255146,-0.15032302947255155,4.566254198256632,-2.562798005542675,0.8283347326584931,-0.30032302947255146,-98.08069648221772,-98.29813502193842,3.5895117540687163,302,727,77,MACD_RSI
435,162,273,37.24137931034483,0.07043132665258106,0.22043132665258094,4.4983619620718365,-2.5571319075522516,1.0438873489236702,0.07043132665258106,4.64919689646659,-33.700647605898894,4.0,134,263,38,EMA_MACD_RSI
