variant,trades,wins,losses,win_rate_pct,avg_net_pct,profit_factor,compounded_return_pct,max_drawdown_pct
BASE_CURRENT,435,162,273,37.24137931034483,0.013967225245575664,1.0086124439668096,-17.652112969720257,-76.70686710104661
EMA_MACD,674,254,420,37.68545994065282,0.06495836094974639,1.0404450740145175,3.688736693049277,-73.79696881148736
RSI_ZONE,393,152,241,38.67684478371501,0.10454687330928074,1.0660614770967776,19.53789517010236,-64.71006639649801
EXT_3,292,105,187,35.95890410958904,-0.0894270831095563,0.9450927136081015,-34.67349300479597,-64.95954215365916
RSI_ZONE_EXT_3,275,103,172,37.45454545454546,0.0024207557537243543,1.0015160741615758,-14.010632721279869,-61.7399959651824
RSI_ZONE_NO_NEUTRAL,190,74,116,38.94736842105263,0.14655253994416897,1.094192590528766,18.06865602225567,-60.960441800398016
RSI_ZONE_EXT_3_NO_NEUTRAL,148,51,97,34.45945945945946,-0.19070140979451236,0.88492644479028,-30.459177424669846,-60.23638029930293
