trades,wins,losses,win_rate_pct,avg_net_pct,avg_gross_pct,profit_factor,expectancy_pct,compounded_return_pct,max_drawdown_pct,avg_holding_days,target_exits,stop_exits,time_exits,variant
435,162,273,37.24137931034483,0.07043132665258106,0.22043132665258094,1.0438873489236702,0.07043132665258106,4.64919689646659,-33.700647605898894,4.0,134,263,38,CURRENT
674,254,420,37.68545994065282,0.12397330688342989,0.27397330688342975,1.0780503715169936,0.12397330688342989,52.84275507971561,-70.61886747752362,4.014836795252226,217,404,53,EMA_MACD
