exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol,yahoo_symbol,validation_method,data_rows,last_date,validation_error
BSE,STOCK,CELLECOR,Cellecor Gadgets,,211856,NS,CELLECOR.BO,,,0,,CELLECOR.BO: Yahoo returned no data | 211856.BO: Yahoo returned no data
BSE,STOCK,CELLPOINT,Cell Point,,210434,NS,CELLPOINT.BO,,,0,,CELLPOINT.BO: Yahoo returned no data | 210434.BO: Yahoo returned no data
BSE,STOCK,CENTENKA,Century Enka,,500280,B,CENTENKA.BO,,,0,,CENTENKA.BO: Only 2 rows; minimum is 30 | 500280.BO: Yahoo returned no data
BSE,STOCK,CESC,CESC,,500084,A,CESC.BO,,,0,,CESC.BO: Only 2 rows; minimum is 30 | 500084.BO: Yahoo returned no data
BSE,STOCK,CGRAPHICS,Creative Graphics Solutions,,211498,NS,CGRAPHICS.BO,,,0,,CGRAPHICS.BO: Yahoo returned no data | 211498.BO: Yahoo returned no data
BSE,STOCK,CHADPAP,Chadha Paper,,531946,X,CHADPAP.BO,,,0,,CHADPAP.BO: Yahoo returned no data | 531946.BO: Yahoo returned no data
BSE,STOCK,CHAMUNDA,Chamunda Electricals,,212480,NS,CHAMUNDA.BO,,,0,,CHAMUNDA.BO: Yahoo returned no data | 212480.BO: Yahoo returned no data
BSE,STOCK,CHANDAN,Chandan Healthcare,,212501,NS,CHANDAN.BO,,,0,,CHANDAN.BO: Yahoo returned no data | 212501.BO: Yahoo returned no data
BSE,STOCK,CHAVDA,Chavda Infra,,210620,NS,CHAVDA.BO,,,0,,CHAVDA.BO: Yahoo returned no data | 210620.BO: Yahoo returned no data
BSE,STOCK,CHENNPETRO,Chennai Petroleum Corporation,,500110,A,CHENNPETRO.BO,,,0,,CHENNPETRO.BO: Only 2 rows; minimum is 30 | 500110.BO: Yahoo returned no data
BSE,STOCK,CHETANA,Chetana Education,,211803,NS,CHETANA.BO,,,0,,CHETANA.BO: Yahoo returned no data | 211803.BO: Yahoo returned no data
BSE,STOCK,CIPLA,Cipla,,500087,A,CIPLA.BO,,,0,,CIPLA.BO: Only 2 rows; minimum is 30 | 500087.BO: Yahoo returned no data
BSE,STOCK,CKKRETAIL,C K K Retail Mart,,215693,NS,CKKRETAIL.BO,,,0,,CKKRETAIL.BO: Yahoo returned no data | 215693.BO: Yahoo returned no data
BSE,STOCK,CLASSICEIL,Classic Electrodes (India),,213680,NS,CLASSICEIL.BO,,,0,,CLASSICEIL.BO: Yahoo returned no data | 213680.BO: Yahoo returned no data
BSE,STOCK,CLAYCRAFT,Clay Craft,,216360,NS,CLAYCRAFT.BO,,,0,,CLAYCRAFT.BO: Yahoo returned no data | 216360.BO: Yahoo returned no data
BSE,STOCK,CLSL,Crop Life Science,,210567,NT,CLSL.BO,,,0,,CLSL.BO: Yahoo returned no data | 210567.BO: Yahoo returned no data
BSE,STOCK,CMNL,Chaman Metallics,,209390,NS,CMNL.BO,,,0,,CMNL.BO: Yahoo returned no data | 209390.BO: Yahoo returned no data
BSE,STOCK,CMRSL,Cyber Media Research & Services,,209170,NS,CMRSL.BO,,,0,,CMRSL.BO: Yahoo returned no data | 209170.BO: Yahoo returned no data
BSE,STOCK,COMMITTED,Committed Cargo Care,,210710,NS,COMMITTED.BO,,,0,,COMMITTED.BO: Yahoo returned no data | 210710.BO: Yahoo returned no data
BSE,STOCK,CONCOR,Container Corporation of India,,531344,A,CONCOR.BO,,,0,,CONCOR.BO: Only 2 rows; minimum is 30 | 531344.BO: Yahoo returned no data
BSE,STOCK,CONNPLEX,Connplex Cinemas,,213641,NS,CONNPLEX.BO,,,0,,CONNPLEX.BO: Yahoo returned no data | 213641.BO: Yahoo returned no data
BSE,STOCK,CONSOFINVT,Consolidated Finvest & Holdings,,203559,NT,CONSOFINVT.BO,,,0,,CONSOFINVT.BO: Yahoo returned no data | 203559.BO: Yahoo returned no data
BSE,STOCK,CONTI,Continental Seeds Chemicals,,203459,NS,CONTI.BO,,,0,,CONTI.BO: Yahoo returned no data | 203459.BO: Yahoo returned no data
BSE,STOCK,COOLCAPS,Cool Caps Industries,,208628,NT,COOLCAPS.BO,,,0,,COOLCAPS.BO: Yahoo returned no data | 208628.BO: Yahoo returned no data
BSE,STOCK,CORAGRO,Coromandel Agro Products,,507543,P,CORAGRO.BO,,,0,,CORAGRO.BO: Yahoo returned no data | 507543.BO: Only 1 rows; minimum is 30
BSE,STOCK,CPS,CPS Shapers,,210584,NS,CPS.BO,,,0,,CPS.BO: Yahoo returned no data | 210584.BO: Yahoo returned no data
BSE,STOCK,CRAFTROOT,Craftroot Retail,,526349,Z,CRAFTROOT.BO,,,0,,CRAFTROOT.BO: Yahoo returned no data | 526349.BO: Only 1 rows; minimum is 30
BSE,STOCK,CRAYONS,Crayons Advertising,,210375,NS,CRAYONS.BO,,,0,,CRAYONS.BO: Yahoo returned no data | 210375.BO: Yahoo returned no data
BSE,STOCK,CREDENT,Credent Connect N Care,,216528,NS,CREDENT.BO,,,0,,CREDENT.BO: Yahoo returned no data | 216528.BO: Yahoo returned no data
BSE,STOCK,CRISIL,CRISIL,,500092,A,CRISIL.BO,,,0,,CRISIL.BO: Only 2 rows; minimum is 30 | 500092.BO: Yahoo returned no data
BSE,STOCK,CROWN,Crown Lifters,,200540,NS,CROWN.BO,,,0,,CROWN.BO: Yahoo returned no data | 200540.BO: Yahoo returned no data
BSE,STOCK,CSML,Complete Sports & Management,,544900,MT,CSML.BO,,,0,,CSML.BO: Only 1 rows; minimum is 30 | 544900.BO: Yahoo returned no data
BSE,STOCK,CSSL,Clear Secured Services,,215419,NS,CSSL.BO,,,0,,CSSL.BO: Yahoo returned no data | 215419.BO: Yahoo returned no data
BSE,STOCK,CUDML,Cash Ur Drive Marketing,,213611,NS,CUDML.BO,,,0,,CUDML.BO: Yahoo returned no data | 213611.BO: Yahoo returned no data
BSE,STOCK,CURIS,Curis Lifesciences,,215295,NS,CURIS.BO,,,0,,CURIS.BO: Yahoo returned no data | 215295.BO: Yahoo returned no data
BSE,STOCK,CURRENT,Current Infraprojects,,213704,NS,CURRENT.BO,,,0,,CURRENT.BO: Yahoo returned no data | 213704.BO: Yahoo returned no data
BSE,STOCK,CYBERMEDIA,Cyber Media,,532640,B,CYBERMEDIA.BO,,,0,,CYBERMEDIA.BO: Only 2 rows; minimum is 30 | 532640.BO: Yahoo returned no data
BSE,STOCK,DABUR,Dabur India,,500096,A,DABUR.BO,,,0,,DABUR.BO: Only 2 rows; minimum is 30 | 500096.BO: Yahoo returned no data
BSE,STOCK,DANGEE,Dangee Dums,,209079,NS,DANGEE.BO,,,0,,DANGEE.BO: Yahoo returned no data | 209079.BO: Yahoo returned no data
BSE,STOCK,DANISH,Danish Power,,212136,NS,DANISH.BO,,,0,,DANISH.BO: Yahoo returned no data | 212136.BO: Yahoo returned no data
BSE,STOCK,DANLAW,Danlaw Technologies,,532329,XT,DANLAW.BO,,,0,,DANLAW.BO: Yahoo returned no data | 532329.BO: Yahoo returned no data
BSE,STOCK,DAVIN,Davin Sons Retail,,544331,M,DAVIN.BO,,,0,,DAVIN.BO: Yahoo returned no data | 544331.BO: Yahoo returned no data
BSE,STOCK,DBCORP,DB Corp,,533151,B,DBCORP.BO,,,0,,DBCORP.BO: Yahoo returned no data | 533151.BO: Yahoo returned no data
BSE,STOCK,DCCL,Dar Credit & Capital,,213351,NS,DCCL.BO,,,0,,DCCL.BO: Yahoo returned no data | 213351.BO: Yahoo returned no data
BSE,STOCK,DCG,DCG Cables & Wires,,211509,NS,DCG.BO,,,0,,DCG.BO: Yahoo returned no data | 211509.BO: Yahoo returned no data
BSE,STOCK,DCM,DCM,,502820,T,DCM.BO,,,0,,DCM.BO: Only 1 rows; minimum is 30 | 502820.BO: Yahoo returned no data
BSE,STOCK,DCW,DCW,,500117,B,DCW.BO,,,0,,DCW.BO: Only 1 rows; minimum is 30 | 500117.BO: Yahoo returned no data
BSE,STOCK,DECCANCE,Deccan Cements,,502137,B,DECCANCE.BO,,,0,,DECCANCE.BO: Only 1 rows; minimum is 30 | 502137.BO: Yahoo returned no data
BSE,STOCK,DECCANTRAN,Deccan Transcon Leasing,,212001,NS,DECCANTRAN.BO,,,0,,DECCANTRAN.BO: Yahoo returned no data | 212001.BO: Yahoo returned no data
BSE,STOCK,DEEM,Deem Roll Tech,,211181,NT,DEEM.BO,,,0,,DEEM.BO: Yahoo returned no data | 211181.BO: Yahoo returned no data
BSE,STOCK,DEEPAKFERT,Deepak Fertilisers & Petrochemicals,,500645,A,DEEPAKFERT.BO,,,0,,DEEPAKFERT.BO: Only 1 rows; minimum is 30 | 500645.BO: Yahoo returned no data
BSE,STOCK,DELAPLEX,Delaplex,,211092,NS,DELAPLEX.BO,,,0,,DELAPLEX.BO: Yahoo returned no data | 211092.BO: Yahoo returned no data
BSE,STOCK,DELTIC,Delta Autocorp,,212378,NS,DELTIC.BO,,,0,,DELTIC.BO: Yahoo returned no data | 212378.BO: Yahoo returned no data
BSE,STOCK,DENEERS,De Neers Tools,,210323,NS,DENEERS.BO,,,0,,DENEERS.BO: Yahoo returned no data | 210323.BO: Yahoo returned no data
BSE,STOCK,DENTALKART,Vasa Denticity,,210374,NS,DENTALKART.BO,,,0,,DENTALKART.BO: Yahoo returned no data | 210374.BO: Yahoo returned no data
BSE,STOCK,DESTINY,Destiny Logistics - RE,,208303,NS,DESTINY.BO,,,0,,DESTINY.BO: Yahoo returned no data | 208303.BO: Yahoo returned no data
BSE,STOCK,DEVITRD,Devinsu Trading,,512445,XT,DEVITRD.BO,,,0,,DEVITRD.BO: Yahoo returned no data | 512445.BO: Yahoo returned no data
BSE,STOCK,DHANBANK,Dhanlaxmi Bank,,532180,B,DHANBANK.BO,,,0,,DHANBANK.BO: Only 1 rows; minimum is 30 | 532180.BO: Yahoo returned no data
BSE,STOCK,DHANLAXMI,Dhanlaxmi Crop Science,,212273,NS,DHANLAXMI.BO,,,0,,DHANLAXMI.BO: Yahoo returned no data | 212273.BO: Yahoo returned no data
BSE,STOCK,DHANSA,Dhansa Labs,,211754,NS,DHANSA.BO,,,0,,DHANSA.BO: Yahoo returned no data | 211754.BO: Yahoo returned no data
BSE,STOCK,DHANWEL,Dhanwel Hybrid Seeds,,544884,MT,DHANWEL.BO,,,0,,DHANWEL.BO: Only 7 rows; minimum is 30 | 544884.BO: Yahoo returned no data
BSE,STOCK,DHARARAIL,Dhara Rail Projects,,215516,NT,DHARARAIL.BO,,,0,,DHARARAIL.BO: Yahoo returned no data | 215516.BO: Yahoo returned no data
BSE,STOCK,DHARIWAL,Dhariwal Corp,,215715,NS,DHARIWAL.BO,,,0,,DHARIWAL.BO: Yahoo returned no data | 215715.BO: Yahoo returned no data
BSE,STOCK,DHAVAL,Dhaval Packaging,,544854,M,DHAVAL.BO,,,0,,DHAVAL.BO: Only 21 rows; minimum is 30 | 544854.BO: Yahoo returned no data
BSE,STOCK,DHOOTTRANS,Dhoot Transmission,,544867,B,DHOOTTRANS.BO,,,0,,DHOOTTRANS.BO: Only 14 rows; minimum is 30 | 544867.BO: Yahoo returned no data
BSE,STOCK,DHTL,Docmode Health Technologies,,211090,NS,DHTL.BO,,,0,,DHTL.BO: Yahoo returned no data | 211090.BO: Yahoo returned no data
BSE,STOCK,DIGIKORE,Digikore Studios,,210660,NS,DIGIKORE.BO,,,0,,DIGIKORE.BO: Yahoo returned no data | 210660.BO: Yahoo returned no data
BSE,STOCK,DIRL,Dhanuka Infra Realty,,200454,NS,DIRL.BO,,,0,,DIRL.BO: Yahoo returned no data | 200454.BO: Yahoo returned no data
BSE,STOCK,DIVINEHIRA,Divine Hira Jewellers,,212706,NT,DIVINEHIRA.BO,,,0,,DIVINEHIRA.BO: Yahoo returned no data | 212706.BO: Yahoo returned no data
BSE,STOCK,DIVYADHAN,Divyadhan Recycling Industries,,212057,NT,DIVYADHAN.BO,,,0,,DIVYADHAN.BO: Yahoo returned no data | 212057.BO: Yahoo returned no data
BSE,STOCK,DKEGL,DK Enterprises Global,,208318,NS,DKEGL.BO,,,0,,DKEGL.BO: Yahoo returned no data | 208318.BO: Yahoo returned no data
BSE,STOCK,DOLLEX,Dollex Agrotech,,209344,NS,DOLLEX.BO,,,0,,DOLLEX.BO: Yahoo returned no data | 209344.BO: Yahoo returned no data
BSE,STOCK,DONEAR,Donear Industries,,512519,B,DONEAR.BO,,,0,,DONEAR.BO: Only 1 rows; minimum is 30 | 512519.BO: Yahoo returned no data
BSE,STOCK,DPEL,Divine Power Energy,,211722,NS,DPEL.BO,,,0,,DPEL.BO: Yahoo returned no data | 211722.BO: Yahoo returned no data
BSE,STOCK,DPSCLTD,DPSC,,202249,NT,DPSCLTD.BO,,,0,,DPSCLTD.BO: Yahoo returned no data | 202249.BO: Yahoo returned no data
BSE,STOCK,DRONE,Drone Destination,,210495,NS,DRONE.BO,,,0,,DRONE.BO: Yahoo returned no data | 210495.BO: Yahoo returned no data
BSE,STOCK,DRREDDY,Dr Reddys Laboratories,,500124,A,DRREDDY.BO,,,0,,DRREDDY.BO: Only 1 rows; minimum is 30 | 500124.BO: Yahoo returned no data
BSE,STOCK,DRSCARGO,DRS Cargo Movers,,211501,NS,DRSCARGO.BO,,,0,,DRSCARGO.BO: Yahoo returned no data | 211501.BO: Yahoo returned no data
BSE,STOCK,DRSDILIP,DRS Dilip Roadlines,,202144,NS,DRSDILIP.BO,,,0,,DRSDILIP.BO: Yahoo returned no data | 202144.BO: Yahoo returned no data
BSE,STOCK,DTL,Diensten Tech,,211726,NS,DTL.BO,,,0,,DTL.BO: Yahoo returned no data | 211726.BO: Yahoo returned no data
BSE,STOCK,DUCOL,Ducol Organics & Colours,,209397,NS,DUCOL.BO,,,0,,DUCOL.BO: Yahoo returned no data | 209397.BO: Yahoo returned no data
BSE,STOCK,DUGLOBAL,DU Digital Global,,208924,NS,DUGLOBAL.BO,,,0,,DUGLOBAL.BO: Yahoo returned no data | 208924.BO: Yahoo returned no data
BSE,STOCK,DURLAX,Durlax Top Surface,,211692,NS,DURLAX.BO,,,0,,DURLAX.BO: Yahoo returned no data | 211692.BO: Yahoo returned no data
BSE,STOCK,DYNAMIC,Dynamic Services & Security,,208302,NT,DYNAMIC.BO,,,0,,DYNAMIC.BO: Yahoo returned no data | 208302.BO: Yahoo returned no data
BSE,STOCK,E2ERAIL,E to E Transportation Infrastructure,,215521,NS,E2ERAIL.BO,,,0,,E2ERAIL.BO: Yahoo returned no data | 215521.BO: Yahoo returned no data
BSE,STOCK,ECOLINE,Ecoline Exim,,213805,NT,ECOLINE.BO,,,0,,ECOLINE.BO: Yahoo returned no data | 213805.BO: Yahoo returned no data
BSE,STOCK,EEPL,Eppeltone Engineers,,213447,NT,EEPL.BO,,,0,,EEPL.BO: Yahoo returned no data | 213447.BO: Yahoo returned no data
BSE,STOCK,EFACTOR,E-Factor Experiences,,210688,NS,EFACTOR.BO,,,0,,EFACTOR.BO: Yahoo returned no data | 210688.BO: Yahoo returned no data
BSE,STOCK,EFFWA,Effwa Infra & Research,,211759,NT,EFFWA.BO,,,0,,EFFWA.BO: Yahoo returned no data | 211759.BO: Yahoo returned no data
BSE,STOCK,EFORCE,Electro Force,,210949,NS,EFORCE.BO,,,0,,EFORCE.BO: Yahoo returned no data | 210949.BO: Yahoo returned no data
BSE,STOCK,EIDPARRY,EID Parry,,500125,A,EIDPARRY.BO,,,0,,EIDPARRY.BO: Only 1 rows; minimum is 30 | 500125.BO: Yahoo returned no data
BSE,STOCK,EKC,Everest Kanto Cylinder,,532684,B,EKC.BO,,,0,,EKC.BO: Only 1 rows; minimum is 30 | 532684.BO: Yahoo returned no data
BSE,STOCK,ELGIRUBCO,Elgi Rubber Company,,200535,NS,ELGIRUBCO.BO,,,0,,ELGIRUBCO.BO: Yahoo returned no data | 200535.BO: Yahoo returned no data
BSE,STOCK,ELGNZ,Eleganz Interiors,,212499,NS,ELGNZ.BO,,,0,,ELGNZ.BO: Yahoo returned no data | 212499.BO: Yahoo returned no data
BSE,STOCK,EMAPARTNER,EMA Partners,,212412,NS,EMAPARTNER.BO,,,0,,EMAPARTNER.BO: Yahoo returned no data | 212412.BO: Yahoo returned no data
BSE,STOCK,EMKAYTOOLS,Emkay Tap & Cut. Tool,,203139,NS,EMKAYTOOLS.BO,,,0,,EMKAYTOOLS.BO: Yahoo returned no data | 203139.BO: Yahoo returned no data
BSE,STOCK,EMMIL,Energy Mission Machineries,,211571,NS,EMMIL.BO,,,0,,EMMIL.BO: Yahoo returned no data | 211571.BO: Yahoo returned no data
BSE,STOCK,ENCOMPAS,Encompass Design,,215425,NS,ENCOMPAS.BO,,,0,,ENCOMPAS.BO: Yahoo returned no data | 215425.BO: Yahoo returned no data
BSE,STOCK,ENFUSE,Enfuse Solutions,,211327,NS,ENFUSE.BO,,,0,,ENFUSE.BO: Yahoo returned no data | 211327.BO: Yahoo returned no data
BSE,STOCK,ENIL,Entertainment Network,,532700,B,ENIL.BO,,,0,,ENIL.BO: Only 1 rows; minimum is 30 | 532700.BO: Yahoo returned no data
BSE,STOCK,ENS,ENS Enterprises,,544876,M,ENS.BO,,,0,,ENS.BO: Only 10 rows; minimum is 30 | 544876.BO: Yahoo returned no data
BSE,STOCK,ENSER,Enser Communications,,212475,NS,ENSER.BO,,,0,,ENSER.BO: Yahoo returned no data | 212475.BO: Yahoo returned no data
BSE,STOCK,ENVIRO,Envirotech Systems,,212002,NS,ENVIRO.BO,,,0,,ENVIRO.BO: Yahoo returned no data | 212002.BO: Yahoo returned no data
BSE,STOCK,EPWINDIA,EPW,,215511,NT,EPWINDIA.BO,,,0,,EPWINDIA.BO: Yahoo returned no data | 215511.BO: Yahoo returned no data
BSE,STOCK,ESABINDIA,ESAB India,,500133,B,ESABINDIA.BO,,,0,,ESABINDIA.BO: Only 1 rows; minimum is 30 | 500133.BO: Yahoo returned no data
BSE,STOCK,ESCONET,Esconet Technologies,,211174,NS,ESCONET.BO,,,0,,ESCONET.BO: Yahoo returned no data | 211174.BO: Yahoo returned no data
BSE,STOCK,ESCORTS,Escorts Kubota,,500495,A,ESCORTS.BO,,,0,,ESCORTS.BO: Only 1 rows; minimum is 30 | 500495.BO: Yahoo returned no data
BSE,STOCK,ESDS,ESDS Software Solution,,544898,B,ESDS.BO,,,0,,ESDS.BO: Only 1 rows; minimum is 30 | 544898.BO: Yahoo returned no data
BSE,STOCK,ESFL,Essen Specialty Films,,210454,NS,ESFL.BO,,,0,,ESFL.BO: Yahoo returned no data | 210454.BO: Yahoo returned no data
BSE,STOCK,ESPRIT,Esprit Stones,,211824,NS,ESPRIT.BO,,,0,,ESPRIT.BO: Yahoo returned no data | 211824.BO: Yahoo returned no data
BSE,STOCK,ETL,Emkay Tools,,213509,NS,ETL.BO,,,0,,ETL.BO: Yahoo returned no data | 213509.BO: Yahoo returned no data
BSE,STOCK,ETML,Emerald Tyre Manufacturers,,212266,NS,ETML.BO,,,0,,ETML.BO: Yahoo returned no data | 212266.BO: Yahoo returned no data
BSE,STOCK,EXCELLENT,Excellent Wires and Packaging,,211983,NT,EXCELLENT.BO,,,0,,EXCELLENT.BO: Yahoo returned no data | 211983.BO: Yahoo returned no data
BSE,STOCK,EXIDEIND,Exide Industries,,500086,A,EXIDEIND.BO,,,0,,EXIDEIND.BO: Only 1 rows; minimum is 30 | 500086.BO: Yahoo returned no data
BSE,STOCK,EXIMROUTES,Exim Routes,,215458,NS,EXIMROUTES.BO,,,0,,EXIMROUTES.BO: Yahoo returned no data | 215458.BO: Yahoo returned no data
BSE,STOCK,FALCONTECH,Falcon Technoprojects,,211693,NS,FALCONTECH.BO,,,0,,FALCONTECH.BO: Yahoo returned no data | 211693.BO: Yahoo returned no data
BSE,STOCK,FASCINATE,Fascinate Textiles,,216541,NT,FASCINATE.BO,,,0,,FASCINATE.BO: Yahoo returned no data | 216541.BO: Yahoo returned no data
BSE,STOCK,FCSSOFT,FCS Software Solutions,,532666,B,FCSSOFT.BO,,,0,,FCSSOFT.BO: Only 1 rows; minimum is 30 | 532666.BO: Yahoo returned no data
BSE,STOCK,FELIX,Felix Industries,,206059,NS,FELIX.BO,,,0,,FELIX.BO: Yahoo returned no data | 206059.BO: Yahoo returned no data
BSE,STOCK,FIDEL,Fidel Softech,,208792,NS,FIDEL.BO,,,0,,FIDEL.BO: Yahoo returned no data | 208792.BO: Yahoo returned no data
BSE,STOCK,FIEMIND,Fiem Industries,,532768,B,FIEMIND.BO,,,0,,FIEMIND.BO: Only 1 rows; minimum is 30 | 532768.BO: Yahoo returned no data
BSE,STOCK,FINBUD,Finbud Financial Services,,215290,NS,FINBUD.BO,,,0,,FINBUD.BO: Yahoo returned no data | 215290.BO: Yahoo returned no data
BSE,STOCK,FINCABLES,Finolex Cables,,500144,A,FINCABLES.BO,,,0,,FINCABLES.BO: Only 1 rows; minimum is 30 | 500144.BO: Yahoo returned no data
BSE,STOCK,FINPIPE,Finolex Industries,,500940,A,FINPIPE.BO,,,0,,FINPIPE.BO: Only 1 rows; minimum is 30 | 500940.BO: Yahoo returned no data
BSE,STOCK,FLYSBS,FlySBS Aviation,,213615,NS,FLYSBS.BO,,,0,,FLYSBS.BO: Yahoo returned no data | 213615.BO: Yahoo returned no data
BSE,STOCK,FOCE,Foce,,208419,NS,FOCE.BO,,,0,,FOCE.BO: Yahoo returned no data | 208419.BO: Yahoo returned no data
BSE,STOCK,FOCUS$,Focus Lighting & Fixtures,,210685,NT,FOCUS$.BO,,,0,,FOCUS$.BO: Yahoo returned no data | 210685.BO: Yahoo returned no data
BSE,STOCK,FONEBOX,Fonebox Retail,,211091,NS,FONEBOX.BO,,,0,,FONEBOX.BO: Yahoo returned no data | 211091.BO: Yahoo returned no data
BSE,STOCK,FORCAS,Forcas Studio,,211899,NT,FORCAS.BO,,,0,,FORCAS.BO: Yahoo returned no data | 211899.BO: Yahoo returned no data
BSE,STOCK,FORGEAUTO,Forge Auto International,,212059,NS,FORGEAUTO.BO,,,0,,FORGEAUTO.BO: Yahoo returned no data | 212059.BO: Yahoo returned no data
BSE,STOCK,FRESHARA,Freshara Agro Exports,,212128,NT,FRESHARA.BO,,,0,,FRESHARA.BO: Yahoo returned no data | 212128.BO: Yahoo returned no data
BSE,STOCK,FROG,Frog Innovations,,200669,NT,FROG.BO,,,0,,FROG.BO: Yahoo returned no data | 200669.BO: Yahoo returned no data
BSE,STOCK,FWSTC,Flywings Simulator Training Centre,,215426,NS,FWSTC.BO,,,0,,FWSTC.BO: Yahoo returned no data | 215426.BO: Yahoo returned no data
BSE,STOCK,GABRIEL,Gabriel,,505714,A,GABRIEL.BO,,,0,,GABRIEL.BO: Only 1 rows; minimum is 30 | 505714.BO: Yahoo returned no data
BSE,STOCK,GAJA,Gaja Alternative Asset Management,,544885,B,GAJA.BO,,,0,,GAJA.BO: Only 7 rows; minimum is 30 | 544885.BO: Yahoo returned no data
BSE,STOCK,GAJANAND,Gajanand International,,211975,NS,GAJANAND.BO,,,0,,GAJANAND.BO: Yahoo returned no data | 211975.BO: Yahoo returned no data
BSE,STOCK,GALLANTT,Gallantt Ispat,,532726,A,GALLANTT.BO,,,0,,GALLANTT.BO: Only 1 rows; minimum is 30 | 532726.BO: Yahoo returned no data
BSE,STOCK,GANESHIN,Ganesh Infraworld,,212251,NT,GANESHIN.BO,,,0,,GANESHIN.BO: Yahoo returned no data | 212251.BO: Yahoo returned no data
BSE,STOCK,GANGABATH,Ganga Bath Fittings,,213406,NS,GANGABATH.BO,,,0,,GANGABATH.BO: Yahoo returned no data | 213406.BO: Yahoo returned no data
BSE,STOCK,GANGAFORGE,Ganga Forging,,208199,NS,GANGAFORGE.BO,,,0,,GANGAFORGE.BO: Yahoo returned no data | 208199.BO: Yahoo returned no data
BSE,STOCK,GCHOTELS,Grand Continent Hotels,,212731,NT,GCHOTELS.BO,,,0,,GCHOTELS.BO: Yahoo returned no data | 212731.BO: Yahoo returned no data
BSE,STOCK,GEEKAYWIRE,Geekay Wires,,210728,NS,GEEKAYWIRE.BO,,,0,,GEEKAYWIRE.BO: Yahoo returned no data | 210728.BO: Yahoo returned no data
BSE,STOCK,GENESYS,Genesys International Corp,,506109,B,GENESYS.BO,,,0,,GENESYS.BO: Only 1 rows; minimum is 30 | 506109.BO: Yahoo returned no data
BSE,STOCK,GENXAI,Genxai Analytics,,216329,NS,GENXAI.BO,,,0,,GENXAI.BO: Yahoo returned no data | 216329.BO: Yahoo returned no data
BSE,STOCK,GGBL,Ganesh Green Bharat,,211758,NS,GGBL.BO,,,0,,GGBL.BO: Yahoo returned no data | 211758.BO: Yahoo returned no data
BSE,STOCK,GHCL,GHCL,,500171,A,GHCL.BO,,,0,,GHCL.BO: Only 1 rows; minimum is 30 | 500171.BO: Yahoo returned no data
BSE,STOCK,GICL,Globe International Carriers,,204730,NS,GICL.BO,,,0,,GICL.BO: Yahoo returned no data | 204730.BO: Yahoo returned no data
BSE,STOCK,GIRIRAJ,Giriraj Civil Developers,,204207,NS,GIRIRAJ.BO,,,0,,GIRIRAJ.BO: Yahoo returned no data | 204207.BO: Yahoo returned no data
BSE,STOCK,GJL,Grover Jewells,,215720,NT,GJL.BO,,,0,,GJL.BO: Yahoo returned no data | 215720.BO: Yahoo returned no data
BSE,STOCK,GKWLIMITED,GKW,,203307,NS,GKWLIMITED.BO,,,0,,GKWLIMITED.BO: Yahoo returned no data | 203307.BO: Yahoo returned no data
BSE,STOCK,GLOBAL,Global Education,,212255,NS,GLOBAL.BO,,,0,,GLOBAL.BO: Yahoo returned no data | 212255.BO: Yahoo returned no data
BSE,STOCK,GLOBALPET,Global Pet Industries,,210474,NT,GLOBALPET.BO,,,0,,GLOBALPET.BO: Yahoo returned no data | 210474.BO: Yahoo returned no data
BSE,STOCK,GML,Galaxy Medicare,,213754,NS,GML.BO,,,0,,GML.BO: Yahoo returned no data | 213754.BO: Yahoo returned no data
BSE,STOCK,GNFC,Gujarat Narmada Valley Fert & Chem,,500670,A,GNFC.BO,,,0,,GNFC.BO: Only 1 rows; minimum is 30 | 500670.BO: Yahoo returned no data
BSE,STOCK,GODFRYPHLP,Godfrey Phillips,,500163,A,GODFRYPHLP.BO,,,0,,GODFRYPHLP.BO: Only 1 rows; minimum is 30 | 500163.BO: Yahoo returned no data
BSE,STOCK,GODREJCP,Godrej Consumer Products,,532424,A,GODREJCP.BO,,,0,,GODREJCP.BO: Only 1 rows; minimum is 30 | 532424.BO: Yahoo returned no data
BSE,STOCK,GODREJIND,Godrej Industries,,500164,A,GODREJIND.BO,,,0,,GODREJIND.BO: Only 1 rows; minimum is 30 | 500164.BO: Yahoo returned no data
BSE,STOCK,GOLDKART,Goldkart Jewels,,206531,NS,GOLDKART.BO,,,0,,GOLDKART.BO: Yahoo returned no data | 206531.BO: Yahoo returned no data
BSE,STOCK,GOLDSTAR,Goldstar Power,,209403,NS,GOLDSTAR.BO,,,0,,GOLDSTAR.BO: Yahoo returned no data | 209403.BO: Yahoo returned no data
BSE,STOCK,GOYALSALT,Goyal Salt,,210694,NS,GOYALSALT.BO,,,0,,GOYALSALT.BO: Yahoo returned no data | 210694.BO: Yahoo returned no data
BSE,STOCK,GPECO,GP Eco Solutions,,211687,NT,GPECO.BO,,,0,,GPECO.BO: Yahoo returned no data | 211687.BO: Yahoo returned no data
BSE,STOCK,GRADIENTE,Gradiente Infotainment,,216243,NS,GRADIENTE.BO,,,0,,GRADIENTE.BO: Yahoo returned no data | 216243.BO: Yahoo returned no data
BSE,STOCK,GRANULES,Granules,,532482,A,GRANULES.BO,,,0,,GRANULES.BO: Only 1 rows; minimum is 30 | 532482.BO: Yahoo returned no data
