variant,trades,wins,losses,win_rate,avg_net_pct,profit_factor,compounded_return_pct,max_drawdown_pct,avg_holding_days,target_exits,stop_exits,time_exits
CURRENT,444,154,290,34.68468468468468,-0.221756861177661,0.8690392015961448,-70.82198269564894,-77.92109168023197,2.990990990990991,121,282,41
LONG_RSI_ZONE,382,131,251,34.29319371727749,-0.21837080681692667,0.8721201399887192,-64.99832388025524,-70.45722568751707,2.863874345549738,106,244,32
