exchange,instrument_type,symbol,name,isin,security_id,series,data_symbol
BSE,STOCK,FILTRON,FILTRON ENGINEERS LTD.,,531191,XT,FILTRON.BO
BSE,STOCK,FINBUD,Finbud Financial Services,,215290,NS,FINBUD.BO
BSE,STOCK,FINCABLES,Finolex Cables,,500144,A,FINCABLES.BO
BSE,STOCK,FINELINE,Fine-Line Circuits,,517264,X,FINELINE.BO
BSE,STOCK,FINEORG,Fine Organic Industries,,541557,A,FINEORG.BO
BSE,STOCK,FINKURVE,Finkurve Financial Services,,508954,B,FINKURVE.BO
BSE,STOCK,FINOPB,Fino Payments Bank,,543386,B,FINOPB.BO
BSE,STOCK,FINPIPE,Finolex Industries,,500940,A,FINPIPE.BO
BSE,STOCK,FIRSTCRY,Firstcry (Brainbees Solutions),,544226,A,FIRSTCRY.BO
BSE,STOCK,FIRSTFIN,First Fintec,,532379,X,FIRSTFIN.BO
BSE,STOCK,FISCHER,Fischer Medical Ventures,,524743,B,FISCHER.BO
BSE,STOCK,FIVESTAR,Five Star Business Finance,,543663,A,FIVESTAR.BO
BSE,STOCK,FLAIR,Flair Writing Industries,,544030,B,FLAIR.BO
BSE,STOCK,FLEXFO,Flex Foods,,523672,X,FLEXFO.BO
BSE,STOCK,FLEXITUFF,Flexituff Ventures,,533638,T,FLEXITUFF.BO
BSE,STOCK,FLFL,Future Lifestyle Fashions,,536507,Z,FLFL.BO
BSE,STOCK,FLOMIC,Flomic Global Logistics,,504380,X,FLOMIC.BO
BSE,STOCK,FLORACORP,Flora Corporation,,540267,X,FLORACORP.BO
BSE,STOCK,FLUIDOM,Fluidomat,,522017,X,FLUIDOM.BO
BSE,STOCK,FLUOROCHEM,Gujarat Fluorochemicals,,542812,A,FLUOROCHEM.BO
BSE,STOCK,FLYSBS,FlySBS Aviation,,213615,NS,FLYSBS.BO
BSE,STOCK,FMGOETZE,Federal Mogul Goetze,,505744,B,FMGOETZE.BO
BSE,STOCK,FMNL,Future Market Networks,,533296,B,FMNL.BO
BSE,STOCK,FOCE,Foce,,208419,NS,FOCE.BO
BSE,STOCK,FOCUS,Focus Business Solution,,543312,M,FOCUS.BO
BSE,STOCK,FOCUS$,Focus Lighting & Fixtures,,210685,NT,FOCUS$.BO
BSE,STOCK,FONE4,Fone4 Communications,,543521,M,FONE4.BO
BSE,STOCK,FONEBOX,Fonebox Retail,,211091,NS,FONEBOX.BO
BSE,STOCK,FOODSIN,Foods & Inns,,507552,B,FOODSIN.BO
BSE,STOCK,FORBESCO,Forbes & Company,,502865,X,FORBESCO.BO
BSE,STOCK,FORCAS,Forcas Studio,,211899,NT,FORCAS.BO
BSE,STOCK,FORCEMOT,Force Motors,,500033,A,FORCEMOT.BO
BSE,STOCK,FORGEAUTO,Forge Auto International,,212059,NS,FORGEAUTO.BO
BSE,STOCK,FORINTL,Fortune International,,530213,X,FORINTL.BO
BSE,STOCK,FORTIS,Fortis Healthcare,,532843,A,FORTIS.BO
BSE,STOCK,FORTISMLR,Fortis Malar Hospitals,,523696,X,FORTISMLR.BO
BSE,STOCK,FOSECOC,Foseco Crucible,,523160,X,FOSECOC.BO
BSE,STOCK,FOSECOIND,Foseco,,500150,B,FOSECOIND.BO
BSE,STOCK,FRACTAL,Fractal Analytics,,544700,B,FRACTAL.BO
BSE,STOCK,FRANKLIN,Franklin Leasing & Finance,,539839,M,FRANKLIN.BO
BSE,STOCK,FRANKLININD,Franklin Industries,,540190,X,FRANKLININD.BO
BSE,STOCK,FRASER,Fraser & Company,,539032,X,FRASER.BO
BSE,STOCK,FRATELLI,Fratelli Vineyards,,541741,X,FRATELLI.BO
BSE,STOCK,FREDUN,Fredun Pharmaceuticals,,539730,B,FREDUN.BO
BSE,STOCK,FRESHARA,Freshara Agro Exports,,212128,NT,FRESHARA.BO
BSE,STOCK,FROG,Frog Innovations,,200669,NT,FROG.BO
BSE,STOCK,FRONTCAP,Frontier Capital,,508980,X,FRONTCAP.BO
BSE,STOCK,FRONTCORP,Frontline Corporation,,532042,X,FRONTCORP.BO
BSE,STOCK,FRONTFN,Frontline Financial Services,,531685,XT,FRONTFN.BO
BSE,STOCK,FRONTSP,Frontier Springs,,522195,B,FRONTSP.BO
BSE,STOCK,FRUTION,Fruition Venture,,538568,XT,FRUTION.BO
BSE,STOCK,FSL,Firstsource Solutions,,532809,A,FSL.BO
BSE,STOCK,FTL,FTL,,544173,M,FTL.BO
BSE,STOCK,FUNDVISER,Fundviser Capital,,530197,X,FUNDVISER.BO
BSE,STOCK,FUSION,Fusion Finance,,543652,B,FUSION.BO
BSE,STOCK,FUTSOL,Futuristic Solutions,,534063,X,FUTSOL.BO
BSE,STOCK,FUTURSEC,Futuristic Securities,,523113,X,FUTURSEC.BO
BSE,STOCK,FWSTC,Flywings Simulator Training Centre,,215426,NS,FWSTC.BO
BSE,STOCK,FYNX,Fynx Capital,,507962,XT,FYNX.BO
BSE,STOCK,GABRIEL,Gabriel,,505714,A,GABRIEL.BO
BSE,STOCK,GAEL,Gujarat Ambuja Exports,,524226,B,GAEL.BO
BSE,STOCK,GAGAN,Gagan Gases,,524624,X,GAGAN.BO
BSE,STOCK,GAIL,GAIL,,532155,A,GAIL.BO
BSE,STOCK,GAJA,Gaja Alternative Asset Management,,544885,B,GAJA.BO
BSE,STOCK,GAJANAND,Gajanand International,,211975,NS,GAJANAND.BO
BSE,STOCK,GAJANANSEC,Gajanan Securities Services,,538609,X,GAJANANSEC.BO
BSE,STOCK,GALACTICO,Galactico Corp services,,542802,B,GALACTICO.BO
BSE,STOCK,GALADA,Galada Power & Telecommunication,,504697,XT,GALADA.BO
BSE,STOCK,GALADAFIN,Galada Finance,,538881,X,GALADAFIN.BO
BSE,STOCK,GALAGEX,Galaxy Agrico Exports,,531911,XT,GALAGEX.BO
BSE,STOCK,GALAPREC,Gala Precision Engineering,,544244,B,GALAPREC.BO
BSE,STOCK,GALAXYSURF,Galaxy Surfactants,,540935,B,GALAXYSURF.BO
BSE,STOCK,GALLANTT,Gallantt Ispat,,532726,A,GALLANTT.BO
BSE,STOCK,GALLARD,Gallard Steel,,544616,M,GALLARD.BO
BSE,STOCK,GALLOPENT,Gallops Enterprise,,531902,XT,GALLOPENT.BO
BSE,STOCK,GALXBRG,Galaxy Bearings,,526073,XT,GALXBRG.BO
BSE,STOCK,GAMCO,Gamco,,540097,X,GAMCO.BO
BSE,STOCK,GANDHAR,Gandhar Oil Refinery,,544029,B,GANDHAR.BO
BSE,STOCK,GANDHITUBE,Gandhi Special Tubes,,513108,B,GANDHITUBE.BO
BSE,STOCK,GANECOS,Ganesha Ecosphere,,514167,B,GANECOS.BO
BSE,STOCK,GANESHBE,Ganesh Benzoplast,,500153,T,GANESHBE.BO
BSE,STOCK,GANESHCP,Ganesh Consumer Products,,544528,B,GANESHCP.BO
BSE,STOCK,GANESHHOU,Ganesh Housing,,526367,B,GANESHHOU.BO
BSE,STOCK,GANESHIN,Ganesh Infraworld,,212251,NT,GANESHIN.BO
BSE,STOCK,GANGABATH,Ganga Bath Fittings,,213406,NS,GANGABATH.BO
BSE,STOCK,GANGAFORGE,Ganga Forging,,208199,NS,GANGAFORGE.BO
BSE,STOCK,GANGAPA,Ganga Papers,,531813,XT,GANGAPA.BO
BSE,STOCK,GANGAPHARM,Ganga Pharmaceuticals,,539680,M,GANGAPHARM.BO
BSE,STOCK,GANGESSECU,Ganges Securities,,540647,B,GANGESSECU.BO
BSE,STOCK,GANHOLD,Ganesh Holdings,,504397,XT,GANHOLD.BO
BSE,STOCK,GANONPRO,Ganon Products,,512443,X,GANONPRO.BO
BSE,STOCK,GANVERSE,Ganesha Ecoverse,,539041,MT,GANVERSE.BO
BSE,STOCK,GARBIFIN,Garbi Finvest,,539492,X,GARBIFIN.BO
BSE,STOCK,GARFIBRES,Garware Technical Fibres,,509557,A,GARFIBRES.BO
BSE,STOCK,GARGFUR,Garg Furnace,,530615,X,GARGFUR.BO
BSE,STOCK,GARGI,PNGS Gargi Fashion Jewellery,,543709,M,GARGI.BO
BSE,STOCK,GARMNTMNTR,Garment Mantra Lifestyle,,539216,X,GARMNTMNTR.BO
BSE,STOCK,GARNET,Garnet Construction,,526727,X,GARNET.BO
BSE,STOCK,GARNETINT,Garnet International,,512493,X,GARNETINT.BO
BSE,STOCK,GARUDA,Garuda Construction & Engineering,,544271,B,GARUDA.BO
BSE,STOCK,GARWAMAR,Garware Marine Industries,,509563,X,GARWAMAR.BO
BSE,STOCK,GARWAOFFS,Garware Offshore Services,,501848,X,GARWAOFFS.BO
BSE,STOCK,GARWSYN,Garware Synthetics,,514400,X,GARWSYN.BO
BSE,STOCK,GATECH,GACM Technologies,,531723,T,GATECH.BO
BSE,STOCK,GATECHDVR,GACM Technologies DVR,,570005,T,GATECHDVR.BO
BSE,STOCK,GATEWAY,Gateway Distriparks,,543489,B,GATEWAY.BO
BSE,STOCK,GAUDIUMIVF,Gaudium IVF & Women Health,,544709,T,GAUDIUMIVF.BO
BSE,STOCK,GAYAHWS,Gayatri Highways,,541546,B,GAYAHWS.BO
BSE,STOCK,GAYAPROJ,Gayatri Projects,,532767,B,GAYAPROJ.BO
BSE,STOCK,GAYATRI,Gayatri Sugars,,532183,X,GAYATRI.BO
BSE,STOCK,GAYATRIBI,Gayatri Bioorganics,,524564,X,GAYATRIBI.BO
BSE,STOCK,GBFL,Goenka Business & Finance,,538787,X,GBFL.BO
BSE,STOCK,GBLINFRA,Global Infratech & Finance,,531463,XT,GBLINFRA.BO
BSE,STOCK,GBLOGISTIC,GB Logistics Commerce,,544348,M,GBLOGISTIC.BO
BSE,STOCK,GCHOTELS,Grand Continent Hotels,,212731,NT,GCHOTELS.BO
BSE,STOCK,GCMCAPI,GCM Capital Advisors,,538319,MT,GCMCAPI.BO
BSE,STOCK,GCMCOMM,GCM Commodity & Derivatives,,535917,M,GCMCOMM.BO
BSE,STOCK,GCMSECU,GCM Securities,,535431,B,GCMSECU.BO
BSE,STOCK,GCONNECT,Gconnect Logitech & Supply Chain,,544156,MT,GCONNECT.BO
BSE,STOCK,GCSL,Gretex Corporate Services,,543324,B,GCSL.BO
BSE,STOCK,GDIL,Global Defence Industries,,512091,XT,GDIL.BO
BSE,STOCK,GDLLEAS,GDL Leasing & Finance,,530855,XT,GDLLEAS.BO
BSE,STOCK,GEE,GEE,,504028,XT,GEE.BO
BSE,STOCK,GEECEE,GeeCee Ventures,,532764,T,GEECEE.BO
BSE,STOCK,GEEKAYWIRE,Geekay Wires,,210728,NS,GEEKAYWIRE.BO
BSE,STOCK,GEL,Gautam Exim,,540613,M,GEL.BO
BSE,STOCK,GEMAROMA,Gem Aromatics,,544491,B,GEMAROMA.BO
BSE,STOCK,GEMENVIRO,GEM Enviro Management,,544199,M,GEMENVIRO.BO
BSE,STOCK,GEMSI,Gemstone Investments,,531137,X,GEMSI.BO
BSE,STOCK,GEMSPIN,Gem Spinners,,521133,P,GEMSPIN.BO
BSE,STOCK,GENCON,Generic Engineering Construction,,539407,B,GENCON.BO
BSE,STOCK,GENESYS,Genesys International Corp,,506109,B,GENESYS.BO
BSE,STOCK,GENNEX,Gennex Laboratories,,531739,X,GENNEX.BO
BSE,STOCK,GENPHARMA,Genpharmasec,,531592,X,GENPHARMA.BO
BSE,STOCK,GENSOL,Gensol Engineering,,542851,Z,GENSOL.BO
BSE,STOCK,GENUSPAPER,Genus Paper & Boards,,538961,B,GENUSPAPER.BO
BSE,STOCK,GENUSPOWER,Genus Power Infrastructures,,530343,A,GENUSPOWER.BO
BSE,STOCK,GENUSPRIME,Genus Prime Infra,,532425,X,GENUSPRIME.BO
BSE,STOCK,GENXAI,Genxai Analytics,,216329,NS,GENXAI.BO
BSE,STOCK,GEOJITFSL,Geojit Financial Services,,532285,B,GEOJITFSL.BO
BSE,STOCK,GESHIP,Great Eastern Shipping Company,,500620,A,GESHIP.BO
BSE,STOCK,GETALONG,Getalong Enterprise,,543372,MT,GETALONG.BO
BSE,STOCK,GFLLIMITED,GFL,,500173,B,GFLLIMITED.BO
BSE,STOCK,GGAUTO,GG Automotive Gears,,531399,X,GGAUTO.BO
BSE,STOCK,GGBL,Ganesh Green Bharat,,211758,NS,GGBL.BO
BSE,STOCK,GGDPROP,GG Dandekar Properties,,505250,X,GGDPROP.BO
BSE,STOCK,GGL,Gautam Gems,,540936,X,GGL.BO
BSE,STOCK,GGPL,Gala Global Products,,539228,Z,GGPL.BO
BSE,STOCK,GHCL,GHCL,,500171,A,GHCL.BO
BSE,STOCK,GHCLTEXTIL,GHCL Textiles,,543918,B,GHCLTEXTIL.BO
BSE,STOCK,GHUSHINE,Ghushine Fintrrade Ocean,,539864,MT,GHUSHINE.BO
BSE,STOCK,GHVINFRA,GHV Infra Projects,,505504,XT,GHVINFRA.BO
BSE,STOCK,GIANLIFE,Gian Life Care,,542918,Z,GIANLIFE.BO
BSE,STOCK,GICHSGFIN,GIC Housing Finance,,511676,B,GICHSGFIN.BO
BSE,STOCK,GICL,Globe International Carriers,,204730,NS,GICL.BO
BSE,STOCK,GICRE,GIC of India,,540755,A,GICRE.BO
BSE,STOCK,GILADAFINS,Gilada Finance & Investments,,538788,X,GILADAFINS.BO
BSE,STOCK,GILLANDERS,Gillanders Arbuthnot,,532716,B,GILLANDERS.BO
BSE,STOCK,GILLETTE,Gillette,,507815,A,GILLETTE.BO
BSE,STOCK,GINISILK,Gini Silk Mills,,531744,X,GINISILK.BO
BSE,STOCK,GINNIFILA,Ginni Filaments,,590025,T,GINNIFILA.BO
BSE,STOCK,GIPCL,Gujarat Industries Power Company,,517300,B,GIPCL.BO
BSE,STOCK,GIRIRAJ,Giriraj Civil Developers,,204207,NS,GIRIRAJ.BO
BSE,STOCK,GITARENEW,Gita Renewable Energy,,539013,X,GITARENEW.BO
BSE,STOCK,GJL,Grover Jewells,,215720,NT,GJL.BO
BSE,STOCK,GKB,GKB Ophthalmics,,533212,B,GKB.BO
BSE,STOCK,GKCONS,GK Consultants,,531758,X,GKCONS.BO
BSE,STOCK,GKENERGY,GK Energy,,544525,B,GKENERGY.BO
BSE,STOCK,GKL,Guru Krupa Gems & Jewellery,,540545,X,GKL.BO
BSE,STOCK,GKP,GKP Printing & Packaging,,542666,B,GKP.BO
BSE,STOCK,GKSL,Gujarat Kidney and Super Speciality,,544666,B,GKSL.BO
BSE,STOCK,GKWLIMITED,GKW,,203307,NS,GKWLIMITED.BO
BSE,STOCK,GLAAMUP,Glaam Up Jwel,,542477,MT,GLAAMUP.BO
BSE,STOCK,GLANCE,Glance Finance,,531199,X,GLANCE.BO
BSE,STOCK,GLAND,Gland Pharma,,543245,A,GLAND.BO
BSE,STOCK,GLAXO,GlaxoSmithKline Pharmaceuticals,,500660,A,GLAXO.BO
BSE,STOCK,GLCL,Globe Commercials,,540266,X,GLCL.BO
BSE,STOCK,GLEN,Glen Industries,,544444,MT,GLEN.BO
BSE,STOCK,GLENMARK,Glenmark Pharmaceuticals,,532296,A,GLENMARK.BO
BSE,STOCK,GLFL,Gujarat Lease Financing,,500174,B,GLFL.BO
BSE,STOCK,GLHRL,Global Longlife Hospital & Research,,543520,M,GLHRL.BO
BSE,STOCK,GLITTEKG,Glittek Granites,,513528,XT,GLITTEKG.BO
BSE,STOCK,GLOBAL,Global Education,,212255,NS,GLOBAL.BO
BSE,STOCK,GLOBALCA,Global Capital Markets,,530263,X,GLOBALCA.BO
BSE,STOCK,GLOBALE,Globale Tessile,,544234,B,GLOBALE.BO
BSE,STOCK,GLOBALLOG,Global Ocean Logistics,,544665,M,GLOBALLOG.BO
BSE,STOCK,GLOBALPET,Global Pet Industries,,210474,NT,GLOBALPET.BO
BSE,STOCK,GLOBALVECT,Global Vectra Helicorp,,532773,B,GLOBALVECT.BO
BSE,STOCK,GLOBE,Globe Enterprises,,208134,NS,GLOBE.BO
BSE,STOCK,GLOBECIVIL,Globe Civil Projects,,544424,B,GLOBECIVIL.BO
BSE,STOCK,GLOBTIER,Globtier Infotech,,544494,MT,GLOBTIER.BO
BSE,STOCK,GLOBUSCON,Globus Constructors & Developers,,526025,X,GLOBUSCON.BO
BSE,STOCK,GLOBUSSPR,Globus Spirits,,533104,B,GLOBUSSPR.BO
BSE,STOCK,GLOSTERLTD,Gloster,,542351,B,GLOSTERLTD.BO
BSE,STOCK,GLOTTIS,Glottis,,544557,B,GLOTTIS.BO
BSE,STOCK,GLPL,Goldline Pharmaceutical,,544759,M,GLPL.BO
BSE,STOCK,GMBREW,GM Breweries,,507488,B,GMBREW.BO
BSE,STOCK,GMDCLTD,Gujarat Mineral Development Corporation,,532181,A,GMDCLTD.BO
BSE,STOCK,GML,Galaxy Medicare,,213754,NS,GML.BO
BSE,STOCK,GMMPFAUDLR,GMM Pfaudler,,505255,A,GMMPFAUDLR.BO
BSE,STOCK,GMPL,G M Polyplast,,543239,M,GMPL.BO
BSE,STOCK,GMRAIRPORT,GMR Airports,,532754,A,GMRAIRPORT.BO
BSE,STOCK,GMRP&UI,GMR Power & Urban Infra,,543490,A,GMRP&UI.BO
BSE,STOCK,GNA,GNA Axles,,540124,B,GNA.BO
BSE,STOCK,GNFC,Gujarat Narmada Valley Fert & Chem,,500670,A,GNFC.BO
BSE,STOCK,GNRL,Gujarat Natural Resources,,513536,B,GNRL.BO
BSE,STOCK,GOACARBON,Goa Carbon,,509567,B,GOACARBON.BO
BSE,STOCK,GOBLIN,Goblin,,542850,M,GOBLIN.BO
BSE,STOCK,GOCLCORP,GOCL Corporation,,506480,B,GOCLCORP.BO
BSE,STOCK,GOCOLORS,Go Colors,,543401,B,GOCOLORS.BO
BSE,STOCK,GODAVARI,Godavari Drugs,,530317,X,GODAVARI.BO
BSE,STOCK,GODAVARIB,Godavari Biorefineries,,544279,B,GODAVARIB.BO
BSE,STOCK,GODFRYPHLP,Godfrey Phillips,,500163,A,GODFRYPHLP.BO
BSE,STOCK,GODIGIT,Go Digit General Insurance,,544179,A,GODIGIT.BO
BSE,STOCK,GODREJAGRO,Godrej Agrovet,,540743,A,GODREJAGRO.BO
BSE,STOCK,GODREJCP,Godrej Consumer Products,,532424,A,GODREJCP.BO
BSE,STOCK,GODREJIND,Godrej Industries,,500164,A,GODREJIND.BO
BSE,STOCK,GODREJPROP,Godrej Properties,,533150,A,GODREJPROP.BO
BSE,STOCK,GOEL,Goel Food Products,,543538,M,GOEL.BO
BSE,STOCK,GOELCONS,Goel Construction Company,,544504,MT,GOELCONS.BO
BSE,STOCK,GOGIACAPGL,Gogia Capital Growth,,531600,X,GOGIACAPGL.BO
BSE,STOCK,GOKAKTEX,Gokak Textiles,,532957,X,GOKAKTEX.BO
BSE,STOCK,GOKEX,Gokaldas Exports,,532630,A,GOKEX.BO
BSE,STOCK,GOKUL,Gokul Refoils & Solvent,,532980,B,GOKUL.BO
BSE,STOCK,GOKULAGRO,Gokul Agro Resources,,539725,B,GOKULAGRO.BO
BSE,STOCK,GOLCA,Golden Carpets,,531928,X,GOLCA.BO
BSE,STOCK,GOLDCOINHF,Gold Coin Health Foods,,538542,X,GOLDCOINHF.BO
BSE,STOCK,GOLDENCREST,Golden Crest Education,,540062,X,GOLDENCREST.BO
BSE,STOCK,GOLDENTOBC,Golden Tobacco,,500151,Z,GOLDENTOBC.BO
BSE,STOCK,GOLDIAM,Goldiam International,,526729,A,GOLDIAM.BO
BSE,STOCK,GOLDKART,Goldkart Jewels,,206531,NS,GOLDKART.BO
BSE,STOCK,GOLDLEG,Golden Legand Leasing & Finance,,509024,X,GOLDLEG.BO
BSE,STOCK,GOLDSTAR,Goldstar Power,,209403,NS,GOLDSTAR.BO
BSE,STOCK,GOLDTECH,Aion Tech Solutions,,531439,T,GOLDTECH.BO
BSE,STOCK,GOLECHA,Golechha Global Finance,,531360,XT,GOLECHA.BO
BSE,STOCK,GOLKUNDIA,Golkunda Diamonds & Jewellery,,523676,X,GOLKUNDIA.BO
BSE,STOCK,GOODLUCK,Goodluck India,,530655,B,GOODLUCK.BO
BSE,STOCK,GOODRICKE,Goodricke Group,,500166,X,GOODRICKE.BO
BSE,STOCK,GOODYEAR,Goodyear,,500168,B,GOODYEAR.BO
BSE,STOCK,GOPAL,Gopal Snacks,,544140,B,GOPAL.BO
BSE,STOCK,GORANIN,Gorani Industries,,531608,X,GORANIN.BO
BSE,STOCK,GOTHIPL,Gothi Plascon,,531111,P,GOTHIPL.BO
BSE,STOCK,GOURMET,Gourmet Gateway India,,506134,XT,GOURMET.BO
BSE,STOCK,GOWRALE,Gowra Leasing & Finance,,530709,XT,GOWRALE.BO
BSE,STOCK,GOYALALUM,Goyal Aluminiums,,541152,B,GOYALALUM.BO
BSE,STOCK,GOYALASS,Goyal Associates,,530663,X,GOYALASS.BO
BSE,STOCK,GOYALSALT,Goyal Salt,,210694,NS,GOYALSALT.BO
BSE,STOCK,GPAPL,Gujarat Peanut And Agri Products,,544548,M,GPAPL.BO
BSE,STOCK,GPECO,GP Eco Solutions,,211687,NT,GPECO.BO
BSE,STOCK,GPIL,Godawari Power & Ispat,,532734,A,GPIL.BO
BSE,STOCK,GPPL,Gujarat Pipavav Port,,533248,A,GPPL.BO
BSE,STOCK,GPSL,GPSL,,544108,M,GPSL.BO
BSE,STOCK,GPTHEALTH,GPT Healthcare,,544131,B,GPTHEALTH.BO
BSE,STOCK,GPTINFRA,GPT Infraprojects,,533761,B,GPTINFRA.BO
BSE,STOCK,GRADIENTE,Gradiente Infotainment,,216243,NS,GRADIENTE.BO
BSE,STOCK,GRAMEVA,Grameva,,539120,XT,GRAMEVA.BO
BSE,STOCK,GRANDMA,GRANDMA,,504369,XT,GRANDMA.BO
BSE,STOCK,GRANDOAK,Grand Oak Canyons Distillery,,523862,B,GRANDOAK.BO
BSE,STOCK,GRANULES,Granules,,532482,A,GRANULES.BO
BSE,STOCK,GRAPHISAD,Graphisads,,210877,NS,GRAPHISAD.BO
BSE,STOCK,GRAPHITE,Graphite,,509488,A,GRAPHITE.BO
BSE,STOCK,GRASIM,Grasim Industries,,500300,A,GRASIM.BO
BSE,STOCK,GRATEXI,Gratex Industries,,526751,X,GRATEXI.BO
BSE,STOCK,GRAUWEIL,Grauer & Weil,,505710,B,GRAUWEIL.BO
BSE,STOCK,GRAVISSHO,Graviss Hospitality,,509546,B,GRAVISSHO.BO
BSE,STOCK,GRAVITA,Gravita India,,533282,A,GRAVITA.BO
BSE,STOCK,GRAVITY,Gravity,,532015,X,GRAVITY.BO
BSE,STOCK,GRCL,Gayatri Rubbers & Chemicals,,209456,NS,GRCL.BO
BSE,STOCK,GREAVESCOT,Greaves Cotton,,501455,A,GREAVESCOT.BO
BSE,STOCK,GREENCHEF,Greenchef Appliances,,210456,NS,GREENCHEF.BO
BSE,STOCK,GREENCREST,Greencrest Financial Services,,531737,X,GREENCREST.BO
BSE,STOCK,GREENLAM,Greenlam Industries,,538979,B,GREENLAM.BO
BSE,STOCK,GREENLEAF,Greenleaf Envirotech,,215186,NT,GREENLEAF.BO
BSE,STOCK,GREENPANEL,Greenpanel Industries,,542857,B,GREENPANEL.BO
BSE,STOCK,GREENPLY,Greenply Industries,,526797,B,GREENPLY.BO
BSE,STOCK,GREENPOWER,Orient Green Power,,533263,B,GREENPOWER.BO
BSE,STOCK,GRERENEW,GRE Renew Enertech,,544682,M,GRERENEW.BO
BSE,STOCK,GRETEX,Gretex Industries,,204026,NS,GRETEX.BO
BSE,STOCK,GRINDWELL,Grindwell Norton,,506076,A,GRINDWELL.BO
BSE,STOCK,GRINFRA,GR Infraprojects,,543317,B,GRINFRA.BO
BSE,STOCK,GRMOVER,GRM Overseas,,531449,B,GRMOVER.BO
BSE,STOCK,GROARC,Groarc Industries,,532315,X,GROARC.BO
BSE,STOCK,GROBTEA,Grob Tea Company,,204347,NS,GROBTEA.BO
BSE,STOCK,GROVY,Grovy,,539522,XT,GROVY.BO
BSE,STOCK,GROWINGTON,Growington Ventures,,539222,B,GROWINGTON.BO
BSE,STOCK,GROWW,Groww,,544603,B,GROWW.BO
BSE,STOCK,GRPLTD,GRP,,509152,B,GRPLTD.BO
BSE,STOCK,GRSE,Garden Reach Shipbuilders,,542011,A,GRSE.BO
BSE,STOCK,GRWRHITECH,Garware Hi-Tech Films,,500655,A,GRWRHITECH.BO
BSE,STOCK,GSAILPP,GS Auto International - PP,,890238,X,GSAILPP.BO
BSE,STOCK,GSAUTO,GS Auto International,,513059,X,GSAUTO.BO
BSE,STOCK,GSBFIN,GSB Finance,,511543,XT,GSBFIN.BO
BSE,STOCK,GSFC,Gujarat State Fertilizers & Chemicals,,500690,A,GSFC.BO
BSE,STOCK,GSLSEC,Gsl Securities,,530469,X,GSLSEC.BO
BSE,STOCK,GSLSU,Global Surfaces,,543829,B,GSLSU.BO
BSE,STOCK,GSLTD,Galaxy Supermarket,,506186,X,GSLTD.BO
BSE,STOCK,GSMFOILS,GSM Foils,,211624,NS,GSMFOILS.BO
BSE,STOCK,GSPCROP,GSP Crop Science,,544733,B,GSPCROP.BO
BSE,STOCK,GSS,GSS Infotech,,532951,B,GSS.BO
BSE,STOCK,GSTL,GlobalSpace Technologies,,540654,X,GSTL.BO
BSE,STOCK,GSTL$,Globesecure Technologies,,208776,NS,GSTL$.BO
BSE,STOCK,GTECJAINX,G-Tec Jainx Education,,204471,NT,GTECJAINX.BO
BSE,STOCK,GTIL,Gabion Technologies,,544675,MT,GTIL.BO
BSE,STOCK,GTL,GTL,,500160,B,GTL.BO
BSE,STOCK,GTLINFRA,GTL Infrastructure,,532775,B,GTLINFRA.BO
BSE,STOCK,GTNINDS,GTN Industries,,500170,X,GTNINDS.BO
BSE,STOCK,GTNTEX,GTN Textiles,,532744,X,GTNTEX.BO
BSE,STOCK,GTPL,GTPL Hathway,,540602,B,GTPL.BO
BSE,STOCK,GTTDATA,GTT Data Solutions,,530457,X,GTTDATA.BO
BSE,STOCK,GTV,GTV Engineering,,539479,X,GTV.BO
BSE,STOCK,GUFICBIO,Gufic BioSciences,,509079,B,GUFICBIO.BO
BSE,STOCK,GUJALKALI,Gujarat Alkalies & Chemicals,,530001,B,GUJALKALI.BO
BSE,STOCK,GUJAPOLLO,Gujarat Apollo Industries,,522217,B,GUJAPOLLO.BO
BSE,STOCK,GUJARATPOLY,Gujarat Poly Avx Electronics,,517288,XT,GUJARATPOLY.BO
BSE,STOCK,GUJCONT,Gujarat Containers,,513507,P,GUJCONT.BO
BSE,STOCK,GUJCOTEX,Gujarat Cotex,,514386,X,GUJCOTEX.BO
BSE,STOCK,GUJCRAFT,Gujarat Craft Industries,,526965,X,GUJCRAFT.BO
BSE,STOCK,GUJCRED,Gujarat Credit,,511441,X,GUJCRED.BO
BSE,STOCK,GUJENERGY,Gujarat Energy,,539336,A,GUJENERGY.BO
BSE,STOCK,GUJHOTE,Gujarat Hotels,,507960,X,GUJHOTE.BO
BSE,STOCK,GUJHYSPIN,Gujarat Hy Spin,,540938,MT,GUJHYSPIN.BO
BSE,STOCK,GUJINJEC,Gujarat Inject Kerala,,524238,XT,GUJINJEC.BO
BSE,STOCK,GUJINTRX,Gujarat Intrux,,517372,X,GUJINTRX.BO
BSE,STOCK,GUJINV,Gujarat Investa,,531341,X,GUJINV.BO
BSE,STOCK,GUJJUBHAI,Gujjubhai Industries,,532070,X,GUJJUBHAI.BO
BSE,STOCK,GUJPETR,Gujarat Petrosynthese,,506858,X,GUJPETR.BO
BSE,STOCK,GUJRAFFIA,Gujarat Raffia Industries,,523836,B,GUJRAFFIA.BO
BSE,STOCK,GUJSTATFIN,Gujarat State Financial Corp,,532160,B,GUJSTATFIN.BO
BSE,STOCK,GUJTERC,Gujarat Terce Laboratories,,524314,X,GUJTERC.BO
BSE,STOCK,GUJTHEM,Gujarat Themis Biosyn,,506879,B,GUJTHEM.BO
