trades,wins,losses,win_rate_pct,avg_net_pct,median_net_pct,profit_factor,avg_winner_pct,avg_loser_pct,avg_holding_days,feature,bucket
149,53,96,35.57046979865772,-0.015265723163215016,-2.5890243902438934,0.9908657307969366,4.655526283424645,-2.5939321434669282,3.530201342281879,volume_ratio,<0.50x
343,123,220,35.8600583090379,0.02345682792551545,-2.5890243902438934,1.0144272824179452,4.599331132195225,-2.5348728967343668,4.440233236151603,volume_ratio,0.50-1.00x
138,59,79,42.7536231884058,0.39634963484895774,-2.5890243902438934,1.274632738626814,4.302672576445203,-2.5210307898874786,4.2101449275362315,volume_ratio,1.00-1.30x
205,70,135,34.146341463414636,-0.18000188428343225,-2.5890243902438934,0.8919091712915272,4.349753593989757,-2.5287639841287906,4.390243902439025,volume_ratio,1.30-2.00x
274,111,163,40.51094890510949,0.3307615816610187,-2.5890243902438934,1.2150513390304145,4.613123923806488,-2.585448356855221,3.343065693430657,volume_ratio,>2.00x
