exchange,instrument_type,symbol,name,isin,series,data_symbol
NSE,STOCK,KSHITIJ-RE,Kshitij Polyline Ltd-RE,INE013820027,BE,KSHITIJ-RE.NS
NSE,STOCK,KSHITIJPOL,Kshitij Polyline Limited,INE013801027,EQ,KSHITIJPOL.NS
NSE,STOCK,KSL,Kalyani Steels Limited,INE907A01026,EQ,KSL.NS
NSE,STOCK,KSOLVES,Ksolves India Limited,INE0D6I01023,EQ,KSOLVES.NS
NSE,STOCK,KSR,KSR Footwear Limited,INE1SPP01016,EQ,KSR.NS
NSE,STOCK,KTKBANK,The Karnataka Bank Limited,INE614B01018,EQ,KTKBANK.NS
NSE,STOCK,KUANTUM,Kuantum Papers Limited,INE529I01021,EQ,KUANTUM.NS
NSE,STOCK,KUSUMGAR,Kusumgar Limited,INE0ISX01025,EQ,KUSUMGAR.NS
NSE,STOCK,KWIL,Kwality Wall's (India) Limited,INE2KCE01013,EQ,KWIL.NS
NSE,STOCK,LADDERUP,Ladderup Finance Limited,INE519D01015,EQ,LADDERUP.NS
NSE,STOCK,LAGNAM,Lagnam Spintex Limited,INE548Z01017,EQ,LAGNAM.NS
NSE,STOCK,LAHOTIOV,Lahoti Overseas Limited,INE515C01023,EQ,LAHOTIOV.NS
NSE,STOCK,LAKPRE,Lakshmi Precision Screws Limited,INE651C01018,BZ,LAKPRE.NS
NSE,STOCK,LAKSHMIMIL,Lakshmi Mills Company Limited,INE938C01019,EQ,LAKSHMIMIL.NS
NSE,STOCK,LAL,Lorenzini Apparels Limited,INE740X01023,EQ,LAL.NS
NSE,STOCK,LALITHAA,Lalithaa Jewellery Mart Limited,INE0K9O01026,EQ,LALITHAA.NS
NSE,STOCK,LALPATHLAB,Dr. Lal Path Labs Ltd.,INE600L01024,EQ,LALPATHLAB.NS
NSE,STOCK,LAMBODHARA,Lambodhara Textiles Limited,INE112F01022,EQ,LAMBODHARA.NS
NSE,STOCK,LANCER,Lancer Container Lines Limited,INE359U01028,EQ,LANCER.NS
NSE,STOCK,LANCORHOL,Lancor Holdings Limited,INE572G01025,EQ,LANCORHOL.NS
NSE,STOCK,LANDMARK,Landmark Cars Limited,INE559R01029,EQ,LANDMARK.NS
NSE,STOCK,LANDSMILL,Landsmill Green Limited,INE688J01023,EQ,LANDSMILL.NS
NSE,STOCK,LAOPALA,La Opala RG Limited,INE059D01020,EQ,LAOPALA.NS
NSE,STOCK,LASA,Lasa Supergenerics Limited,INE670X01014,EQ,LASA.NS
NSE,STOCK,LASERPOWER,Laser Power & Infra Limited,INE17IR01028,EQ,LASERPOWER.NS
NSE,STOCK,LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,EQ,LATENTVIEW.NS
NSE,STOCK,LATTEYS,Latteys Industries Limited,INE262Z01023,EQ,LATTEYS.NS
NSE,STOCK,LAURUSLABS,Laurus Labs Limited,INE947Q01028,EQ,LAURUSLABS.NS
NSE,STOCK,LAXMICOT,Laxmi Cotspin Limited,INE801V01019,EQ,LAXMICOT.NS
NSE,STOCK,LAXMIDENTL,Laxmi Dental Limited,INE0WO601020,EQ,LAXMIDENTL.NS
NSE,STOCK,LAXMIINDIA,Laxmi India Finance Limited,INE06WU01026,EQ,LAXMIINDIA.NS
NSE,STOCK,LCCINFOTEC,LCC Infotech Limited,INE938A01021,EQ,LCCINFOTEC.NS
NSE,STOCK,LCL,Lohia Corp Limited,INE0QJW01029,EQ,LCL.NS
NSE,STOCK,LEAPIND,LEAP India Limited,INE00GO01025,EQ,LEAPIND.NS
NSE,STOCK,LEENEE,Lee & Nee Softwares Exports Limited,INE791B01014,BE,LEENEE.NS
NSE,STOCK,LEMERITE,Le Merite Exports Limited,INE0G1L01025,EQ,LEMERITE.NS
NSE,STOCK,LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,EQ,LEMONTREE.NS
NSE,STOCK,LENSKART,Lenskart Solutions Limited,INE956O01016,EQ,LENSKART.NS
NSE,STOCK,LEXUS,Lexus Granito (India) Limited,INE500X01013,EQ,LEXUS.NS
NSE,STOCK,LFIC,Lakshmi Finance & Industrial Corporation Limited,INE850E01012,EQ,LFIC.NS
NSE,STOCK,LGBBROSLTD,LG Balakrishnan & Bros Limited,INE337A01034,EQ,LGBBROSLTD.NS
NSE,STOCK,LGEINDIA,LG Electronics India Limited,INE324D01010,EQ,LGEINDIA.NS
NSE,STOCK,LGHL,Laxmi Goldorna House Limited,INE258Y01016,EQ,LGHL.NS
NSE,STOCK,LIBAS,Libas Consumer Products Limited,INE908V01012,EQ,LIBAS.NS
NSE,STOCK,LIBERTSHOE,Liberty Shoes Limited,INE557B01019,EQ,LIBERTSHOE.NS
NSE,STOCK,LICHSGFIN,LIC Housing Finance Limited,INE115A01026,EQ,LICHSGFIN.NS
NSE,STOCK,LICI,Life Insurance Corporation Of India,INE0J1Y01017,EQ,LICI.NS
NSE,STOCK,LIKHITHA,Likhitha Infrastructure Limited,INE060901027,EQ,LIKHITHA.NS
NSE,STOCK,LINC,Linc Limited,INE802B01027,EQ,LINC.NS
NSE,STOCK,LINCOLN,Lincoln Pharmaceuticals Limited,INE405C01035,EQ,LINCOLN.NS
NSE,STOCK,LINDEINDIA,Linde India Limited,INE473A01011,EQ,LINDEINDIA.NS
NSE,STOCK,LKPSEC,LKP Securities Limited,INE341H01023,EQ,LKPSEC.NS
NSE,STOCK,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,EQ,LLOYDSENGG.NS
NSE,STOCK,LLOYDSENT,Lloyds Enterprises Limited,INE080I01025,EQ,LLOYDSENT.NS
NSE,STOCK,LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,EQ,LLOYDSME.NS
NSE,STOCK,LMW,LMW Limited,INE269B01029,EQ,LMW.NS
NSE,STOCK,LODHA,Lodha Developers Limited,INE670K01029,EQ,LODHA.NS
NSE,STOCK,LOKESHMACH,Lokesh Machines Limited,INE397H01017,EQ,LOKESHMACH.NS
NSE,STOCK,LORDSCHLO,Lords Chloro Alkali Limited,INE846D01012,EQ,LORDSCHLO.NS
NSE,STOCK,LOTUSCHO,Lotus Chocolate Company Limited,INE026D01011,EQ,LOTUSCHO.NS
NSE,STOCK,LOTUSDEV,Sri Lotus Developers and Realty Limited,INE0V9Q01010,BE,LOTUSDEV.NS
NSE,STOCK,LOTUSEYE,Lotus Eye Hospital and Institute Limited,INE947I01017,EQ,LOTUSEYE.NS
NSE,STOCK,LOVABLE,Lovable Lingerie Limited,INE597L01014,EQ,LOVABLE.NS
NSE,STOCK,LOYALTEX,Loyal Textile Mills Limited,INE970D01010,EQ,LOYALTEX.NS
NSE,STOCK,LPDC,Landmark Property Development Company Limited,INE197J01017,EQ,LPDC.NS
NSE,STOCK,LT,Larsen & Toubro Limited,INE018A01030,EQ,LT.NS
NSE,STOCK,LTF,L&T Finance Limited,INE498L01015,EQ,LTF.NS
NSE,STOCK,LTFOODS,LT Foods Limited,INE818H01020,EQ,LTFOODS.NS
NSE,STOCK,LTM,LTM Limited,INE214T01019,EQ,LTM.NS
NSE,STOCK,LTTS,L&T Technology Services Limited,INE010V01017,EQ,LTTS.NS
NSE,STOCK,LUMAXIND,Lumax Industries Limited,INE162B01018,EQ,LUMAXIND.NS
NSE,STOCK,LUMAXTECH,Lumax Auto Technologies Limited,INE872H01027,EQ,LUMAXTECH.NS
NSE,STOCK,LUMINO,Lumino Industries Limited,INE185Q01025,EQ,LUMINO.NS
NSE,STOCK,LUPIN,Lupin Limited,INE326A01037,EQ,LUPIN.NS
NSE,STOCK,LUXIND,Lux Industries Limited,INE150G01020,EQ,LUXIND.NS
NSE,STOCK,LXCHEM,Laxmi Organic Industries Limited,INE576O01020,EQ,LXCHEM.NS
NSE,STOCK,LYKALABS,Lyka Labs Limited,INE933A01014,BE,LYKALABS.NS
NSE,STOCK,M&M,Mahindra & Mahindra Limited,INE101A01026,EQ,M&M.NS
NSE,STOCK,M&MFIN,Mahindra & Mahindra Financial Services Limited,INE774D01024,EQ,M&MFIN.NS
NSE,STOCK,MAANALU,Maan Aluminium Limited,INE215I01027,EQ,MAANALU.NS
NSE,STOCK,MACPOWER,Macpower CNC Machines Limited,INE155Z01011,EQ,MACPOWER.NS
NSE,STOCK,MADHAV,Madhav Marbles and Granites Limited,INE925C01016,EQ,MADHAV.NS
NSE,STOCK,MADHAVIPL,Madhav Infra Projects Limited,INE631R01026,EQ,MADHAVIPL.NS
NSE,STOCK,MADHUCON,Madhucon Projects Limited,INE378D01032,BE,MADHUCON.NS
NSE,STOCK,MADRASFERT,Madras Fertilizers Limited,INE414A01015,EQ,MADRASFERT.NS
NSE,STOCK,MAFATIND,Mafatlal Industries Limited,INE270B01035,EQ,MAFATIND.NS
NSE,STOCK,MAGADSUGAR,Magadh Sugar & Energy Limited,INE347W01011,EQ,MAGADSUGAR.NS
NSE,STOCK,MAGNUM,Magnum Ventures Limited,INE387I01016,EQ,MAGNUM.NS
NSE,STOCK,MAHABANK,Bank of Maharashtra,INE457A01014,EQ,MAHABANK.NS
NSE,STOCK,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,INE843B01013,EQ,MAHAPEXLTD.NS
NSE,STOCK,MAHASTEEL,Mahamaya Steel Industries Limited,INE451L01014,BE,MAHASTEEL.NS
NSE,STOCK,MAHEPC,Mahindra EPC Irrigation Limited,INE215D01010,EQ,MAHEPC.NS
NSE,STOCK,MAHESHWARI,Maheshwari Logistics Limited,INE263W01010,BE,MAHESHWARI.NS
NSE,STOCK,MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,EQ,MAHLIFE.NS
NSE,STOCK,MAHLOG,Mahindra Logistics Limited,INE766P01016,EQ,MAHLOG.NS
NSE,STOCK,MAHSCOOTER,Maharashtra Scooters Limited,INE288A01013,EQ,MAHSCOOTER.NS
NSE,STOCK,MAHSEAMLES,Maharashtra Seamless Limited,INE271B01025,EQ,MAHSEAMLES.NS
NSE,STOCK,MAITHANALL,Maithan Alloys Limited,INE683C01011,EQ,MAITHANALL.NS
NSE,STOCK,MAJESAUT,Majestic Auto Limited,INE201B01022,BE,MAJESAUT.NS
NSE,STOCK,MAKERSL,Makers Laboratories Limited,INE987A01010,EQ,MAKERSL.NS
NSE,STOCK,MALLCOM,Mallcom (India) Limited,INE389C01015,EQ,MALLCOM.NS
NSE,STOCK,MALUPAPER,Malu Paper Mills Limited,INE383H01017,EQ,MALUPAPER.NS
NSE,STOCK,MAMATA,Mamata Machinery Limited,INE0TO701015,EQ,MAMATA.NS
NSE,STOCK,MANAKALUCO,Manaksia Aluminium Company Limited,INE859Q01017,EQ,MANAKALUCO.NS
NSE,STOCK,MANAKCOAT,Manaksia Coated Metals & Industries Limited,INE830Q01018,EQ,MANAKCOAT.NS
NSE,STOCK,MANAKSIA,Manaksia Limited,INE015D01022,EQ,MANAKSIA.NS
NSE,STOCK,MANAKSTEEL,Manaksia Steels Limited,INE824Q01011,EQ,MANAKSTEEL.NS
NSE,STOCK,MANALIPETC,Manali Petrochemicals Limited,INE201A01024,EQ,MANALIPETC.NS
NSE,STOCK,MANAPPURAM,Manappuram Finance Limited,INE522D01027,EQ,MANAPPURAM.NS
NSE,STOCK,MANBA,Manba Finance Limited,INE939X01013,EQ,MANBA.NS
NSE,STOCK,MANCREDIT,Mangal Credit and Fincorp Limited,INE545L01039,EQ,MANCREDIT.NS
NSE,STOCK,MANGALAM,Mangalam Drugs And Organics Limited,INE584F01014,EQ,MANGALAM.NS
NSE,STOCK,MANGLMCEM,Mangalam Cement Limited,INE347A01017,EQ,MANGLMCEM.NS
NSE,STOCK,MANINDS,Man Industries (India) Limited,INE993A01026,EQ,MANINDS.NS
NSE,STOCK,MANINFRA,Man Infraconstruction Limited,INE949H01023,EQ,MANINFRA.NS
NSE,STOCK,MANIPALHOS,Manipal Health Enterprises Limited,INE459N01021,EQ,MANIPALHOS.NS
NSE,STOCK,MANKIND,Mankind Pharma Limited,INE634S01028,EQ,MANKIND.NS
NSE,STOCK,MANOMAY,Manomay Tex India Limited,INE784W01015,EQ,MANOMAY.NS
NSE,STOCK,MANORAMA,Manorama Industries Limited,INE00VM01036,EQ,MANORAMA.NS
NSE,STOCK,MANORG,Mangalam Organics Limited,INE370D01013,EQ,MANORG.NS
NSE,STOCK,MANUGRAPH,Manugraph India Limited,INE867A01022,BE,MANUGRAPH.NS
NSE,STOCK,MANYAVAR,Vedant Fashions Limited,INE825V01034,EQ,MANYAVAR.NS
NSE,STOCK,MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,EQ,MAPMYINDIA.NS
NSE,STOCK,MARALOVER,Maral Overseas Limited,INE882A01013,EQ,MARALOVER.NS
NSE,STOCK,MARATHON,Marathon Nextgen Realty Limited,INE182D01020,EQ,MARATHON.NS
NSE,STOCK,MARICO,Marico Limited,INE196A01026,EQ,MARICO.NS
NSE,STOCK,MARINE,Marine Electricals (India) Limited,INE01JE01028,EQ,MARINE.NS
NSE,STOCK,MARKOLINES,Markolines Pavement Technologies Limited,INE0FW001016,EQ,MARKOLINES.NS
NSE,STOCK,MARKSANS,Marksans Pharma Limited,INE750C01026,EQ,MARKSANS.NS
NSE,STOCK,MARSONS,Marsons Limited,INE415B01044,EQ,MARSONS.NS
NSE,STOCK,MARUTI,Maruti Suzuki India Limited,INE585B01010,EQ,MARUTI.NS
NSE,STOCK,MASFIN,MAS Financial Services Limited,INE348L01012,EQ,MASFIN.NS
NSE,STOCK,MASKINVEST,Mask Investments Limited,INE885F01015,EQ,MASKINVEST.NS
NSE,STOCK,MASTEK,Mastek Limited,INE759A01021,EQ,MASTEK.NS
NSE,STOCK,MASTERTR,Master Trust Limited,INE677D01037,EQ,MASTERTR.NS
NSE,STOCK,MATRIMONY,Matrimony.Com Limited,INE866R01028,EQ,MATRIMONY.NS
NSE,STOCK,MAWANASUG,Mawana Sugars Limited,INE636A01039,EQ,MAWANASUG.NS
NSE,STOCK,MAXESTATES,Max Estates Limited,INE03EI01018,EQ,MAXESTATES.NS
NSE,STOCK,MAXHEALTH,Max Healthcare Institute Limited,INE027H01010,EQ,MAXHEALTH.NS
NSE,STOCK,MAXIND,Max India Limited,INE0CG601016,EQ,MAXIND.NS
NSE,STOCK,MAYURUNIQ,Mayur Uniquoters Ltd,INE040D01038,EQ,MAYURUNIQ.NS
NSE,STOCK,MAZDA,Mazda Limited,INE885E01042,BE,MAZDA.NS
NSE,STOCK,MAZDOCK,Mazagon Dock Shipbuilders Limited,INE249Z01020,EQ,MAZDOCK.NS
NSE,STOCK,MBAPL,Madhya Bharat Agro Products Limited,INE900L01028,EQ,MBAPL.NS
NSE,STOCK,MBECL,Mcnally Bharat Engineering Company Limited,INE748A01024,BE,MBECL.NS
NSE,STOCK,MBEL,M & B Engineering Limited,INE08N601015,EQ,MBEL.NS
NSE,STOCK,MBLINFRA,MBL Infrastructure Limited,INE912H01013,EQ,MBLINFRA.NS
NSE,STOCK,MCCHRLS-B,Mac Charles India Limited,INE435D01014,EQ,MCCHRLS-B.NS
NSE,STOCK,MCL,M TEK COPPER LIMITED,INE813V01022,EQ,MCL.NS
NSE,STOCK,MCLEODRUSS,Mcleod Russel India Limited,INE942G01012,EQ,MCLEODRUSS.NS
NSE,STOCK,MCLOUD,Magellanic Cloud Limited,INE613C01026,EQ,MCLOUD.NS
NSE,STOCK,MCX,Multi Commodity Exchange of India Limited,INE745G01043,EQ,MCX.NS
NSE,STOCK,MEDANTA,Global Health Limited,INE474Q01031,EQ,MEDANTA.NS
NSE,STOCK,MEDIASSIST,Medi Assist Healthcare Services Limited,INE456Z01021,EQ,MEDIASSIST.NS
NSE,STOCK,MEDICAMEQ,Medicamen Biotech Limited,INE646B01010,EQ,MEDICAMEQ.NS
NSE,STOCK,MEDICAPQ,Medi Caps Limited,INE442D01010,EQ,MEDICAPQ.NS
NSE,STOCK,MEDICO,Medico Remedies Limited,INE630Y01024,EQ,MEDICO.NS
NSE,STOCK,MEDPLUS,Medplus Health Services Limited,INE804L01022,EQ,MEDPLUS.NS
NSE,STOCK,MEESHO,Meesho Limited,INE0VDM01015,EQ,MEESHO.NS
NSE,STOCK,MEGASTAR,Megastar Foods Limited,INE00EM01016,EQ,MEGASTAR.NS
NSE,STOCK,MEIL,Mangal Electrical Industries Limited,INE0PKD01011,EQ,MEIL.NS
NSE,STOCK,MENNPIS,Menon Pistons Limited,INE650G01029,EQ,MENNPIS.NS
NSE,STOCK,MENONBE,Menon Bearings Limited,INE071D01033,BE,MENONBE.NS
NSE,STOCK,MEP,MEP Infrastructure Developers Limited,INE776I01010,BZ,MEP.NS
NSE,STOCK,MERCANTILE,Mercantile Ventures Limited,INE689O01013,EQ,MERCANTILE.NS
NSE,STOCK,MERCURYEV,Mercury Ev-Tech Limited,INE763M01028,EQ,MERCURYEV.NS
NSE,STOCK,METROBRAND,Metro Brands Limited,INE317I01021,EQ,METROBRAND.NS
NSE,STOCK,METROGLOBL,Metroglobal Limited,INE085D01033,EQ,METROGLOBL.NS
NSE,STOCK,METROPOLIS,Metropolis Healthcare Limited,INE112L01020,EQ,METROPOLIS.NS
NSE,STOCK,MFML,Mahalaxmi Fabric Mills Limited,INE0US801024,EQ,MFML.NS
NSE,STOCK,MFSL,Max Financial Services Limited,INE180A01020,EQ,MFSL.NS
NSE,STOCK,MGEL,Mangalam Global Enterprise Limited,INE0APB01032,BE,MGEL.NS
NSE,STOCK,MGL,Mahanagar Gas Limited,INE002S01010,EQ,MGL.NS
NSE,STOCK,MHLXMIRU,Mahalaxmi Rubtech Limited,INE112D01035,BE,MHLXMIRU.NS
NSE,STOCK,MHRIL,Mahindra Holidays & Resorts India Limited,INE998I01010,EQ,MHRIL.NS
NSE,STOCK,MICEL,MIC Electronics Limited,INE287C01037,BE,MICEL.NS
NSE,STOCK,MIDHANI,Mishra Dhatu Nigam Limited,INE099Z01011,EQ,MIDHANI.NS
NSE,STOCK,MIDWESTLTD,Midwest Limited,INE0XAD01024,EQ,MIDWESTLTD.NS
NSE,STOCK,MIIL,Meghna Infracon Infrastructure Limited,INE898Q01015,EQ,MIIL.NS
NSE,STOCK,MILKYMIST,Milky Mist Dairy Food Limited,INE00IT01020,EQ,MILKYMIST.NS
NSE,STOCK,MINALIND,Minal Industries Limited,INE097E01028,BE,MINALIND.NS
NSE,STOCK,MINDACORP,Minda Corporation Limited,INE842C01021,EQ,MINDACORP.NS
NSE,STOCK,MINDTECK,Mindteck (India) Limited,INE110B01017,EQ,MINDTECK.NS
NSE,STOCK,MIRZAINT,Mirza International Limited,INE771A01026,EQ,MIRZAINT.NS
NSE,STOCK,MITCON,MITCON Consultancy & Engineering Services Limited,INE828O01033,BE,MITCON.NS
NSE,STOCK,MITTAL,Mittal Life Style Limited,INE997Y01027,EQ,MITTAL.NS
NSE,STOCK,MKEXIM,M.K. Exim (India) Limited,INE227F01010,EQ,MKEXIM.NS
NSE,STOCK,MKPL,M K Proteins Limited,INE964W01021,EQ,MKPL.NS
NSE,STOCK,MLKFOOD,Milkfood Limited,INE588G01021,EQ,MLKFOOD.NS
NSE,STOCK,MMFL,MM Forgings Limited,INE227C01017,EQ,MMFL.NS
NSE,STOCK,MMP,MMP Industries Limited,INE511Y01018,EQ,MMP.NS
NSE,STOCK,MMTC,MMTC Limited,INE123F01029,EQ,MMTC.NS
NSE,STOCK,MMWL,Media Matrix Worldwide Limited,INE200D01020,EQ,MMWL.NS
NSE,STOCK,MOBIKWIK,One Mobikwik Systems Limited,INE0HLU01028,EQ,MOBIKWIK.NS
NSE,STOCK,MODINATUR,Modi Naturals Limited,INE537F01012,EQ,MODINATUR.NS
NSE,STOCK,MODIRUBBER,Modi Rubber Limited,INE832A01018,EQ,MODIRUBBER.NS
NSE,STOCK,MODIS,Modis Navnirman Limited,INE0L0L01012,EQ,MODIS.NS
NSE,STOCK,MODISONLTD,MODISON LIMITED,INE737D01021,EQ,MODISONLTD.NS
NSE,STOCK,MODTHREAD,Modern Threads (India) Limited,INE794W01014,EQ,MODTHREAD.NS
NSE,STOCK,MOHITE,Mohite Industries Limited,INE154B01023,EQ,MOHITE.NS
NSE,STOCK,MOHITIND,Mohit Industries Limited,INE954E01012,EQ,MOHITIND.NS
NSE,STOCK,MOIL,MOIL Limited,INE490G01020,EQ,MOIL.NS
NSE,STOCK,MOKSH,Moksh Ornaments Limited,INE514Y01020,EQ,MOKSH.NS
NSE,STOCK,MOL,Meghmani Organics Limited,INE0CT101020,EQ,MOL.NS
NSE,STOCK,MOLBIO,Molbio Diagnostics Limited,INE869T01028,EQ,MOLBIO.NS
NSE,STOCK,MOLDTECH,Mold-Tek Technologies Limited,INE835B01035,BE,MOLDTECH.NS
NSE,STOCK,MOLDTKPAC,Mold-Tek Packaging Limited,INE893J01029,EQ,MOLDTKPAC.NS
NSE,STOCK,MONARCH,Monarch Networth Capital Limited,INE903D01011,EQ,MONARCH.NS
NSE,STOCK,MONEYBOXX,Moneyboxx Finance Limited,INE296Q01012,EQ,MONEYBOXX.NS
NSE,STOCK,MONTECARLO,Monte Carlo Fashions Limited,INE950M01013,EQ,MONTECARLO.NS
NSE,STOCK,MOREPENLAB,Morepen Laboratories Limited,INE083A01026,EQ,MOREPENLAB.NS
NSE,STOCK,MOSCHIP,Moschip Technologies Limited,INE935B01025,EQ,MOSCHIP.NS
NSE,STOCK,MOTHERSON,Samvardhana Motherson International Limited,INE775A01035,EQ,MOTHERSON.NS
NSE,STOCK,MOTILALOFS,Motilal Oswal Financial Services Limited,INE338I01027,EQ,MOTILALOFS.NS
NSE,STOCK,MOTISONS,Motisons Jewellers Limited,INE0FRK01020,EQ,MOTISONS.NS
NSE,STOCK,MOTOGENFIN,The Motor & General Finance Limited,INE861B01023,BE,MOTOGENFIN.NS
NSE,STOCK,MPDL,MPDL Limited,INE493H01014,BE,MPDL.NS
NSE,STOCK,MPHASIS,MphasiS Limited,INE356A01018,EQ,MPHASIS.NS
NSE,STOCK,MPSLTD,MPS Limited,INE943D01017,EQ,MPSLTD.NS
NSE,STOCK,MRF,MRF Limited,INE883A01011,EQ,MRF.NS
NSE,STOCK,MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,EQ,MRPL.NS
NSE,STOCK,MSL,Mangalam Seeds Limited,INE829S01016,EQ,MSL.NS
NSE,STOCK,MSPL,MSP Steel & Power Limited,INE752G01015,EQ,MSPL.NS
NSE,STOCK,MSTCLTD,Mstc Limited,INE255X01014,EQ,MSTCLTD.NS
NSE,STOCK,MSUMI,Motherson Sumi Wiring India Limited,INE0FS801015,EQ,MSUMI.NS
NSE,STOCK,MTARTECH,Mtar Technologies Limited,INE864I01014,BE,MTARTECH.NS
NSE,STOCK,MTEDUCARE,MT Educare Limited,INE472M01018,BE,MTEDUCARE.NS
NSE,STOCK,MTNL,Mahanagar Telephone Nigam Limited,INE153A01019,EQ,MTNL.NS
NSE,STOCK,MUFIN,Mufin Green Finance Limited,INE08KJ01020,EQ,MUFIN.NS
NSE,STOCK,MUFTI,Credo Brands Marketing Limited,INE220Q01020,EQ,MUFTI.NS
NSE,STOCK,MUKANDLTD,Mukand Limited,INE304A01026,EQ,MUKANDLTD.NS
NSE,STOCK,MUKESHB,Mukesh Babu Financial Services Limited,INE596B01017,EQ,MUKESHB.NS
NSE,STOCK,MUKKA,Mukka Proteins Limited,INE0CG401037,EQ,MUKKA.NS
NSE,STOCK,MUKTAARTS,Mukta Arts Limited,INE374B01019,BE,MUKTAARTS.NS
NSE,STOCK,MUNJALAU,Munjal Auto Industries Limited,INE672B01032,EQ,MUNJALAU.NS
NSE,STOCK,MUNJALSHOW,Munjal Showa Limited,INE577A01027,EQ,MUNJALSHOW.NS
NSE,STOCK,MURUDCERA,Murudeshwar Ceramics Limited,INE692B01014,EQ,MURUDCERA.NS
NSE,STOCK,MUTHOOTCAP,Muthoot Capital Services Limited,INE296G01013,EQ,MUTHOOTCAP.NS
NSE,STOCK,MUTHOOTFIN,Muthoot Finance Limited,INE414G01012,EQ,MUTHOOTFIN.NS
NSE,STOCK,MUTHOOTMF,Muthoot Microfin Limited,INE046W01019,EQ,MUTHOOTMF.NS
NSE,STOCK,MVELECTRO,MV Electrosystems Limited,INE0OWZ01020,EQ,MVELECTRO.NS
NSE,STOCK,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,INE0KNT01012,EQ,MVGJL.NS
NSE,STOCK,MWL,Mangalam Worldwide Limited,INE0JYY01029,EQ,MWL.NS
NSE,STOCK,MYSORPETRO,Mysore Petro Chemicals Limited,INE741A01011,BE,MYSORPETRO.NS
NSE,STOCK,NACLIND,NACL Industries Limited,INE295D01020,EQ,NACLIND.NS
NSE,STOCK,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,INE245I01016,EQ,NAGREEKCAP.NS
NSE,STOCK,NAGREEKEXP,Nagreeka Exports Limited,INE123B01028,EQ,NAGREEKEXP.NS
NSE,STOCK,NAHARCAP,Nahar Capital and Financial Services Limited,INE049I01012,EQ,NAHARCAP.NS
NSE,STOCK,NAHARINDUS,Nahar Industrial Enterprises Limited,INE289A01011,EQ,NAHARINDUS.NS
NSE,STOCK,NAHARPOLY,Nahar Poly Films Limited,INE308A01027,EQ,NAHARPOLY.NS
NSE,STOCK,NAHARSPING,Nahar Spinning Mills Limited,INE290A01027,EQ,NAHARSPING.NS
NSE,STOCK,NAM-INDIA,Nippon Life India Asset Management Limited,INE298J01013,EQ,NAM-INDIA.NS
NSE,STOCK,NARMADA,Narmada Agrobase Limited,INE117Z01029,EQ,NARMADA.NS
NSE,STOCK,NATCAPSUQ,Natural Capsules Limited,INE936B01015,BE,NATCAPSUQ.NS
NSE,STOCK,NATCOPHARM,Natco Pharma Limited,INE987B01026,EQ,NATCOPHARM.NS
NSE,STOCK,NATHBIOGEN,Nath Bio-Genes (India) Limited,INE448G01010,EQ,NATHBIOGEN.NS
NSE,STOCK,NATIONALUM,National Aluminium Company Limited,INE139A01034,EQ,NATIONALUM.NS
NSE,STOCK,NATIONSTD,National Standard (India) Limited,INE166R01015,EQ,NATIONSTD.NS
NSE,STOCK,NAUKRI,Info Edge (India) Limited,INE663F01032,EQ,NAUKRI.NS
NSE,STOCK,NAVA,NAVA LIMITED,INE725A01030,EQ,NAVA.NS
NSE,STOCK,NAVINFLUOR,Navin Fluorine International Limited,INE048G01026,EQ,NAVINFLUOR.NS
NSE,STOCK,NAVKARCORP,Navkar Corporation Limited,INE278M01019,EQ,NAVKARCORP.NS
NSE,STOCK,NAVKARURB,Navkar Urbanstructure Limited,INE268H01044,BE,NAVKARURB.NS
NSE,STOCK,NAVNETEDUL,Navneet Education Limited,INE060A01024,EQ,NAVNETEDUL.NS
NSE,STOCK,NAZARA,Nazara Technologies Limited,INE418L01047,EQ,NAZARA.NS
NSE,STOCK,NBCC,NBCC (India) Limited,INE095N01031,EQ,NBCC.NS
NSE,STOCK,NBIFIN,N. B. I. Industrial Finance Company Limited,INE365I01020,EQ,NBIFIN.NS
NSE,STOCK,NCC,NCC Limited,INE868B01028,EQ,NCC.NS
NSE,STOCK,NCLIND,NCL Industries Limited,INE732C01016,EQ,NCLIND.NS
NSE,STOCK,NDGL,Naga Dhunseri Group Limited,INE756C01015,EQ,NDGL.NS
NSE,STOCK,NDL,Nandan Denim Limited,INE875G01048,EQ,NDL.NS
NSE,STOCK,NDLVENTURE,NDL Ventures Limited,INE353A01023,EQ,NDLVENTURE.NS
NSE,STOCK,NDRAUTO,Ndr Auto Components Limited,INE07OG01012,EQ,NDRAUTO.NS
NSE,STOCK,NDTV,New Delhi Television Limited,INE155G01029,EQ,NDTV.NS
NSE,STOCK,NEAGI,Neelamalai Agro Industries Limited,INE605D01012,EQ,NEAGI.NS
NSE,STOCK,NECCLTD,North Eastern Carrying Corporation Limited,INE553C01016,BE,NECCLTD.NS
