trades,win_rate_pct,avg_net_pct,profit_factor,avg_winner_pct,avg_loser_pct,avg_holding_days,variant,exit_reason
263,0.0,-2.6221784290086227,0.0,0.0,-2.6221784290086227,2.711026615969582,CURRENT,STOP_LOSS
134,100.0,4.969795758051851,inf,4.969795758051851,0.0,4.649253731343284,CURRENT,TARGET
38,73.68421052631578,1.4294190090577028,7.417460268280838,2.24221450988177,-0.8464083932496843,10.631578947368421,CURRENT,TIME_EXIT
404,0.0,-2.6205687032117826,0.0,0.0,-2.6205687032117826,2.992574257425743,EMA_MACD,STOP_LOSS
217,100.0,4.972483628425908,inf,4.972483628425908,0.0,4.387096774193548,EMA_MACD,TARGET
53,69.81132075471697,1.1931852371428289,6.334174433833346,2.0295736807980944,-0.7409630388099725,10.283018867924529,EMA_MACD,TIME_EXIT
