trades,wins,losses,win_rate_pct,avg_net_pct,median_net_pct,avg_gross_pct,avg_winner_pct,avg_loser_pct,profit_factor,expectancy_pct,compounded_return_pct,max_drawdown_pct,avg_holding_days,median_holding_days,target_exits,stop_exits,time_exits,regime
116,39,77,33.62068965517241,-0.1783728448275784,-2.6987499999999973,-0.028372844827578434,4.799807692307704,-2.6997889610389545,0.9004672082353764,-0.1783728448275784,-24.34804295304729,-65.361870936859,5.801724137931035,4.0,39,77,0,BULL
80,34,46,42.5,0.48712500000000986,-2.6987499999999907,0.6371250000000097,4.799411764705892,-2.7002173913043377,1.3137428548426129,0.48712500000000986,39.748366863671755,-32.90010965681446,3.375,2.0,34,46,0,BEAR
221,73,148,33.03167420814479,-0.24165375806942033,-2.6987499999999955,-0.0916537580694204,4.742185198173382,-2.69989864864864,0.86634763433727,-0.24165375806942033,-48.776836485262955,-68.01507366995966,3.8099547511312215,2.0,71,148,2,NEUTRAL
