variant,direction,signal_date,entry_date,exit_date,entry_price,stop_loss,target,exit_price,exit_reason,holding_days,gross_pnl_pct,net_pnl_pct,regime,rsi,extension_pct,symbol,exchange,data_symbol
BASE_CURRENT,SHORT,2026-03-30,2026-04-01,2026-04-02,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,4.825733324354404,GROWW,BSE,GROWW.BO
BASE_CURRENT,LONG,2026-04-08,2026-04-09,2026-04-10,182.0500030517578,177.49875297546387,191.15250320434572,191.15250320434572,TARGET,2,5.000000000000009,4.8500000000000085,BEAR,65.43438873452673,6.458272550444103,GROWW,BSE,GROWW.BO
BASE_CURRENT,LONG,2026-07-15,2026-07-16,2026-07-16,219.60000610351562,214.11000595092773,230.58000640869142,214.11000595092773,STOP_LOSS,1,-2.5000000000000027,-2.6500000000000026,NEUTRAL,64.20438132317543,4.283896299022319,GROWW,BSE,GROWW.BO
EMA_MACD,SHORT,2026-03-30,2026-04-01,2026-04-02,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,4.825733324354404,GROWW,BSE,GROWW.BO
EMA_MACD,LONG,2026-04-06,2026-04-07,2026-04-08,167.3000030517578,163.11750297546385,175.6650032043457,175.6650032043457,TARGET,2,5.000000000000003,4.850000000000002,BEAR,57.408548042609375,3.2031628173126445,GROWW,BSE,GROWW.BO
EMA_MACD,LONG,2026-07-13,2026-07-14,2026-07-14,208.35000610351562,203.14125595092773,218.76750640869142,203.14125595092773,STOP_LOSS,1,-2.5000000000000027,-2.6500000000000026,NEUTRAL,59.86049925122192,2.751450138035779,GROWW,BSE,GROWW.BO
EMA_MACD,SHORT,2026-08-31,2026-09-01,2026-09-04,193.25,198.08124999999998,183.58749999999998,194.10000610351562,TIME_EXIT,4,-0.43984791902490294,-0.589847919024903,NEUTRAL,44.9318132482961,1.094142925185655,GROWW,BSE,GROWW.BO
RSI_ZONE,SHORT,2026-03-30,2026-04-01,2026-04-02,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,4.825733324354404,GROWW,BSE,GROWW.BO
RSI_ZONE,LONG,2026-07-15,2026-07-16,2026-07-16,219.60000610351562,214.11000595092773,230.58000640869142,214.11000595092773,STOP_LOSS,1,-2.5000000000000027,-2.6500000000000026,NEUTRAL,64.20438132317543,4.283896299022319,GROWW,BSE,GROWW.BO
RSI_ZONE_NO_NEUTRAL,SHORT,2026-03-30,2026-04-01,2026-04-02,158.5,162.46249999999998,150.575,162.46249999999998,STOP_LOSS,2,-2.499999999999986,-2.6499999999999857,BEAR,37.92018520241189,4.825733324354404,GROWW,BSE,GROWW.BO
BASE_CURRENT,LONG,2026-04-10,2026-04-13,2026-04-20,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,5.283200459947015,LENSKART,BSE,LENSKART.BO
EMA_MACD,LONG,2026-02-03,2026-02-04,2026-02-10,451.8999938964844,440.6024940490723,474.4949935913086,474.4949935913086,TARGET,5,5.000000000000007,4.850000000000007,NEUTRAL,58.239849456034804,2.3586770406337503,LENSKART,BSE,LENSKART.BO
EMA_MACD,LONG,2026-04-10,2026-04-13,2026-04-20,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,5.283200459947015,LENSKART,BSE,LENSKART.BO
EMA_MACD,SHORT,2026-06-12,2026-06-15,2026-06-19,507.75,520.4437499999999,482.36249999999995,520.4437499999999,STOP_LOSS,5,-2.4999999999999822,-2.649999999999982,BEAR,42.34390047649965,1.3844769172948026,LENSKART,BSE,LENSKART.BO
EMA_MACD,LONG,2026-06-22,2026-06-23,2026-06-24,521.0999755859375,508.0724761962891,547.1549743652344,508.0724761962891,STOP_LOSS,2,-2.499999999999998,-2.6499999999999977,BEAR,57.54986372965864,1.3755952332317194,LENSKART,BSE,LENSKART.BO
RSI_ZONE,LONG,2026-04-10,2026-04-13,2026-04-20,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,5.283200459947015,LENSKART,BSE,LENSKART.BO
EXT_3,LONG,2026-04-15,2026-04-16,2026-04-20,541.5,527.9625,568.575,527.9625,STOP_LOSS,3,-2.5000000000000044,-2.6500000000000044,BEAR,60.16227785589921,1.093963351597773,LENSKART,BSE,LENSKART.BO
RSI_ZONE_EXT_3,LONG,2026-04-15,2026-04-16,2026-04-20,541.5,527.9625,568.575,527.9625,STOP_LOSS,3,-2.5000000000000044,-2.6500000000000044,BEAR,60.16227785589921,1.093963351597773,LENSKART,BSE,LENSKART.BO
RSI_ZONE_NO_NEUTRAL,LONG,2026-04-10,2026-04-13,2026-04-20,535.8499755859375,522.453726196289,562.6424743652344,522.453726196289,STOP_LOSS,5,-2.5000000000000044,-2.6500000000000044,BEAR,64.3577213349584,5.283200459947015,LENSKART,BSE,LENSKART.BO
RSI_ZONE_EXT_3_NO_NEUTRAL,LONG,2026-04-15,2026-04-16,2026-04-20,541.5,527.9625,568.575,527.9625,STOP_LOSS,3,-2.5000000000000044,-2.6500000000000044,BEAR,60.16227785589921,1.093963351597773,LENSKART,BSE,LENSKART.BO
BASE_CURRENT,SHORT,2025-02-12,2025-02-13,2025-02-13,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,3.522624379021803,CUPID,BSE,CUPID.BO
BASE_CURRENT,LONG,2025-04-17,2025-04-21,2025-04-21,14.961999893188477,14.587949895858765,15.710099887847901,14.587949895858765,STOP_LOSS,1,-2.499999999999998,-2.6499999999999977,NEUTRAL,70.59641689507724,8.304961437653786,CUPID,BSE,CUPID.BO
BASE_CURRENT,LONG,2025-06-27,2025-06-30,2025-07-11,21.399999618530277,20.864999628067018,22.46999959945679,22.46999959945679,TARGET,10,5.000000000000003,4.850000000000002,BULL,65.98504002126299,4.994732098469751,CUPID,BSE,CUPID.BO
BASE_CURRENT,SHORT,2026-03-02,2026-03-04,2026-03-04,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,4.8952980334941705,CUPID,BSE,CUPID.BO
BASE_CURRENT,LONG,2026-03-10,2026-03-11,2026-03-11,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,6.869190211933983,CUPID,BSE,CUPID.BO
BASE_CURRENT,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
EMA_MACD,SHORT,2025-02-12,2025-02-13,2025-02-13,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,3.522624379021803,CUPID,BSE,CUPID.BO
EMA_MACD,SHORT,2025-02-14,2025-02-17,2025-02-17,13.579999923706056,13.919499921798707,12.900999927520752,13.919499921798707,STOP_LOSS,1,-2.499999999999992,-2.649999999999992,NEUTRAL,42.454815648995314,2.662155589215544,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2025-04-17,2025-04-21,2025-04-21,14.961999893188477,14.587949895858765,15.710099887847901,14.587949895858765,STOP_LOSS,1,-2.499999999999998,-2.6499999999999977,NEUTRAL,70.59641689507724,8.304961437653786,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2025-06-27,2025-06-30,2025-07-11,21.399999618530277,20.864999628067018,22.46999959945679,22.46999959945679,TARGET,10,5.000000000000003,4.850000000000002,BULL,65.98504002126299,4.994732098469751,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2026-02-10,2026-02-11,2026-02-13,87.27999877929688,85.09799880981446,91.64399871826173,85.09799880981446,STOP_LOSS,3,-2.4999999999999964,-2.6499999999999964,NEUTRAL,55.30478860203846,2.5512258987602823,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2026-02-20,2026-02-23,2026-02-25,85.18000030517578,83.05050029754638,89.43900032043457,83.05050029754638,STOP_LOSS,3,-2.5000000000000098,-2.6500000000000097,NEUTRAL,51.6889371307351,0.8221252844584392,CUPID,BSE,CUPID.BO
EMA_MACD,SHORT,2026-02-26,2026-02-27,2026-03-02,82.69999694824219,84.76749687194824,78.56499710083007,78.56499710083007,TARGET,2,5.00000000000001,4.850000000000009,NEUTRAL,48.08765851520358,0.5743248737245971,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2026-03-10,2026-03-11,2026-03-11,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,6.869190211933983,CUPID,BSE,CUPID.BO
EMA_MACD,SHORT,2026-03-13,2026-03-16,2026-03-16,76.0,77.89999999999999,72.2,77.89999999999999,STOP_LOSS,1,-2.499999999999989,-2.649999999999989,BEAR,41.73067728227966,6.958826623496268,CUPID,BSE,CUPID.BO
EMA_MACD,LONG,2026-04-01,2026-04-02,2026-04-08,85.76000213623047,83.6160020828247,90.04800224304199,90.04800224304199,TARGET,4,5.0,4.85,BEAR,57.629973899483446,3.6061146198418346,CUPID,BSE,CUPID.BO
RSI_ZONE,SHORT,2025-02-12,2025-02-13,2025-02-13,14.199999809265137,14.554999804496763,13.489999818801879,14.554999804496763,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,NEUTRAL,39.104564079997616,3.522624379021803,CUPID,BSE,CUPID.BO
RSI_ZONE,SHORT,2026-03-02,2026-03-04,2026-03-04,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,4.8952980334941705,CUPID,BSE,CUPID.BO
RSI_ZONE,LONG,2026-03-10,2026-03-11,2026-03-11,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,6.869190211933983,CUPID,BSE,CUPID.BO
RSI_ZONE,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
EXT_3,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
RSI_ZONE_EXT_3,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
RSI_ZONE_NO_NEUTRAL,SHORT,2026-03-02,2026-03-04,2026-03-04,75.01000213623047,76.88525218963622,71.25950202941894,76.88525218963622,STOP_LOSS,1,-2.499999999999985,-2.649999999999985,BEAR,37.951099562825526,4.8952980334941705,CUPID,BSE,CUPID.BO
RSI_ZONE_NO_NEUTRAL,LONG,2026-03-10,2026-03-11,2026-03-11,91.9499969482422,89.65124702453615,96.54749679565431,89.65124702453615,STOP_LOSS,1,-2.4999999999999996,-2.6499999999999995,BEAR,63.25588846027697,6.869190211933983,CUPID,BSE,CUPID.BO
RSI_ZONE_NO_NEUTRAL,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
RSI_ZONE_EXT_3_NO_NEUTRAL,LONG,2026-04-06,2026-04-07,2026-04-07,88.29000091552734,86.08275089263915,92.70450096130371,86.08275089263915,STOP_LOSS,1,-2.500000000000006,-2.650000000000006,BEAR,60.28671396233046,2.763220364811663,CUPID,BSE,CUPID.BO
BASE_CURRENT,LONG,2025-05-14,2025-05-15,2025-05-29,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,2.1310157982136135,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,SHORT,2025-08-22,2025-08-25,2025-09-03,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,1.4823061172197578,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,LONG,2025-09-05,2025-09-08,2025-09-22,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,1.3372179763037946,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,LONG,2026-04-28,2026-04-29,2026-05-07,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,2.492472014803025,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
BASE_CURRENT,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2025-04-21,2025-04-22,2025-04-25,403.0,392.925,423.15000000000003,392.925,STOP_LOSS,4,-2.499999999999997,-2.649999999999997,NEUTRAL,58.801088165143746,1.0223565187038237,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2025-05-14,2025-05-15,2025-05-29,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,2.1310157982136135,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,SHORT,2025-08-22,2025-08-25,2025-09-03,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,1.4823061172197578,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2025-09-05,2025-09-08,2025-09-22,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,1.3372179763037946,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2025-10-23,2025-10-24,2025-10-29,392.5,382.6875,412.125,382.6875,STOP_LOSS,4,-2.5,-2.65,BULL,59.51570844151055,0.6836669078676727,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,SHORT,2025-11-19,2025-11-20,2025-12-04,379.7999877929688,389.294987487793,360.80998840332035,379.0499877929688,TIME_EXIT,11,0.19747236021735456,0.04747236021735457,BULL,43.41897003274043,1.0164781594339463,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2026-02-25,2026-02-26,2026-02-27,439.7999877929688,428.8049880981446,461.78998718261727,428.8049880981446,STOP_LOSS,2,-2.500000000000002,-2.650000000000002,NEUTRAL,59.49882810969409,2.0895011111701685,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2026-04-24,2026-04-27,2026-04-29,459.7000122070313,448.2075119018555,482.68501281738287,482.68501281738287,TARGET,3,5.0,4.85,BEAR,57.597760622776846,1.6557961700612438,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
EMA_MACD,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,LONG,2025-05-14,2025-05-15,2025-05-29,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,2.1310157982136135,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,SHORT,2025-08-22,2025-08-25,2025-09-03,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,1.4823061172197578,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,LONG,2025-09-05,2025-09-08,2025-09-22,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,1.3372179763037946,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,LONG,2026-04-28,2026-04-29,2026-05-07,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,2.492472014803025,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
EXT_3,LONG,2025-05-14,2025-05-15,2025-05-29,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,2.1310157982136135,COALINDIA,BSE,COALINDIA.BO
EXT_3,SHORT,2025-08-22,2025-08-25,2025-09-03,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,1.4823061172197578,COALINDIA,BSE,COALINDIA.BO
EXT_3,LONG,2025-09-05,2025-09-08,2025-09-22,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,1.3372179763037946,COALINDIA,BSE,COALINDIA.BO
EXT_3,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
EXT_3,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
EXT_3,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
EXT_3,LONG,2026-04-28,2026-04-29,2026-05-07,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,2.492472014803025,COALINDIA,BSE,COALINDIA.BO
EXT_3,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
EXT_3,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,LONG,2025-05-14,2025-05-15,2025-05-29,403.25,393.16875,423.4125,398.2999877929688,TIME_EXIT,11,-1.227529375581201,-1.3775293755812008,NEUTRAL,60.68016760963485,2.1310157982136135,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,SHORT,2025-08-22,2025-08-25,2025-09-03,379.75,389.24375,360.7625,389.24375,STOP_LOSS,7,-2.499999999999994,-2.6499999999999937,NEUTRAL,38.94326723897385,1.4823061172197578,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,LONG,2025-09-05,2025-09-08,2025-09-22,393.2000122070313,383.3700119018555,412.8600128173829,394.6499938964844,TIME_EXIT,11,0.3687644060116688,0.21876440601166883,NEUTRAL,61.912623495175495,1.3372179763037946,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,LONG,2026-04-28,2026-04-29,2026-05-07,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,2.492472014803025,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,LONG,2026-04-28,2026-04-29,2026-05-07,472.25,460.44374999999997,495.8625,460.44374999999997,STOP_LOSS,6,-2.500000000000007,-2.650000000000007,BEAR,62.97700724830223,2.492472014803025,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,LONG,2026-06-01,2026-06-02,2026-06-09,470.9500122070313,459.1762619018555,494.49751281738287,459.1762619018555,STOP_LOSS,6,-2.5,-2.65,BEAR,60.24943921385853,1.8241995388750543,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_NO_NEUTRAL,SHORT,2026-06-12,2026-06-15,2026-06-17,448.0,459.19999999999993,425.59999999999997,459.19999999999993,STOP_LOSS,3,-2.499999999999985,-2.649999999999985,BEAR,37.742622146160365,2.027562417689109,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3_NO_NEUTRAL,LONG,2025-10-24,2025-10-27,2025-10-29,395.9500122070313,386.0512619018555,415.74751281738287,386.0512619018555,STOP_LOSS,3,-2.5,-2.65,BULL,61.8451021991183,0.7267486893686751,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3_NO_NEUTRAL,SHORT,2025-11-04,2025-11-06,2025-11-17,378.2000122070313,387.65501251220707,359.29001159667973,387.65501251220707,STOP_LOSS,8,-2.4999999999999933,-2.6499999999999932,BULL,38.24773747167278,1.8874830526510105,COALINDIA,BSE,COALINDIA.BO
RSI_ZONE_EXT_3_NO_NEUTRAL,SHORT,2025-11-24,2025-11-25,2025-12-09,372.7999877929688,382.11998748779297,354.15998840332037,379.1000061035156,TIME_EXIT,11,-1.6899191300525145,-1.8399191300525144,BULL,37.29217098129022,1.4044101115858891,COALINDIA,BSE,COALINDIA.BO
